momsp	momid	dadsp1	dadid1	dadsp2	dadid2	sds	type	notes
stell	10C	stell	6G			7	intra	
stell	10C	stell	6G			0	intra	
stell	10C	stell	6G			7	intra	
stell	10C	stell	6G			8	intra	
stell	10C	stell	6G			10	intra	
stell	10C	stell	6G			0	intra	
stell	10C	stell	6G			8	intra	
stell	10C	stell	6G			8	intra	
stell	10CC2x6GC1(SS10-10)	stell	14Bx9A(SS11-3)			3	intra	
stell	10CC2x6GC1(SS10-10)	stell	14Bx9A(SS11-3)			1	intra	
stell	10CC2x6GC1(SS10-10)	stell	14Bx9A(SS11-3)			0	intra	
stell	10CC2x6GC1(SS10-10)	stell	14Bx9A(SS11-3)			0	intra	
stell	10CC2x6GC1(SS10-10)	stell	14Bx9A(SS11-3)			1	intra	
stell	10CC2x6GC1(SS10-29)	stell	14Bx9A(SS11-13)			0	intra	
stell	10CC2x6GC1(SS10-29)	stell	14Bx9A(SS11-13)			6	intra	
stell	10CC2x6GC1(SS10-29)	stell	14Bx9A(SS11-13)			0	intra	
stell	10CC2x6GC1(SS10-29)	stell	14Bx9A(SS11-3)			0	intra	
stell	10CC2x6GC1(SS10-29)	stell	14Bx9A(SS11-3)			2	intra	
stell	10CC2x6GC1(SS10-29)	stell	14Bx9A(SS11-3)			8	intra	
stell	10CC2x6GC1(SS10-29)	stell	14Bx9A(SS11-3)			0	intra	
stell	10CC2x6GC1(SS10-29)	stell	14Bx9A(SS11-3)			8	intra	
stell	10CC2x6GC1(SS10-29)	stell	14Bx9A(SS11-3)			5	intra	
stell	10CC2x6GC1(SS10-29)	stell	14Bx9A(SS11-3)			10	intra	
stell	10CC2x6GC1(SS10-29)	stell	14Bx9A(SS11-3)			4	intra	
stell	10CC2x6GC1(SS10-29)	stell	14Bx9A(SS11-3)			5	intra	
stell	10CC2x6GC1(SS10-29)	stell	14Bx9A(SS11-3)			9	intra	
stell	10CC2x6GC1(SS10-29)	stell	14Bx9A(SS11-3)			3	intra	
stell	10CC2x6GC1(SS10-29)	stell	14Bx9A(SS11-3)			8	intra	
stell	10CC2x6GC1(SS10-29)	stell	14Bx9A(SS11-3)			10	intra	
stell	10CC2x6GC1(SS10-29)	stell	14Bx9A(SS11-3)			4	intra	
stell	10CC2x6GC1(SS10-29)	stell	14Bx9A(SS11-3)			8	intra	
stell	10CC2x6GC1(SS10-29)	stell	14Bx9A(SS11-3)			6	intra	
stell	10CC2x6GC1(SS10-43)	stell	14Bx9A(SS11-13)			6	intra	
stell	10CC2x6GC1(SS10-43)	stell	14Bx9A(SS11-13)			0	intra	
stell	10CC2x6GC1(SS10-43)	stell	14Bx9A(SS11-13)			4	intra	
stell	10CC2x6GC1(SS10-43)	stell	14Bx9A(SS11-13)			3	intra	
stell	10CC2x6GC1(SS10-43)	stell	14Bx9A(SS11-13)			9	intra	
stell	10CC2x6GC1(SS10-43)	stell	14Bx9A(SS11-13)			4	intra	
stell	10CC2x6GC1(SS10-43)	stell	14Bx9A(SS11-13)			0	intra	
stell	10CC2x6GC1(SS10-43)	stell	14Bx9A(SS11-13)			2	intra	
stell	10CC2x6GC1(SS10-43)	stell	14Bx9A(SS11-13)			3	intra	
stell	10CC2x6GC1(SS10-43)	stell	14Bx9A(SS11-13)			0	intra	
stell	10CC2x6GC1(SS10-43)	stell	14Bx9A(SS11-13)			1	intra	
stell	10CC2x6GC1(SS10-43)	stell	14Bx9A(SS11-13)			2	intra	
stell	10CC2x6GC1(SS10-43)	stell	14Bx9A(SS11-13)			0	intra	
stell	10CC2x6GC1(SS10-43)	stell	14Bx9A(SS11-3)			0	intra	
stell	10CC2x6GC1(SS10-43)	stell	14Bx9A(SS11-3)			0	intra	
stell	10CC2x6GC1(SS10-43)	stell	14Bx9A(SS11-3)			7	intra	
stell	10CC2x6GC1(SS10-43)	stell	14Bx9A(SS11-3)			0	intra	
stell	10CC2x6GC1(SS10-43)	stell	14Bx9A(SS11-3)			11	intra	
stell	10CC2x6GC1(SS10-43)	stell	14Bx9A(SS11-3)			4	intra	
stell	10CC2x6GC1(SS10-43)	stell	14Bx9A(SS11-3)			4	intra	
stell	10CC2x6GC1(SS10-43)	stell	14Bx9A(SS11-3)			7	intra	
stell	10CC2x6GC1(SS10-43)	stell	14Bx9A(SS11-3)			0	intra	
stell	10CC2x6GC1(SS10-43)	stell	14Bx9A(SS11-3)			8	intra	
stell	10CC2x6GC1(SS10-43)	stell	14Bx9A(SS11-3)			5	intra	
stell	14Bx6GC2(SS1-12)	stell	4Ex18E(SS2-12)			0	intra	
stell	14Bx6GC2(SS1-12)	stell	4Ex18E(SS2-12)			0	intra	
stell	14Bx6GC2(SS1-12)	stell	4Ex18E(SS2-12)			1	intra	
stell	14Bx6GC2(SS1-12)	stell	4Ex18E(SS2-12)			1	intra	
stell	14Bx6GC2(SS1-12)	stell	4Ex18E(SS2-12)			2	intra	
stell	14Bx6GC2(SS1-21)	stell	4Ex18E(SS2-34)			0	intra	
stell	14Bx6GC2(SS1-21)	stell	4Ex18E(SS2-34)			0	intra	
stell	14Bx6GC2(SS1-21)	stell	4Ex18E(SS2-34)			0	intra	
stell	14Bx6GC2(SS1-21)	stell	4Ex18E(SS2-34)			0	intra	
stell	14Bx6GC2(SS1-21)	stell	4Ex18E(SS2-34)			0	intra	
stell	14Bx6GC2(SS1-21)	stell	4Ex18E(SS2-34)			0	intra	
stell	14Bx6GC2(SS1-21)	stell	4Ex18E(SS2-34)			0	intra	
stell	14Bx6GC2(SS1-21)	stell	4Ex18E(SS2-34)			0	intra	
stell	14Bx6GC2(SS1-21)	stell	4Ex18E(SS2-34)			0	intra	
stell	14Bx9A(SS11-13)	stell	10CC2x6GC1(SS10-43)			6	intra	
stell	14Bx9A(SS11-13)	stell	10CC2x6GC1(SS10-43)			1	intra	
stell	14Bx9A(SS11-13)	stell	10CC2x6GC1(SS10-43)			4	intra	
stell	14Bx9A(SS11-13)	stell	10CC2x6GC1(SS10-43)			0	intra	
stell	14Bx9A(SS11-13)	stell	10CC2x6GC1(SS10-43)			3	intra	
stell	14Bx9A(SS11-13)	stell	10CC2x6GC1(SS10-43)			3	intra	
stell	14Bx9A(SS11-13)	stell	10CC2x6GC1(SS10-43)			0	intra	
stell	14Bx9A(SS11-13)	stell	10CC2x6GC1(SS10-43)			1	intra	
stell	14Bx9A(SS11-13)	stell	10CC2x6GC1(SS10-43)			2	intra	
stell	14Bx9A(SS11-13)	stell	10CC2x6GC1(SS10-43)			1	intra	
stell	14Bx9A(SS11-13)	stell	10CC2x6GC1(SS10-43)			5	intra	
stell	14Bx9A(SS11-3)	stell	4Ex18E(SS2-12)			4	intra	
stell	14Bx9A(SS11-3)	stell	4Ex18E(SS2-12)			1	intra	
stell	14Bx9A(SS11-3)	stell	4Ex18E(SS2-12)			2	intra	
stell	3B	stell	10C			4	intra	
stell	4E	stell	6G			7	intra	
stell	4E	stell	6G			5	intra	
stell	4E	stell	6G			5	intra	
stell	4E	stell	6G			5	intra	
stell	4E	stell	6G			9	intra	
stell	4E	stell	6G			4	intra	
stell	4E	stell	6G			4	intra	
stell	4E	stell	6G			9	intra	
stell	4E	stell	6G			5	intra	
stell	4E	stell	6G			6	intra	
stell	4E	stell	6G			4	intra	
stell	4E	stell	6G			7	intra	
stell	4E	stell	6G			0	intra	
stell	4E	stell	6G			0	intra	
stell	4E	stell	6G			5	intra	
stell	4E	stell	6G			3	intra	
stell	4E	stell	6G			8	intra	
stell	4E	stell	6G			4	intra	
stell	4E	stell	6G			4	intra	
stell	4E	stell	6G			6	intra	
stell	4Ex18E(SS2-1)	stell	14Bx6GC2(SS1-29)			4	intra	
stell	4Ex18E(SS2-1)	stell	14Bx6GC2(SS1-29)			0	intra	
stell	4Ex18E(SS2-1)	stell	14Bx6GC2(SS1-29)			0	intra	
stell	4Ex18E(SS2-1)	stell	14Bx9A(SS11-13)			7	intra	
stell	4Ex18E(SS2-1)	stell	14Bx9A(SS11-13)			7	intra	
stell	4Ex18E(SS2-1)	stell	14Bx9A(SS11-13)			7	intra	
stell	4Ex18E(SS2-1)	stell	14Bx9A(SS11-13)			4	intra	
stell	4Ex18E(SS2-1)	stell	14Bx9A(SS11-13)			4	intra	
stell	4Ex18E(SS2-12)	stell	10CC2x6GC1(SS10-43)			10	intra	
stell	4Ex18E(SS2-12)	stell	10CC2x6GC1(SS10-43)			11	intra	
stell	4Ex18E(SS2-12)	stell	10CC2x6GC1(SS10-43)			5	intra	
stell	4Ex18E(SS2-12)	stell	10CC2x6GC1(SS10-43)			8	intra	
stell	4Ex18E(SS2-12)	stell	10CC2x6GC1(SS10-43)			6	intra	
stell	4Ex18E(SS2-12)	stell	10CC2x6GC1(SS10-43)			6	intra	
stell	4Ex18E(SS2-12)	stell	10CC2x6GC1(SS10-43)			7	intra	
stell	4Ex18E(SS2-12)	stell	10CC2x6GC1(SS10-43)			7	intra	
stell	4Ex18E(SS2-12)	stell	10CC2x6GC1(SS10-43)			7	intra	
stell	4Ex18E(SS2-12)	stell	10CC2x6GC1(SS10-43)			9	intra	
stell	4Ex18E(SS2-12)	stell	10CC2x6GC1(SS10-43)			5	intra	
stell	4Ex18E(SS2-12)	stell	10CC2x6GC1(SS10-43)			6	intra	
stell	4Ex18E(SS2-12)	stell	10CC2x6GC1(SS10-43)			7	intra	
stell	4Ex18E(SS2-12)	stell	10CC2x6GC1(SS10-43)			6	intra	
stell	4Ex18E(SS2-12)	stell	10CC2x6GC1(SS10-43)			7	intra	
stell	4Ex18E(SS2-12)	stell	10CC2x6GC1(SS10-43)			5	intra	
stell	4Ex18E(SS2-12)	stell	10CC2x6GC1(SS10-43)			6	intra	
stell	4Ex18E(SS2-12)	stell	10CC2x6GC1(SS10-43)			6	intra	
stell	4Ex18E(SS2-12)	stell	10CC2x6GC1(SS10-43)			7	intra	
stell	4Ex18E(SS2-12)	stell	10CC2x6GC1(SS10-43)			7	intra	
stell	4Ex18E(SS2-12)	stell	10CC2x6GC1(SS10-43)			8	intra	
stell	4Ex18E(SS2-12)	stell	10CC2x6GC1(SS10-43)			7	intra	
stell	4Ex18E(SS2-12)	stell	10CC2x6GC1(SS10-43)			2	intra	
stell	4Ex18E(SS2-12)	stell	10CC2x6GC1(SS10-43)			4	intra	
stell	4Ex18E(SS2-12)	stell	10CC2x6GC1(SS10-43)			5	intra	
stell	4Ex18E(SS2-34)	stell	10CC2x6GC1(SS10-43)			6	intra	
stell	4Ex18E(SS2-34)	stell	10CC2x6GC1(SS10-43)			6	intra	
stell	4Ex18E(SS2-34)	stell	10CC2x6GC1(SS10-43)			2	intra	
stell	4Ex18E(SS2-34)	stell	10CC2x6GC1(SS10-43)			3	intra	
stell	4Ex18E(SS2-34)	stell	10CC2x6GC1(SS10-43)			4	intra	
stell	4Ex18E(SS2-34)	stell	10CC2x6GC1(SS10-43)			7	intra	
stell	4Ex18E(SS2-34)	stell	10CC2x6GC1(SS10-43)			6	intra	
stell	4Ex18E(SS2-34)	stell	10CC2x6GC1(SS10-43)			6	intra	
stell	4Ex18E(SS2-34)	stell	10CC2x6GC1(SS10-43)			4	intra	
stell	6G	stell	4E			1	intra	
stell	6G	stell	4E			5	intra	
stell	6GC-1	stell	10C			10	intra	
stell	6GC-1	stell	10C			12	intra	
stell	6GC-1	stell	10C			9	intra	
stell	6GC-1	stell	10C			10	intra	
stell	6GC-1	stell	10C			6	intra	
stell	6GC-1	stell	10C			11	intra	
stell	6GC-2	stell	4E			6	intra	
stell	6GC-2	stell	4E			5	intra	
stell	6GC-2	stell	4E			6	intra	
stell	9A	stell	3B			1	intra	
stell	9A	stell	3B			3	intra	
stell	9A	stell	3B			0	intra	
stell	9A	stell	3B			0	intra	
stell	9A	stell	3B			3	intra	
stell	9A	stell	3B			4	intra	
stell	9Ex18E(SS2-1)	stell	14Bx9A(SS11-13)			6	intra	
stell	9Ex18E(SS2-1)	stell	14Bx9A(SS11-13)			7	intra	
stell	SS11-3(14Bx9A-3)	stell	SS2-12(4ex18E)			0	intra	
stell	SS11-3(14Bx9A-3)	stell	SS2-12(4ex18E)			0	intra	
stell	SS11-3(14Bx9A-3)	stell	SS2-12(4ex18E)			0	intra	
stell	SS11-3(14Bx9A-3)	stell	SS2-12(4ex18E)			0	intra	
stell	1465110C-C2	stell	147656G-C1	sperg	120289-12P	3	mixed	
stell	1465110C-C2	stell	147656G-C1	sperg	120289-12P	8	mixed	
stell	1465110C-C2	stell	147656G-C1	sperg	120289-12P	5	mixed	
stell	1465110C-C2	stell	147656G-C1	sperg	120289-12P	6	mixed	
stell	1465110C-C2	stell	147656G-C1	sperg	120289-12P	6	mixed	
stell	1465110C-C2	stell	147656G-C1	sperg	120289-12P	13	mixed	
stell	1465110C-C2	stell	147656G-C1	sperg	120289-12P	7	mixed	
stell	1465110C-C2	stell	147656G-C1	sperg	120289-12P	2	mixed	
stell	1465110C-C2	stell	147656G-C1	sperg	120289-12P	7	mixed	
stell	1465110C-C2	stell	147656G-C1	sperg	120289-12P	10	mixed	
stell	1465110C-C2	stell	147656G-C1	sperg	120289-12P	3	mixed	
stell	1465110C-C2	stell	147656G-C1	sperg	120289-12P	3	mixed	
stell	1465110C-C2	stell	147656G-C1	sperg	120289-12P	2	mixed	
stell	1465110C-C2	stell	147656G-C1	sperg	120289-12P	2	mixed	
stell	1465110C-C2	stell	147656G-C1	sperg	120289-12P	2	mixed	
stell	1465110C-C2	stell	147656G-C1	sperg	120289-12P	5	mixed	
stell	1465110C-C2	stell	147656G-C1	sperg	120289-12P	6	mixed	
stell	1465110C-C2	stell	147656G-C1	sperg	120289-12P	0	mixed	
stell	1465110C-C2	stell	147656G-C1	sperg	120289-12P	0	mixed	
stell	1465110C-C2	stell	147656G-C1	sperg	120289-12P	2	mixed	
stell	1476510C	stell	1476514B-1G	sperg	120294-8	1	mixed	
stell	1476510C	stell	1476514B-1G	sperg	120294-8	0	mixed	
stell	1476510C	stell	1476514B-1G	sperg	120294-8	0	mixed	
stell	1476510C	stell	1476514B-1G	sperg	120294-8	2	mixed	
stell	1476510C	stell	1476514B-1G	sperg	120294-8	6	mixed	
stell	1476510C	stell	1476514B-1G	sperg	120294-8	5	mixed	
stell	1476510C	stell	1476514B-1G	sperg	120294-8	10	mixed	
stell	1476510C	stell	1476514B-1G	sperg	120294-8	7	mixed	
stell	1476510C	stell	1476514B-1G	sperg	120294-8	6	mixed	
stell	1476510C	stell	1476514B-1G	sperg	120294-8	4	mixed	
stell	1476510C	stell	1476514B-1G	sperg	120294-8	6	mixed	
stell	1476510C	stell	1476514B-1G	sperg	120294-8	4	mixed	
stell	1476510C	stell	1476514B-1G	sperg	120294-8	5	mixed	
stell	1476510C	stell	1476514B-1G	sperg	120294-8	8	mixed	
stell	1476510C	stell	1476514B-1G	sperg	120294-8	7	mixed	
stell	1476510C	stell	1476514B-1G	sperg	120294-8	7	mixed	
stell	1476510C	stell	1476514B-1G	sperg	120294-8	5	mixed	
stell	1476510C	stell	1476514B-1G	sperg	120294-8	10	mixed	
stell	1476510C	stell	1476514B-1G	sperg	120294-8	8	mixed	
stell	1476510C	stell	1476514B-1G	sperg	120294-8	4	mixed	
stell	1476514B-1G	stell	147659A-3	sperg	120296-11P	0	mixed	
stell	1476514B-1G	stell	147659A-3	sperg	120296-11P	1	mixed	
stell	1476514B-1G	stell	147659A-3	sperg	120296-11P	4	mixed	
stell	1476514B-1G	stell	147659A-3	sperg	120296-11P	6	mixed	
stell	1476514B-1G	stell	147659A-3	sperg	120296-11P	3	mixed	
stell	1476514B-1G	stell	147659A-3	sperg	120296-11P	2	mixed	
stell	1476514B-1G	stell	147659A-3	sperg	120296-11P	0	mixed	
stell	1476514B-1G	stell	147659A-3	sperg	120296-11P	4	mixed	
stell	1476514B-1G	stell	147659A-3	sperg	120296-11P	4	mixed	
stell	1476514B-1G	stell	147659A-3	sperg	120296-11P	0	mixed	
stell	1476514B-1G	stell	147659A-3	sperg	120296-11P	1	mixed	
stell	1476514B-1G	stell	147659A-3	sperg	120296-11P	2	mixed	
stell	1476514B-1G	stell	147659A-3	sperg	120296-11P	2	mixed	
stell	1476514B-1G	stell	147659A-3	sperg	120296-11P	5	mixed	
stell	1476514B-1G	stell	147659A-3	sperg	120296-11P	1	mixed	
stell	1476514B-1G	stell	147659A-3	sperg	120296-11P	3	mixed	
stell	1476514B-1G	stell	147659A-3	sperg	120296-11P	5	mixed	
stell	1476514B-1G	stell	147659A-3	sperg	120296-11P	3	mixed	
stell	1476514B-1G	stell	147659A-3	sperg	120296-11P	0	mixed	
stell	1476514B-1G	stell	147659A-3	sperg	120296-11P	3	mixed	
stell	1476514B-2	stell	147656G-C2	sperg	120289-P5	10	mixed	
stell	1476514B-2	stell	147656G-C2	sperg	120289-P5	10	mixed	
stell	1476514B-2	stell	147656G-C2	sperg	120289-P5	8	mixed	
stell	1476514B-2	stell	147656G-C2	sperg	120289-P5	8	mixed	
stell	1476514B-2	stell	147656G-C2	sperg	120289-P5	7	mixed	
stell	1476514B-2	stell	147656G-C2	sperg	120289-P5	4	mixed	
stell	1476514B-2	stell	147656G-C2	sperg	120289-P5	6	mixed	
stell	1476514B-2	stell	147656G-C2	sperg	120289-P5	8	mixed	
stell	1476514B-2	stell	147656G-C2	sperg	120289-P5	10	mixed	
stell	1476514B-2	stell	147656G-C2	sperg	120289-P5	6	mixed	
stell	1476514B-2	stell	147656G-C2	sperg	120289-P5	0	mixed	
stell	1476514B-2	stell	147656G-C2	sperg	120289-P5	0	mixed	
stell	1476514B-2	stell	147656G-C2	sperg	120289-P5	8	mixed	
stell	1476514B-2	stell	147656G-C2	sperg	120289-P5	10	mixed	
stell	1476514B-2	stell	147656G-C2	sperg	120289-P5	8	mixed	
stell	1476514B-2	stell	147656G-C2	sperg	120289-P5	10	mixed	
stell	1476514B-2	stell	147656G-C2	sperg	120289-P5	6	mixed	
stell	1476514B-2	stell	147656G-C2	sperg	120289-P5	4	mixed	
stell	1476514B-2	stell	147656G-C2	sperg	120289-P5	8	mixed	
stell	1476514B-2	stell	147656G-C2	sperg	120289-P5	1	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	3	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	3	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	2	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	1	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	2	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	1	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	1	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	0	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	4	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	1	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	0	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	3	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	4	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	2	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	4	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	2	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	3	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	4	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	1	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	0	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	0	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	0	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	0	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	0	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	1	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	0	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	1	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	0	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	0	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	0	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	0	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	1	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	0	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	1	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	0	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	0	mixed	
stell	1476520J-6	stell	1476514B-2	sperg	120296-11P	1	mixed	
stell	147654E	stell	1476518E	sperg	120289-8	8	mixed	
stell	147654E	stell	1476518E	sperg	120289-8	4	mixed	
stell	147654E	stell	1476518E	sperg	120289-8	6	mixed	
stell	147654E	stell	1476518E	sperg	120289-8	7	mixed	
stell	147654E	stell	1476518E	sperg	120289-8	6	mixed	
stell	147654E	stell	1476518E	sperg	120289-8	7	mixed	
stell	147654E	stell	1476518E	sperg	120289-8	0	mixed	
stell	147654E	stell	1476518E	sperg	120289-8	5	mixed	
stell	147654E	stell	1476518E	sperg	120289-8	2	mixed	
stell	147654E	stell	1476518E	sperg	120289-8	3	mixed	
stell	147654E	stell	1476518E	sperg	120289-8	10	mixed	
stell	147654E	stell	1476518E	sperg	120289-8	4	mixed	
stell	147654E	stell	1476518E	sperg	120289-8	6	mixed	
stell	147654E	stell	1476518E	sperg	120289-8	3	mixed	
stell	147654E	stell	1476518E	sperg	120289-8	0	mixed	
stell	147654E	stell	1476518E	sperg	120289-8	7	mixed	
stell	147654E	stell	1476518E	sperg	120289-8	5	mixed	
stell	147654E	stell	1476518E	sperg	120289-8	4	mixed	
stell	147654E	stell	1476518E	sperg	120289-8	4	mixed	
stell	147654E	stell	1476518E	sperg	120289-8	3	mixed	
sperg	120289-9	stell	4E			17	inter	
sperg	120289-9	stell	4E			17	inter	
sperg	120289-9	stell	4E			15	inter	
sperg	120289-9	stell	4E			15	inter	
sperg	120289-9	stell	4E			11	inter	
sperg	120289-9	stell	4E			18	inter	
sperg	120289-9	stell	4E			3	inter	
sperg	120289-9	stell	4E			5	inter	
sperg	120289-9	stell	4E			11	inter	
sperg	120289-9	stell	4E			17	inter	
sperg	120289-9	stell	4E			14	inter	
sperg	120289-9	stell	4E			11	inter	
sperg	120289-9	stell	4E			16	inter	
sperg	120289-9	stell	4E			9	inter	
sperg	120289-9	stell	4E			12	inter	
sperg	120289-9	stell	4E			11	inter	
sperg	120289-9	stell	4E			8	inter	
sperg	120289-9	stell	4E			14	inter	
sperg	120289-9	stell	4E			10	inter	
sperg	120289-9	stell	4E			11	inter	
sperg	120289-9	stell	4E			9	inter	
sperg	120289-9	stell	4E			12	inter	
sperg	120289-9	stell	4E			13	inter	
sperg	120289-9	stell	4E			16	inter	
sperg	120289-9	stell	4E			17	inter	
sperg	120289-9	stell	4E			7	inter	
sperg	120289-9	stell	4E			6	inter	
sperg	120292-8	stell	4A			9	inter	
sperg	120292-8	stell	4A			12	inter	
sperg	120292-8	stell	4A			8	inter	
sperg	120292-8	stell	4A			11	inter	
sperg	120292-8	stell	4A			9	inter	
sperg	120292-8	stell	4A			5	inter	
sperg	120292-8	stell	4A			12	inter	
sperg	120292-8	stell	4A			7	inter	
sperg	120292-8	stell	4A			13	inter	
sperg	120292-8	stell	4A			12	inter	
sperg	120292-8	stell	4A			10	inter	
sperg	120292-8	stell	4A			12	inter	
sperg	120292-8	stell	4A			10	inter	
sperg	120292-8	stell	4A			8	inter	
sperg	120292-8	stell	4A			13	inter	
sperg	120292-8	stell	4A			14	inter	
sperg	120292-8	stell	4A			11	inter	
sperg	120292-8	stell	4A			17	inter	
sperg	120294-4	stell	147656G			2	inter	
sperg	120294-4	stell	147656G			5	inter	
sperg	120294-4	stell	147656G			5	inter	
sperg	120294-4	stell	147656G			2	inter	
sperg	120294-4	stell	147656G			4	inter	
sperg	120294-4	stell	147656G			14	inter	
sperg	120294-4	stell	147656G			9	inter	
sperg	120294-4	stell	147656G			12	inter	
sperg	120294-4	stell	147656G			9	inter	
sperg	120294-4	stell	147656G			10	inter	
sperg	120294-4	stell	147656G			7	inter	
sperg	120294-4	stell	147656G			13	inter	
sperg	120294-4	stell	147656G			4	inter	
sperg	120294-4	stell	147656G			9	inter	
sperg	120294-4	stell	147656G			13	inter	
sperg	120294-7	stell	1476564C			19	inter	
sperg	120294-7	stell	1476564C			18	inter	
sperg	120294-7	stell	1476564C			12	inter	
sperg	120294-7	stell	1476564C			17	inter	
sperg	120294-7	stell	1476564C			5	inter	
sperg	120294-7	stell	1476564C			15	inter	
sperg	120294-7	stell	1476564C			11	inter	
sperg	120294-7	stell	1476564C			15	inter	
sperg	120294-7	stell	1476564C			19	inter	
sperg	120294-7	stell	1476564C			14	inter	
sperg	120294-7	stell	1476564C			17	inter	
sperg	120294-7	stell	1476564C			19	inter	
sperg	120294-7	stell	1476564C			20	inter	
sperg	120294-7	stell	1476564C			12	inter	
sperg	120294-7	stell	1476564C			17	inter	
sperg	120294-7	stell	1476564C			11	inter	
sperg	120294-7	stell	1476564C			13	inter	
sperg	120294-7	stell	1476564C			17	inter	
sperg	120294-7	stell	1476564C			18	inter	
sperg	120296-9	stell	4A			13	inter	
sperg	120296-9	stell	4A			15	inter	
sperg	120296-9	stell	4A			12	inter	
sperg	120296-9	stell	4A			15	inter	
sperg	120296-9	stell	4A			16	inter	
sperg	120296-9	stell	4A			10	inter	
sperg	120296-9	stell	4A			9	inter	
sperg	120296-9	stell	4A			9	inter	
sperg	120296-9	stell	4A			6	inter	
sperg	120296-9	stell	4A			14	inter	
sperg	120289-11	sperg	120294-8			3	intra	
sperg	120289-11	sperg	120294-8			9	intra	
sperg	120289-11	sperg	120294-8			6	intra	
sperg	120289-11	sperg	120294-8			14	intra	
sperg	120289-11	sperg	120294-8			14	intra	
sperg	120289-11	sperg	120294-8			11	intra	
sperg	120289-11	sperg	120294-8			12	intra	
sperg	120289-11	sperg	120294-8			11	intra	
sperg	120289-11	sperg	120294-8			14	intra	
sperg	120289-11	sperg	120294-8			5	intra	
sperg	120289-11	sperg	120294-8			12	intra	
sperg	120289-11	sperg	120294-8			13	intra	
sperg	120289-11	sperg	120294-8			13	intra	
sperg	120289-11	sperg	120294-8			7	intra	
sperg	120289-11	sperg	120294-8			8	intra	
sperg	120289-11	sperg	120294-8			8	intra	
sperg	120289-11	sperg	120294-8			10	intra	
sperg	120289-11	sperg	120294-8			20	intra	
sperg	120289-11	sperg	120294-8			8	intra	
sperg	120289-9	sperg	120294-2			18	intra	
sperg	120289-9	sperg	120294-2			22	intra	
sperg	120289-9	sperg	120294-2			18	intra	
sperg	120289-9	sperg	120294-2			22	intra	
sperg	120289-9	sperg	120294-2			18	intra	
sperg	120289-9	sperg	120294-2			19	intra	
sperg	120289-9	sperg	120294-8			13	intra	
sperg	120289-9	sperg	120294-8			13	intra	
sperg	120289-9	sperg	120294-8			12	intra	
sperg	120289-9	sperg	120294-8			13	intra	
sperg	120289-9	sperg	120294-8			10	intra	
sperg	120289-9	sperg	120294-8			11	intra	
sperg	120289-9	sperg	120294-8			13	intra	
sperg	120289-9	sperg	120294-8			11	intra	
sperg	120289-9	sperg	120294-8			13	intra	
sperg	120289-9	sperg	120294-8			13	intra	
sperg	120289-9	sperg	120294-8			13	intra	
sperg	120289-9	sperg	120294-8			12	intra	
sperg	120289-9	sperg	120294-8			6	intra	
sperg	120289-9	sperg	120294-8			21	intra	
sperg	120289-9	sperg	120294-8			18	intra	
