crossid	plantid	cross.manual	block1	blockAB	collect.date	regression	flrs	inflo.e	inflo	weigh.date	inflo.biomass.g	initials	check.initials	check.date	comments	use.inflo	linenum	collect	mompop	momid	momsp	dadpop	dadid	dadsp	crosstype	cross	fullcross	edits	sxc	sxcxm	mompid	dadpid	smompop
5	18	HH	1	B	2016-12-12	Regress	29	1	NA	2017-05-25	0.057	SS	AK	2017-08-15	NA	NA	92	277	879WKG	2-2	hook	WK	4	hook	between	HH	879-2-2 x 794-4	NA	hook.between	hook.between.879WKG.2-2	879WKG.2-2	WK.4	hook879WKG
5	19	HH	1	B	2017-02-15	No R	NA	23	23	2017-07-19	1.096	SS	AK	2017-08-15	NA	NA	93	342	879WKG	2-2	hook	WK	4	hook	between	HH	879-2-2 x 794-4	NA	hook.between	hook.between.879WKG.2-2	879WKG.2-2	WK.4	hook879WKG
5	20	HH	1	B	2017-02-10	No R	NA	36	36	2017-07-14	2.959	SS	AK	2017-08-15	NA	NA	94	337	879WKG	2-2	hook	WK	4	hook	between	HH	879-2-2 x 794-4	NA	hook.between	hook.between.879WKG.2-2	879WKG.2-2	WK.4	hook879WKG
6	1	HK	8	A	2017-02-18	No R	NA	7	7	2017-07-24	5.197	SS	AK	2017-08-15	NA	NA	95	345	879WKG	2-2	hook	892WKG	1	kaal	hybrid	HK	879-2-2 x 892-1	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.1	hook879WKG
6	2	HK	8	A	2017-02-18	No R	NA	5	5	2017-07-21	1.934	SS	AK	2017-08-15	NA	NA	96	345	879WKG	2-2	hook	892WKG	1	kaal	hybrid	HK	879-2-2 x 892-1	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.1	hook879WKG
6	3	HK	8	A	2017-02-22	No R	NA	11	11	2017-07-05	2.317	SS	AK	2017-08-15	NA	NA	97	349	879WKG	2-2	hook	892WKG	1	kaal	hybrid	HK	879-2-2 x 892-1	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.1	hook879WKG
6	4	HK	8	A	2017-02-22	No R	NA	3	3	2017-07-20	0.307	SS	AK	2017-08-15	NA	NA	98	349	879WKG	2-2	hook	892WKG	1	kaal	hybrid	HK	879-2-2 x 892-1	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.1	hook879WKG
6	5	HK	8	A	NA	Infls-Rplt	NA	15	16	2017-07-11	3.953	SS	AK	2017-08-15	No collection date on env.	NA	99	NA	879WKG	2-2	hook	892WKG	1	kaal	hybrid	HK	879-2-2 x 892-1	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.1	hook879WKG
6	5	HK	8	A	2017-01-26	Regress	302	1	NA	2017-07-10	0.53	SS	AK	2017-08-15	NA	NA	100	322	879WKG	2-2	hook	892WKG	1	kaal	hybrid	HK	879-2-2 x 892-1	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.1	hook879WKG
6	7	HK	8	A	2017-02-10	No R	NA	9	9	2017-07-19	2.515	SS	AK	2017-08-15	NA	NA	101	337	879WKG	2-2	hook	892WKG	1	kaal	hybrid	HK	879-2-2 x 892-1	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.1	hook879WKG
6	8	HK	8	A	2017-02-14	Infls-Rplt	NA	5	6	2017-07-17	1.736	SS	AK	2017-08-15	NA	NA	102	341	879WKG	2-2	hook	892WKG	1	kaal	hybrid	HK	879-2-2 x 892-1	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.1	hook879WKG
6	8	HK	8	A	2017-02-14	Regress	147	1	NA	2017-07-17	0.204	SS	AK	2017-08-15	NA	NA	103	341	879WKG	2-2	hook	892WKG	1	kaal	hybrid	HK	879-2-2 x 892-1	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.1	hook879WKG
6	9	HK	8	A	2017-01-13	Infls-Rplt	NA	11	12	2017-05-24	5.859	SS	AK	2017-08-15	NA	NA	104	309	879WKG	2-2	hook	892WKG	1	kaal	hybrid	HK	879-2-2 x 892-1	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.1	hook879WKG
6	9	HK	8	A	2017-01-13	Regress	444	1	NA	2017-05-24	0.613	SS	AK	2017-08-15	NA	NA	105	309	879WKG	2-2	hook	892WKG	1	kaal	hybrid	HK	879-2-2 x 892-1	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.1	hook879WKG
6	11	HK	8	A	2016-12-08	Infls-Rplt	NA	4	5	2017-06-29	1.816	SS	AK	2017-08-15	NA	NA	106	273	879WKG	2-2	hook	892WKG	1	kaal	hybrid	HK	879-2-2 x 892-1	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.1	hook879WKG
6	11	HK	8	A	2016-12-08	Regress	289	1	NA	2017-06-29	0.379	SS	AK	2017-08-15	NA	NA	107	273	879WKG	2-2	hook	892WKG	1	kaal	hybrid	HK	879-2-2 x 892-1	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.1	hook879WKG
6	12	HK	8	A	2017-02-13	No R	NA	14	14	2017-07-19	7.931	SS	AK	2017-08-15	NA	NA	108	340	879WKG	2-2	hook	892WKG	1	kaal	hybrid	HK	879-2-2 x 892-1	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.1	hook879WKG
6	13	HK	8	A	2017-02-03	Infls-Rplt	NA	9	10	2017-07-10	6.221	SS	AK	2017-08-15	NA	NA	109	330	879WKG	2-2	hook	892WKG	1	kaal	hybrid	HK	879-2-2 x 892-1	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.1	hook879WKG
6	13	HK	8	A	2017-02-03	Regress	330	1	NA	2017-07-10	0.638	SS	AK	2017-08-15	NA	NA	110	330	879WKG	2-2	hook	892WKG	1	kaal	hybrid	HK	879-2-2 x 892-1	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.1	hook879WKG
6	15	HK	8	A	2017-01-13	Infls-Rplt	NA	25	26	2017-05-24	9.576	SS	AK	2017-08-15	NA	NA	111	309	879WKG	2-2	hook	892WKG	1	kaal	hybrid	HK	879-2-2 x 892-1	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.1	hook879WKG
6	15	HK	8	A	2017-01-13	Regress	366	1	NA	2017-05-24	0.409	SS	AK	2017-08-15	NA	NA	112	309	879WKG	2-2	hook	892WKG	1	kaal	hybrid	HK	879-2-2 x 892-1	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.1	hook879WKG
6	16	HK	8	A	2017-02-05	No R	NA	NA	NA	2017-06-19	3.201	SS	AK	2017-08-15	N inflo cannot be determined	NA	113	332	879WKG	2-2	hook	892WKG	1	kaal	hybrid	HK	879-2-2 x 892-1	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.1	hook879WKG
6	18	HK	8	A	2017-02-17	No R	NA	11	11	2017-07-25	3.567	SS	AK	2017-08-15	NA	NA	114	344	879WKG	2-2	hook	892WKG	1	kaal	hybrid	HK	879-2-2 x 892-1	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.1	hook879WKG
6	20	HK	8	A	2017-02-12	No R	NA	10	10	2017-07-17	3.454	SS	AK	2017-08-15	NA	NA	115	339	879WKG	2-2	hook	892WKG	1	kaal	hybrid	HK	879-2-2 x 892-1	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.1	hook879WKG
7	1	HK	8	A	2016-12-16	No R	NA	9	9	2017-07-13	0.681	SS	AK	2017-08-15	NA	NA	116	281	879WKG	2-2	hook	892WKG	3	kaal	hybrid	HK	879-2-2 x 892-3	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.3	hook879WKG
8	3	HK	8	A	2016-12-15	Infls-Rplt	NA	14	15	2017-07-13	8.058	SS	AK	2017-08-15	NA	NA	117	280	879WKG	2-2	hook	892WKG	4	kaal	hybrid	HK	879-2-2 x 892-4	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.4	hook879WKG
8	3	HK	8	A	2016-12-15	Regress	143	1	NA	2017-07-13	0.224	SS	AK	2017-08-15	NA	NA	118	280	879WKG	2-2	hook	892WKG	4	kaal	hybrid	HK	879-2-2 x 892-4	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.4	hook879WKG
8	5	HK	8	A	2017-02-02	No R	NA	4	4	2017-05-30	0.143	SS	AK	2017-08-15	checked SS 8/30	NA	119	329	879WKG	2-2	hook	892WKG	4	kaal	hybrid	HK	879-2-2 x 892-4	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.4	hook879WKG
8	6	HK	8	A	2016-12-12	No R	NA	9	9	2017-06-08	3.378	SS	AK	2017-08-15	NA	NA	120	277	879WKG	2-2	hook	892WKG	4	kaal	hybrid	HK	879-2-2 x 892-4	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.4	hook879WKG
8	7	HK	8	A	2016-12-21	Infls-Rplt	NA	8	9	2017-05-17	2.681	SS	AK	2017-08-15	NA	NA	121	286	879WKG	2-2	hook	892WKG	4	kaal	hybrid	HK	879-2-2 x 892-4	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.4	hook879WKG
8	7	HK	8	A	2016-12-21	backup R	NA	1	NA	2017-05-17	0.19	SS	AK	2017-08-15	NA	NA	122	286	879WKG	2-2	hook	892WKG	4	kaal	hybrid	HK	879-2-2 x 892-4	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.4	hook879WKG
8	10	HK	8	A	2017-01-26	Infls-Rplt	NA	11	12	2017-07-06	3.236	SS	AK	2017-08-15	NA	NA	123	322	879WKG	2-2	hook	892WKG	4	kaal	hybrid	HK	879-2-2 x 892-4	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.4	hook879WKG
8	10	HK	8	A	2017-01-26	Regress	214	1	NA	2017-07-06	0.441	SS	AK	2017-08-15	NA	NA	124	322	879WKG	2-2	hook	892WKG	4	kaal	hybrid	HK	879-2-2 x 892-4	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.4	hook879WKG
8	11	HK	8	A	2016-12-06	Infls-Rplt	NA	15	16	2017-06-29	4.657	SS	AK	2017-08-15	NA	NA	125	271	879WKG	2-2	hook	892WKG	4	kaal	hybrid	HK	879-2-2 x 892-4	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.4	hook879WKG
8	11	HK	8	A	2016-12-06	Regress	169	1	NA	2017-06-29	0.465	SS	AK	2017-08-15	NA	NA	126	271	879WKG	2-2	hook	892WKG	4	kaal	hybrid	HK	879-2-2 x 892-4	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.4	hook879WKG
8	12	HK	8	A	2017-02-12	No R	NA	13	13	2017-07-18	2.397	SS	AK	2017-08-15	NA	NA	127	339	879WKG	2-2	hook	892WKG	4	kaal	hybrid	HK	879-2-2 x 892-4	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.4	hook879WKG
8	13	HK	8	A	2017-01-20	No R	NA	3	3	2017-07-10	0.209	SS	AK	2017-08-15	NA	NA	128	316	879WKG	2-2	hook	892WKG	4	kaal	hybrid	HK	879-2-2 x 892-4	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.4	hook879WKG
8	14	HK	8	A	2017-01-20	No R	NA	7	7	2017-07-10	0.807	SS	AK	2017-08-15	NA	NA	129	316	879WKG	2-2	hook	892WKG	4	kaal	hybrid	HK	879-2-2 x 892-4	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.4	hook879WKG
8	15	HK	8	A	2016-12-14	Infls-Rplt	NA	4	5	2017-05-25	2.628	SS	AK	2017-08-15	NA	NA	130	279	879WKG	2-2	hook	892WKG	4	kaal	hybrid	HK	879-2-2 x 892-4	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.4	hook879WKG
8	15	HK	8	A	2016-12-14	Regress	577	1	NA	2017-05-22	0.661	SS	AK	2017-08-15	NA	NA	131	279	879WKG	2-2	hook	892WKG	4	kaal	hybrid	HK	879-2-2 x 892-4	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.4	hook879WKG
8	18	HK	8	A	2017-01-20	No R	NA	9	9	2017-07-10	2.56	SS	AK	2017-08-15	NA	NA	132	316	879WKG	2-2	hook	892WKG	4	kaal	hybrid	HK	879-2-2 x 892-4	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.4	hook879WKG
8	19	HK	8	A	2017-02-12	No R	NA	1	1	2017-07-18	0.496	SS	AK	2017-08-15	NA	NA	133	339	879WKG	2-2	hook	892WKG	4	kaal	hybrid	HK	879-2-2 x 892-4	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.4	hook879WKG
8	19	HK	8	A	2017-02-12	No R	NA	12	12	2017-07-18	4.662	SS	AK	2017-08-15	NA	NA	134	339	879WKG	2-2	hook	892WKG	4	kaal	hybrid	HK	879-2-2 x 892-4	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.4	hook879WKG
8	21	HK	8	A	2017-02-19	No R	NA	7	7	2017-06-29	2.336	SS	AK	2017-08-15	NA	NA	135	346	879WKG	2-2	hook	892WKG	4	kaal	hybrid	HK	879-2-2 x 892-4	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.4	hook879WKG
9	1	HK	8	A	2016-12-07	Infls-Rplt	NA	9	10	2017-06-29	1.891	SS	AK	2017-08-15	NA	NA	136	272	879WKG	2-2	hook	892WKG	5	kaal	hybrid	HK	879-2-2 x 892-5	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.5	hook879WKG
9	1	HK	8	A	2016-12-07	Regress	218	1	NA	2017-06-29	0.361	SS	AK	2017-08-15	NA	NA	137	272	879WKG	2-2	hook	892WKG	5	kaal	hybrid	HK	879-2-2 x 892-5	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.5	hook879WKG
9	2	HK	8	A	NA	No R	NA	13	13	2017-07-20	8.54	SS	AK	2017-08-15	No collection date on env.	NA	138	NA	879WKG	2-2	hook	892WKG	5	kaal	hybrid	HK	879-2-2 x 892-5	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.5	hook879WKG
9	3	HK	8	A	2016-12-15	Infls-Rplt	NA	7	8	2017-07-13	2.433	SS	AK	2017-08-15	NA	NA	139	280	879WKG	2-2	hook	892WKG	5	kaal	hybrid	HK	879-2-2 x 892-5	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.5	hook879WKG
9	3	HK	8	A	2016-12-15	Regress	67	1	NA	2017-07-13	0.191	SS	AK	2017-08-15	NA	NA	140	280	879WKG	2-2	hook	892WKG	5	kaal	hybrid	HK	879-2-2 x 892-5	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.5	hook879WKG
9	5	HK	8	A	2017-01-20	No R	NA	7	7	2017-07-10	2.116	SS	AK	2017-08-15	NA	NA	141	316	879WKG	2-2	hook	892WKG	5	kaal	hybrid	HK	879-2-2 x 892-5	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.5	hook879WKG
9	6	HK	8	A	2017-01-13	Infls-Rplt	NA	13	14	2017-05-17	7.715	SS	AK	2017-08-15	NA	NA	142	309	879WKG	2-2	hook	892WKG	5	kaal	hybrid	HK	879-2-2 x 892-5	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.5	hook879WKG
9	6	HK	8	A	2017-01-13	backup R	NA	1	NA	2017-05-17	0.092	SS	AK	2017-08-15	NA	NA	143	309	879WKG	2-2	hook	892WKG	5	kaal	hybrid	HK	879-2-2 x 892-5	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.5	hook879WKG
9	7	HK	8	A	2016-12-20	Infls-Rplt	NA	14	15	2017-06-29	3.475	SS	AK	2017-08-15	NA	NA	144	285	879WKG	2-2	hook	892WKG	5	kaal	hybrid	HK	879-2-2 x 892-5	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.5	hook879WKG
9	7	HK	8	A	2016-12-20	Regress	340	1	NA	2017-06-29	0.385	SS	AK	2017-08-15	NA	NA	145	285	879WKG	2-2	hook	892WKG	5	kaal	hybrid	HK	879-2-2 x 892-5	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.5	hook879WKG
9	10	HK	8	A	2017-02-10	No R	NA	4	4	2017-07-18	1.132	SS	AK	2017-08-15	NA	NA	146	337	879WKG	2-2	hook	892WKG	5	kaal	hybrid	HK	879-2-2 x 892-5	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.5	hook879WKG
9	11	HK	8	A	2017-02-15	No R	NA	4	4	2017-07-19	1.004	SS	AK	2017-08-15	NA	NA	147	342	879WKG	2-2	hook	892WKG	5	kaal	hybrid	HK	879-2-2 x 892-5	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.5	hook879WKG
9	12	HK	8	A	2017-02-18	No R	NA	4	4	2017-07-06	0.907	SS	AK	2017-08-15	NA	NA	148	345	879WKG	2-2	hook	892WKG	5	kaal	hybrid	HK	879-2-2 x 892-5	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.5	hook879WKG
9	13	HK	8	A	2017-02-12	Infls-Rplt	NA	11	12	2017-07-18	3.289	SS	AK	2017-08-15	NA	NA	149	339	879WKG	2-2	hook	892WKG	5	kaal	hybrid	HK	879-2-2 x 892-5	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.5	hook879WKG
9	13	HK	8	A	2017-02-12	Regress	775	1	NA	2017-07-18	1.232	SS	AK	2017-08-15	NA	NA	150	339	879WKG	2-2	hook	892WKG	5	kaal	hybrid	HK	879-2-2 x 892-5	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.5	hook879WKG
9	14	HK	8	A	2017-02-16	No R	NA	2	2	2017-07-24	0.307	SS	AK	2017-08-15	NA	NA	151	343	879WKG	2-2	hook	892WKG	5	kaal	hybrid	HK	879-2-2 x 892-5	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.5	hook879WKG
9	15	HK	8	A	2017-02-18	No R	NA	2	2	2017-07-24	0.27	SS	AK	2017-08-15	NA	NA	152	345	879WKG	2-2	hook	892WKG	5	kaal	hybrid	HK	879-2-2 x 892-5	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.5	hook879WKG
9	17	HK	8	A	2017-02-17	No R	NA	3	3	2017-07-25	0.296	SS	AK	2017-08-15	NA	NA	153	344	879WKG	2-2	hook	892WKG	5	kaal	hybrid	HK	879-2-2 x 892-5	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.5	hook879WKG
9	18	HK	8	A	2017-02-17	Infls-Rplt	NA	11	12	2017-07-24	5.483	SS	AK	2017-08-15	NA	NA	154	344	879WKG	2-2	hook	892WKG	5	kaal	hybrid	HK	879-2-2 x 892-5	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.5	hook879WKG
9	18	HK	8	A	2017-02-17	Regress	532	1	NA	2017-07-24	0.639	SS	AK	2017-08-15	NA	NA	155	344	879WKG	2-2	hook	892WKG	5	kaal	hybrid	HK	879-2-2 x 892-5	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.5	hook879WKG
9	19	HK	8	A	2017-02-19	No R	NA	6	6	2017-07-24	1.662	SS	AK	2017-08-15	NA	NA	156	346	879WKG	2-2	hook	892WKG	5	kaal	hybrid	HK	879-2-2 x 892-5	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.5	hook879WKG
9	20	HK	8	A	2017-01-31	Infls-Rplt	NA	10	11	2017-07-07	0.774	SS	SS	2017-08-17	entered in later because misplaced	NA	157	327	879WKG	2-2	hook	892WKG	5	kaal	hybrid	HK	879-2-2 x 892-5	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.5	hook879WKG
9	20	HK	8	A	2017-01-31	Regress	149	1	NA	2017-07-07	0.226	SS	AK	2017-08-15	NA	NA	158	327	879WKG	2-2	hook	892WKG	5	kaal	hybrid	HK	879-2-2 x 892-5	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.5	hook879WKG
10	1	HK	9	A	2017-02-13	No R	NA	15	15	2017-06-29	2.115	SS	AK	2017-08-15	NA	NA	159	340	879WKG	2-2	hook	904WPG	2	kaal	hybrid	HK	879-2-2 x 904-2	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.2	hook879WKG
10	2	HK	9	A	2017-02-21	No R	NA	5	5	2017-07-20	0.828	SS	AK	2017-08-15	NA	NA	160	348	879WKG	2-2	hook	904WPG	2	kaal	hybrid	HK	879-2-2 x 904-2	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.2	hook879WKG
10	3	HK	9	A	2017-02-18	No R	NA	10	10	2017-05-18	6.751	SS	AK	2017-08-15	NA	NA	161	345	879WKG	2-2	hook	904WPG	2	kaal	hybrid	HK	879-2-2 x 904-2	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.2	hook879WKG
10	4	HK	9	A	2017-01-19	Infls-Rplt	NA	7	8	2017-07-10	3.155	SS	AK	2017-08-15	NA	NA	162	315	879WKG	2-2	hook	904WPG	2	kaal	hybrid	HK	879-2-2 x 904-2	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.2	hook879WKG
10	4	HK	9	A	2017-01-19	Regress	320	1	NA	2017-07-21	0.595	SS	AK	2017-08-15	NA	NA	163	315	879WKG	2-2	hook	904WPG	2	kaal	hybrid	HK	879-2-2 x 904-2	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.2	hook879WKG
10	6	HK	9	A	2017-01-13	Infls-Rplt	NA	5	6	2017-05-24	1.513	SS	AK	2017-08-15	NA	NA	164	309	879WKG	2-2	hook	904WPG	2	kaal	hybrid	HK	879-2-2 x 904-2	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.2	hook879WKG
10	6	HK	9	A	2017-01-13	Regress	573	1	NA	2017-05-24	0.63	SS	AK	2017-08-15	NA	NA	165	309	879WKG	2-2	hook	904WPG	2	kaal	hybrid	HK	879-2-2 x 904-2	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.2	hook879WKG
10	7	HK	9	A	2017-02-10	No R	NA	9	9	2017-07-19	1.53	SS	AK	2017-08-15	NA	NA	166	337	879WKG	2-2	hook	904WPG	2	kaal	hybrid	HK	879-2-2 x 904-2	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.2	hook879WKG
10	8	HK	9	A	2017-02-16	No R	NA	2	2	2017-07-21	0.12	SS	AK	2017-08-15	NA	NA	167	343	879WKG	2-2	hook	904WPG	2	kaal	hybrid	HK	879-2-2 x 904-2	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.2	hook879WKG
10	9	HK	9	A	2017-02-17	No R	NA	11	11	2017-07-21	1.145	SS	AK	2017-08-15	NA	NA	168	344	879WKG	2-2	hook	904WPG	2	kaal	hybrid	HK	879-2-2 x 904-2	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.2	hook879WKG
10	10	HK	9	A	2017-02-19	No R	NA	5	5	2017-05-18	2.26	SS	AK	2017-08-15	NA	NA	169	346	879WKG	2-2	hook	904WPG	2	kaal	hybrid	HK	879-2-2 x 904-2	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.2	hook879WKG
10	11	HK	9	A	2017-02-17	No R	NA	9	9	2017-07-24	7.015	SS	SZ	NA	NA	NA	170	344	879WKG	2-2	hook	904WPG	2	kaal	hybrid	HK	879-2-2 x 904-2	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.2	hook879WKG
10	12	HK	9	A	2016-12-09	Regress	104	1	NA	2017-06-08	0.222	SS	SS	2017-08-29	NA	NA	171	274	879WKG	2-2	hook	904WPG	2	kaal	hybrid	HK	879-2-2 x 904-2	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.2	hook879WKG
10	13	HK	9	A	2017-01-25	Infls-Rplt	NA	7	8	2017-05-22	0.795	SS	SZ	NA	NA	NA	172	321	879WKG	2-2	hook	904WPG	2	kaal	hybrid	HK	879-2-2 x 904-2	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.2	hook879WKG
10	13	HK	9	A	2017-01-25	Regress	168	1	NA	2017-05-22	0.462	SS	SZ	NA	NA	NA	173	321	879WKG	2-2	hook	904WPG	2	kaal	hybrid	HK	879-2-2 x 904-2	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.2	hook879WKG
10	14	HK	9	A	NA	No R	NA	2	2	2017-07-11	0.265	SS	SZ	NA	No collection date on env.	NA	174	NA	879WKG	2-2	hook	904WPG	2	kaal	hybrid	HK	879-2-2 x 904-2	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.2	hook879WKG
10	16	HK	9	A	2017-01-25	No R	NA	1	1	2017-05-22	0.045	SS	SZ	NA	checked SS 8/30	NA	175	321	879WKG	2-2	hook	904WPG	2	kaal	hybrid	HK	879-2-2 x 904-2	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.2	hook879WKG
10	17	HK	9	A	2017-02-21	No R	NA	1	1	2017-05-19	0.15	SS	SZ	NA	NA	NA	176	348	879WKG	2-2	hook	904WPG	2	kaal	hybrid	HK	879-2-2 x 904-2	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.2	hook879WKG
10	18	HK	9	A	2017-02-18	No R	NA	8	8	2017-06-29	1.193	SS	SZ	NA	NA	NA	177	345	879WKG	2-2	hook	904WPG	2	kaal	hybrid	HK	879-2-2 x 904-2	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.2	hook879WKG
10	20	HK	9	A	2017-02-08	Infls-Rplt	NA	1	2	2017-06-30	0.055	SS	SZ	NA	NA	NA	178	335	879WKG	2-2	hook	904WPG	2	kaal	hybrid	HK	879-2-2 x 904-2	NA	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.2	hook879WKG
