crossid	plantid	block1	blockAB	cross.manual	collect.date	veg.biomass.g	weigh.date	comments	linenum	collect	mompop	momid	momsp	dadpop	dadid	dadsp	crosstype	cross	full	sxc	sxcxm	mompid	dadpid	smompop
79	19	11	NA	HH	2017-01-26	11.121	2018-10-24	NA	657	322	WK	4	hook	WK	2	hook	within	HH	794-4 x 866-2	hook.within	hook.within.WK.4	WK.4	WK.2	hookWK
89	9	1	A	HH	2017-02-18	18.851	2018-10-24	NA	658	345	WK	2	hook	879WKG	2-2	hook	between	HH	866-2 x 879-2-2	hook.between	hook.between.WK.2	WK.2	879WKG.2-2	hookWK
74	6	1	A	HH	2017-02-18	9.686	2018-10-24	NA	659	345	WK	4	hook	879WKG	2-2	hook	between	HH	794-4 x 879-2-2	hook.between	hook.between.WK.4	WK.4	879WKG.2-2	hookWK
67	6	5	A	HK	2017-02-18	14.862	2018-10-24	NA	660	345	WK	2	hook	892WKG	4	kaal	hybrid	HK	794-2 x 892-4	hook.hybrid	hook.hybrid.WK.2	WK.2	892WKG.4	hookWK
76	L	1	A	HH	2016-11-27	21.89	2018-10-24	JP: changed year from 2017	661	262	WK	4	hook	879WKG	G-2	hook	between	HH	794-4 x 879-G-2	hook.between	hook.between.WK.4	WK.4	879WKG.G-2	hookWK
169	2	14	NA	KK	2016-11-26	4.803	2018-10-24	JP: changed year from 2017	662	261	904WPG	3	kaal	904WPG	5	kaal	within	KK	904-3 x 904-5	kaal.within	kaal.within.904WPG.3	904WPG.3	904WPG.5	kaal904WPG
8	10	8	A	HK	2016-11-26	17.885	2018-10-24	JP: changed year from 2017	663	261	879WKG	2-2	hook	892WKG	4	kaal	hybrid	HK	879-2-2 x 892-4	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.4	hook879WKG
2	12	12	NA	HH	2017-02-12	11.78	2018-10-24	NA	664	339	879WKG	2-2	hook	879WKG	10-1	hook	within	HH	879-2-2 x 879-10-1	hook.within	hook.within.879WKG.2-2	879WKG.2-2	879WKG.10-1	hook879WKG
182	9	2	B	KK	2017-01-26	8.228	2018-10-24	NA	665	322	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
180	13	2	B	KK	2017-01-26	12.408	2018-10-24	NA	666	322	904WPG	5	kaal	892WKG	3	kaal	between	KK	904-5 x 892-3	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.3	kaal904WPG
90	3	1	A	HH	2017-01-26	9.978	2018-10-24	NA	667	322	WK	2	hook	879WKG	10-1	hook	between	HH	866-2 x 879-10-1	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
77	2	1	A	HH	2017-01-26	13.556	2018-10-24	NA	668	322	WK	4	hook	879WKG	N-5	hook	between	HH	794-4 x 879-N-5	hook.between	hook.between.WK.4	WK.4	879WKG.N-5	hookWK
213	10	4	B	KK	2017-01-26	3.71	2018-10-29	NA	669	322	3587WP	14	kaal	904WPG	3	kaal	between	KK	3587-14 x 904-3	kaal.between	kaal.between.3587WP.14	3587WP.14	904WPG.3	kaal3587WP
182	15	2	B	KK	2017-01-26	13.048	2018-10-29	NA	670	322	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
213	15	4	B	KK	2017-01-26	6.385	2018-10-29	NA	671	322	3587WP	14	kaal	904WPG	3	kaal	between	KK	3587-14 x 904-3	kaal.between	kaal.between.3587WP.14	3587WP.14	904WPG.3	kaal3587WP
166	8	2	B	KK	2017-02-18	9.434	2018-10-29	No R	672	345	904WPG	3	kaal	892WKG	1	kaal	between	KK	904-3 x 892-1	kaal.between	kaal.between.904WPG.3	904WPG.3	892WKG.1	kaal904WPG
24	9	8	A	HK	2017-02-18	27.901	2018-10-29	No R	673	345	879WKG	10-1	hook	892WKG	4	kaal	hybrid	HK	879-10-1 x 892-4	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	892WKG.4	hook879WKG
183	10	14	NA	KK	2017-02-22	6.697	2018-10-29	NA	674	349	904WPG	5	kaal	904WPG	2	kaal	within	KK	904-5 x 904-2	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.2	kaal904WPG
173	10	9	B	KH	2017-02-22	18.87	2018-10-29	No R	675	349	904WPG	5	kaal	879WKG	G-2	hook	hybrid	KH	904-5 x 879-G-2	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	879WKG.G-2	kaal904WPG
184	4	14	NA	KK	2017-02-18	3.702	2018-11-13	No R	676	345	904WPG	5	kaal	904WPG	3	kaal	within	KK	904-5 x 904-3	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.3	kaal904WPG
39	6	9	A	HK	2017-02-22	12.372	2018-11-13	No R	677	349	879WKG	G-2	hook	904WPG	5	kaal	hybrid	HK	879-G-2 x 904-5	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	904WPG.5	hook879WKG
183	12	14	NA	KK	2017-02-22	6.123	2018-11-13	No R	678	349	904WPG	5	kaal	904WPG	2	kaal	within	KK	904-5 x 904-2	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.2	kaal904WPG
83	9	5	A	HK	2017-01-27	9.166	2018-11-13	NA	679	323	WK	4	hook	892WKG	5	kaal	hybrid	HK	794-4 x 892-5	hook.hybrid	hook.hybrid.WK.4	WK.4	892WKG.5	hookWK
183	8	14	NA	KK	2017-02-22	7.402	2018-11-13	No R	680	349	904WPG	5	kaal	904WPG	2	kaal	within	KK	904-5 x 904-2	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.2	kaal904WPG
92	9	1	A	HH	2017-02-18	6.23	2018-11-13	No R	681	345	WK	2	hook	879WKG	N-5	hook	between	HH	866-2 x 879-N-5	hook.between	hook.between.WK.2	WK.2	879WKG.N-5	hookWK
36	6	8	A	HK	2017-01-26	20.716	2018-11-13	NA	682	322	879WKG	G-2	hook	892WKG	3	kaal	hybrid	HK	879-G-2 x 892-3	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	892WKG.3	hook879WKG
101	9	7	A	HK	2017-02-18	22.147	2018-11-15	No R	683	345	WK	2	hook	3587WP	C	kaal	hybrid	HK	866-2 x 3587-C	hook.hybrid	hook.hybrid.WK.2	WK.2	3587WP.C	hookWK
179	6	2	B	KK	2017-02-18	5.108	2018-11-15	No R	684	345	904WPG	5	kaal	892WKG	1	kaal	between	KK	904-5 x 892-1	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.1	kaal904WPG
172	7	9	B	KH	2017-01-26	12.518	2018-11-15	NA	685	322	904WPG	5	kaal	879WKG	10-1	hook	hybrid	KH	904-5 x 879-10-1	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	879WKG.10-1	kaal904WPG
21	6	1	B	HH	2017-02-19	19.542	2018-11-15	No R	686	346	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 866-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	WK.2	hook879WKG
120	4	3	A	KK	2017-02-18	6.099	2018-11-15	No R	687	345	892WKG	1	kaal	3587WP	7	kaal	between	KK	892-1 x 3587-7	kaal.between	kaal.between.892WKG.1	892WKG.1	3587WP.7	kaal892WKG
179	4	2	B	KK	2017-02-18	5.564	2018-11-15	No R	688	345	904WPG	5	kaal	892WKG	1	kaal	between	KK	904-5 x 892-1	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.1	kaal904WPG
74	15	1	A	HH	2017-02-18	0.331	2018-11-21	Never flowered	689	345	WK	4	hook	879WKG	2-2	hook	between	HH	794-4 x 879-2-2	hook.between	hook.between.WK.4	WK.4	879WKG.2-2	hookWK
168	4	14	NA	KK	2017-02-18	5.982	2018-11-21	No R	690	345	904WPG	3	kaal	904WPG	2	kaal	within	KK	904-3 x 904-2	kaal.within	kaal.within.904WPG.3	904WPG.3	904WPG.2	kaal904WPG
155	5	2	B	KK	2017-02-18	11.769	2018-11-21	No R	691	345	904WPG	2	kaal	892WKG	1	kaal	between	KK	904-2 x 892-1	kaal.between	kaal.between.904WPG.2	904WPG.2	892WKG.1	kaal904WPG
6	2	8	A	HK	2017-02-18	11.007	2018-11-21	No R	692	345	879WKG	2-2	hook	892WKG	1	kaal	hybrid	HK	879-2-2 x 892-1	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.1	hook879WKG
186	5	4	A	KK	2017-02-18	9.753	2018-11-21	No R	693	345	904WPG	5	kaal	3587WP	10	kaal	between	KK	904-5 x 3587-10	kaal.between	kaal.between.904WPG.5	904WPG.5	3587WP.10	kaal904WPG
10	18	9	A	HK	2017-02-18	10.69	2018-11-21	No R	694	345	879WKG	2-2	hook	904WPG	2	kaal	hybrid	HK	879-2-2 x 904-2	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.2	hook879WKG
89	3	1	A	HH	2017-02-18	11.46	2018-11-21	No R	695	345	WK	2	hook	879WKG	2-2	hook	between	HH	866-2 x 879-2-2	hook.between	hook.between.WK.2	WK.2	879WKG.2-2	hookWK
64	5	11	NA	HH	2017-02-22	19.078	2018-11-30	NA	696	349	WK	2	hook	WK	2	hook	within	HH	794-2 x 866-2	hook.within	hook.within.WK.2	WK.2	WK.2	hookWK
75	11	1	A	HH	2017-02-18	10.055	2018-11-30	NA	697	345	WK	4	hook	879WKG	10-1	hook	between	HH	794-4 x 879-10-1	hook.between	hook.between.WK.4	WK.4	879WKG.10-1	hookWK
156	10	2	B	KK	2017-02-18	5.085	2018-11-30	NA	698	345	904WPG	2	kaal	892WKG	10	kaal	between	KK	904-2 x 892-10	kaal.between	kaal.between.904WPG.2	904WPG.2	892WKG.10	kaal904WPG
140	2	13	NA	KK	2017-02-22	5.342	2018-11-30	NA	699	349	892WKG	5	kaal	892WKG	4	kaal	within	KK	892-5 x 892-4	kaal.within	kaal.within.892WKG.5	892WKG.5	892WKG.4	kaal892WKG
155	4	2	B	KK	2017-02-18	10.335	2018-11-30	NA	700	345	904WPG	2	kaal	892WKG	1	kaal	between	KK	904-2 x 892-1	kaal.between	kaal.between.904WPG.2	904WPG.2	892WKG.1	kaal904WPG
179	5	2	B	KK	2017-02-22	2.458	2018-11-30	NA	701	349	904WPG	5	kaal	892WKG	1	kaal	between	KK	904-5 x 892-1	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.1	kaal904WPG
10	17	9	A	HK	2017-02-21	4.751	2018-11-30	NA	702	348	879WKG	2-2	hook	904WPG	2	kaal	hybrid	HK	879-2-2 x 904-2	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.2	hook879WKG
119	1	2	A	KK	2017-02-10	10.312	2018-11-30	NA	703	337	892WKG	1	kaal	904WPG	5	kaal	between	KK	892-1 x 904-5	kaal.between	kaal.between.892WKG.1	892WKG.1	904WPG.5	kaal892WKG
39	2	9	A	HK	2017-02-10	11.863	2018-11-30	NA	704	337	879WKG	G-2	hook	904WPG	5	kaal	hybrid	HK	879-G-2 x 904-5	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	904WPG.5	hook879WKG
218	3	4	B	KK	2017-02-10	3.898	2018-11-30	NA	705	337	3587WP	15	kaal	904WPG	3	kaal	between	KK	3587-15 x 904-3	kaal.between	kaal.between.3587WP.15	3587WP.15	904WPG.3	kaal3587WP
101	3	7	A	HK	2017-02-10	10.433	2018-11-30	NA	706	337	WK	2	hook	3587WP	C	kaal	hybrid	HK	866-2 x 3587-C	hook.hybrid	hook.hybrid.WK.2	WK.2	3587WP.C	hookWK
105	`4	6	A	HK	2017-02-10	14.196	2018-11-30	NA	707	337	WK	2E- 1	hook	904WPG	5	kaal	hybrid	HK	899-2E- 1 x 904-5	hook.hybrid	hook.hybrid.WK.2E- 1	WK.2E- 1	904WPG.5	hookWK
110	1	NA	NA	KH	2017-02-10	2.802	2018-11-30	Never flowered,No Blk	708	337	892WKG	1	kaal	879WKG	H-2	hook	hybrid	KH	892-1 x 879-H-2	kaal.hybrid	kaal.hybrid.892WKG.1	892WKG.1	879WKG.H-2	kaal892WKG
29	12	10	A	HK	2017-02-10	15.213	2018-11-30	No R	709	337	879WKG	10-1	hook	3587WP	15	kaal	hybrid	HK	879-10-1 x 3587-15	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	3587WP.15	hook879WKG
9	10	8	A	HK	2017-02-10	25.612	2018-11-30	No R	710	337	879WKG	2-2	hook	892WKG	5	kaal	hybrid	HK	879-2-2 x 892-5	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.5	hook879WKG
58	4	10	A	HK	2017-02-10	15.447	2018-11-30	NA	711	337	879WKG	N-5	hook	3587WP	C	kaal	hybrid	HK	879-N-5 x 3587-C	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	3587WP.C	hook879WKG
64	16	11	NA	HH	2017-02-10	8.073	2018-11-30	No R	712	337	WK	2	hook	WK	2	hook	within	HH	794-2 x 866-2	hook.within	hook.within.WK.2	WK.2	WK.2	hookWK
79	7	11	NA	HH	2017-02-10	10.766	2018-11-30	NA	713	337	WK	4	hook	WK	2	hook	within	HH	794-4 x 866-2	hook.within	hook.within.WK.4	WK.4	WK.2	hookWK
95	6	NA	NA	HK	2017-02-10	10.031	2018-11-30	Never flowered,No Blk	714	337	WK	2	hook	892WKG	4	kaal	hybrid	HK	866-2 x 892-4	hook.hybrid	hook.hybrid.WK.2	WK.2	892WKG.4	hookWK
85	5	6	A	HK	2017-02-10	9.115	2018-11-30	NA	715	337	WK	4	hook	904WPG	5	kaal	hybrid	HK	794-4 x 904-5	hook.hybrid	hook.hybrid.WK.4	WK.4	904WPG.5	hookWK
82	5	5	A	HK	2017-02-10	15.594	2018-11-30	Never flowered	716	337	WK	4	hook	892WKG	4	kaal	hybrid	HK	794-4 x 892-4	hook.hybrid	hook.hybrid.WK.4	WK.4	892WKG.4	hookWK
24	7	8	A	HK	2017-02-10	23.74	2018-11-30	NA	717	337	879WKG	10-1	hook	892WKG	4	kaal	hybrid	HK	879-10-1 x 892-4	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	892WKG.4	hook879WKG
59	18	1	A	HH	2017-02-10	16.323	2018-11-30	No R	718	337	WK	2	hook	879WKG	2-2	hook	between	HH	794-2 x 879-2-2	hook.between	hook.between.WK.2	WK.2	879WKG.2-2	hookWK
93	19	11	NA	HH	2017-02-10	16.078	2018-11-30	NA	719	337	WK	2	hook	WK	4	hook	within	HH	866-2 x 794-4	hook.within	hook.within.WK.2	WK.2	WK.4	hookWK
67	7	5	A	HK	2017-02-10	18.128	2018-11-30	No R	720	337	WK	2	hook	892WKG	4	kaal	hybrid	HK	794-2 x 892-4	hook.hybrid	hook.hybrid.WK.2	WK.2	892WKG.4	hookWK
29	4	10	A	HK	2017-02-10	20.248	2018-11-30	NA	721	337	879WKG	10-1	hook	3587WP	15	kaal	hybrid	HK	879-10-1 x 3587-15	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	3587WP.15	hook879WKG
77	1	1	A	HH	2017-02-10	11.233	2018-11-30	No R	722	337	WK	4	hook	879WKG	N-5	hook	between	HH	794-4 x 879-N-5	hook.between	hook.between.WK.4	WK.4	879WKG.N-5	hookWK
158	1	14	NA	KK	2017-02-10	7.692	2018-12-06	NA	723	337	904WPG	2	kaal	904WPG	5	kaal	within	KK	904-2 x 904-5	kaal.within	kaal.within.904WPG.2	904WPG.2	904WPG.5	kaal904WPG
83	2	5	A	HK	2017-02-10	14.598	2018-12-06	NA	724	337	WK	4	hook	892WKG	5	kaal	hybrid	HK	794-4 x 892-5	hook.hybrid	hook.hybrid.WK.4	WK.4	892WKG.5	hookWK
68	5	5	A	HK	2017-02-10	9.667	2018-12-06	No R	725	337	WK	2	hook	892WKG	5	kaal	hybrid	HK	794-2 x 892-5	hook.hybrid	hook.hybrid.WK.2	WK.2	892WKG.5	hookWK
44	8	9	A	HK	NA	11.543	2018-12-06	Never flowered,No collected date	726	NA	879WKG	H-2	hook	904WPG	5	kaal	hybrid	HK	879-H-2 x 904-5	hook.hybrid	hook.hybrid.879WKG.H-2	879WKG.H-2	904WPG.5	hook879WKG
50	5	1	B	HH	2017-02-10	13.165	2018-12-06	No R	727	337	879WKG	N-5	hook	WK	4	hook	between	HH	879-N-5 x 794-4	hook.between	hook.between.879WKG.N-5	879WKG.N-5	WK.4	hook879WKG
60	6	1	A	HH	2017-02-10	20.026	2018-12-06	No R	728	337	WK	2	hook	879WKG	10-1	hook	between	HH	794-2 x 879-10-1	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
2	4	12	NA	HH	2017-02-10	22.295	2018-12-06	NA	729	337	879WKG	2-2	hook	879WKG	10-1	hook	within	HH	879-2-2 x 879-10-1	hook.within	hook.within.879WKG.2-2	879WKG.2-2	879WKG.10-1	hook879WKG
3	20	12	NA	HH	2017-02-10	17.194	2018-12-06	NA	730	337	879WKG	2-2	hook	879WKG	N-5	hook	within	HH	879-2-2 x 879-N-5	hook.within	hook.within.879WKG.2-2	879WKG.2-2	879WKG.N-5	hook879WKG
29	5	10	A	HK	2017-02-10	14.805	2018-12-07	No R	731	337	879WKG	10-1	hook	3587WP	15	kaal	hybrid	HK	879-10-1 x 3587-15	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	3587WP.15	hook879WKG
66	9	5	A	HK	2017-02-10	22.509	2018-12-07	No R	732	337	WK	2	hook	892WKG	1	kaal	hybrid	HK	794-2 x 892-1	hook.hybrid	hook.hybrid.WK.2	WK.2	892WKG.1	hookWK
5	20	1	B	HH	2017-02-10	14.251	2018-12-07	No R	733	337	879WKG	2-2	hook	WK	4	hook	between	HH	879-2-2 x 794-4	hook.between	hook.between.879WKG.2-2	879WKG.2-2	WK.4	hook879WKG
12	8	9	A	HK	2017-02-10	8.224	2018-12-07	NA	734	337	879WKG	2-2	hook	904WPG	5	kaal	hybrid	HK	879-2-2 x 904-5	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.5	hook879WKG
4	8	1	B	HH	2017-02-10	14.983	2018-12-07	No R	735	337	879WKG	2-2	hook	WK	2	hook	between	HH	879-2-2 x 794-2	hook.between	hook.between.879WKG.2-2	879WKG.2-2	WK.2	hook879WKG
66	7	5	A	HYBRID	2016-12-07	8.629	2019-01-07	NA	736	272	WK	2	hook	892WKG	1	kaal	hybrid	HK	794-2 x 892-1	hook.hybrid	hook.hybrid.WK.2	WK.2	892WKG.1	hookWK
172	3	9	B	HYBRID	2016-12-08	8.254	2019-01-07	NA	737	273	904WPG	5	kaal	879WKG	10-1	hook	hybrid	KH	904-5 x 879-10-1	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	879WKG.10-1	kaal904WPG
73	6	7	A	HYBRID	2016-12-14	1.311	2019-01-07	No inflo	738	279	WK	2	hook	3587WP	C	kaal	hybrid	HK	794-2 x 3587-C	hook.hybrid	hook.hybrid.WK.2	WK.2	3587WP.C	hookWK
81	2	5	A	HYBRID	2016-12-08	9.91	2019-01-07	NA	739	273	WK	4	hook	892WKG	3	kaal	hybrid	HK	794-4 x 892-3	hook.hybrid	hook.hybrid.WK.4	WK.4	892WKG.3	hookWK
28	3	10	A	HYBRID	2016-12-13	14.997	2019-01-07	NA	740	278	879WKG	10-1	hook	3587WP	7	kaal	hybrid	HK	879-10-1 x 3587-7	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	3587WP.7	hook879WKG
101	7	7	A	HYBRID	2016-12-08	6.506	2019-01-07	NA	741	273	WK	2	hook	3587WP	C	kaal	hybrid	HK	866-2 x 3587-C	hook.hybrid	hook.hybrid.WK.2	WK.2	3587WP.C	hookWK
9	1	8	A	HYBRID	2016-12-07	5.891	2019-01-07	NA	742	272	879WKG	2-2	hook	892WKG	5	kaal	hybrid	HK	879-2-2 x 892-5	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.5	hook879WKG
10	19	9	A	HYBRID	2016-12-13	7.016	2019-01-07	No inflo	743	278	879WKG	2-2	hook	904WPG	2	kaal	hybrid	HK	879-2-2 x 904-2	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.2	hook879WKG
98	4	6	A	HYBRID	2016-12-08	6.222	2019-01-07	NA	744	273	WK	2	hook	904WPG	5	kaal	hybrid	HK	866-2 x 904-5	hook.hybrid	hook.hybrid.WK.2	WK.2	904WPG.5	hookWK
8	11	8	A	HYBRID	2016-12-07	11.976	2019-01-07	NA	745	272	879WKG	2-2	hook	892WKG	4	kaal	hybrid	HK	879-2-2 x 892-4	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.4	hook879WKG
98	6	6	A	HYBRID	2016-12-07	12.332	2019-01-07	NA	746	272	WK	2	hook	904WPG	5	kaal	hybrid	HK	866-2 x 904-5	hook.hybrid	hook.hybrid.WK.2	WK.2	904WPG.5	hookWK
98	8	6	A	HYBRID	2016-12-14	9.796	2019-01-07	NA	747	279	WK	2	hook	904WPG	5	kaal	hybrid	HK	866-2 x 904-5	hook.hybrid	hook.hybrid.WK.2	WK.2	904WPG.5	hookWK
108	7	8	B	HYBRID	2016-12-06	13.826	2019-01-07	NA	748	271	892WKG	1	kaal	879WKG	2-2	hook	hybrid	KH	892-1 x 879-2-2	kaal.hybrid	kaal.hybrid.892WKG.1	892WKG.1	879WKG.2-2	kaal892WKG
12	5	9	A	HYBRID	2016-12-11	15.859	2019-01-07	NA	749	276	879WKG	2-2	hook	904WPG	5	kaal	hybrid	HK	879-2-2 x 904-5	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.5	hook879WKG
66	6	5	A	HYBRID	2016-12-14	7.094	2019-01-22	NA	750	279	WK	2	hook	892WKG	1	kaal	hybrid	HK	794-2 x 892-1	hook.hybrid	hook.hybrid.WK.2	WK.2	892WKG.1	hookWK
66	5	5	A	HYBRID	2016-12-13	12.815	2019-01-22	NA	751	278	WK	2	hook	892WKG	1	kaal	hybrid	HK	794-2 x 892-1	hook.hybrid	hook.hybrid.WK.2	WK.2	892WKG.1	hookWK
98	14	6	A	HYBRID	2016-12-08	8.521	2019-01-22	NA	752	273	WK	2	hook	904WPG	5	kaal	hybrid	HK	866-2 x 904-5	hook.hybrid	hook.hybrid.WK.2	WK.2	904WPG.5	hookWK
83	7	5	A	HYBRID	2016-12-08	13.889	2019-01-22	NA	753	273	WK	4	hook	892WKG	5	kaal	hybrid	HK	794-4 x 892-5	hook.hybrid	hook.hybrid.WK.4	WK.4	892WKG.5	hookWK
168	5	14	NA	KK	2016-12-13	4.438	2019-01-22	NA	754	278	904WPG	3	kaal	904WPG	2	kaal	within	KK	904-3 x 904-2	kaal.within	kaal.within.904WPG.3	904WPG.3	904WPG.2	kaal904WPG
67	13	5	A	HYBRID	2016-12-09	13.787	2019-01-22	NA	755	274	WK	2	hook	892WKG	4	kaal	hybrid	HK	794-2 x 892-4	hook.hybrid	hook.hybrid.WK.2	WK.2	892WKG.4	hookWK
179	2	2	B	KK	2016-12-08	18.947	2019-01-22	NA	756	273	904WPG	5	kaal	892WKG	1	kaal	between	KK	904-5 x 892-1	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.1	kaal904WPG
10	12	9	A	HYBRID	2016-12-09	15.772	2019-01-22	NA	757	274	879WKG	2-2	hook	904WPG	2	kaal	hybrid	HK	879-2-2 x 904-2	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.2	hook879WKG
183	15	14	NA	KK	2016-12-14	6.824	2019-01-22	NA	758	279	904WPG	5	kaal	904WPG	2	kaal	within	KK	904-5 x 904-2	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.2	kaal904WPG
117	3	2	A	KK	2016-12-08	6.518	2019-01-22	NA	759	273	892WKG	1	kaal	904WPG	2	kaal	between	KK	892-1 x 904-2	kaal.between	kaal.between.892WKG.1	892WKG.1	904WPG.2	kaal892WKG
198	5	15	NA	KK	2016-12-07	6.558	2019-01-22	NA	760	272	3587WP	7	kaal	3587WP	14	kaal	within	KK	3587-7 x 3587-14	kaal.within	kaal.within.3587WP.7	3587WP.7	3587WP.14	kaal3587WP
185	11	4	A	KK	2016-12-08	5.572	2019-01-22	NA	761	273	904WPG	5	kaal	3587WP	7	kaal	between	KK	904-5 x 3587-7	kaal.between	kaal.between.904WPG.5	904WPG.5	3587WP.7	kaal904WPG
8	15	8	A	HYBRID	2016-12-14	12.619	2019-01-22	NA	762	279	879WKG	2-2	hook	892WKG	4	kaal	hybrid	HK	879-2-2 x 892-4	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.4	hook879WKG
213	5	4	B	KK	2016-12-08	5.064	2019-01-23	NA	763	273	3587WP	14	kaal	904WPG	3	kaal	between	KK	3587-14 x 904-3	kaal.between	kaal.between.3587WP.14	3587WP.14	904WPG.3	kaal3587WP
168	8	14	NA	KK	2016-12-08	6.39	2019-01-23	NA	764	273	904WPG	3	kaal	904WPG	2	kaal	within	KK	904-3 x 904-2	kaal.within	kaal.within.904WPG.3	904WPG.3	904WPG.2	kaal904WPG
117	5	2	A	KK	2016-12-07	5.831	2019-01-23	NA	765	272	892WKG	1	kaal	904WPG	2	kaal	between	KK	892-1 x 904-2	kaal.between	kaal.between.892WKG.1	892WKG.1	904WPG.2	kaal892WKG
198	3	15	NA	KK	2016-12-08	6.87	2019-01-23	NA	766	273	3587WP	7	kaal	3587WP	14	kaal	within	KK	3587-7 x 3587-14	kaal.within	kaal.within.3587WP.7	3587WP.7	3587WP.14	kaal3587WP
198	12	15	NA	KK	2016-12-08	9.744	2019-01-23	NA	767	273	3587WP	7	kaal	3587WP	14	kaal	within	KK	3587-7 x 3587-14	kaal.within	kaal.within.3587WP.7	3587WP.7	3587WP.14	kaal3587WP
169	15	14	NA	KK	2016-12-08	3.802	2019-01-23	NA	768	273	904WPG	3	kaal	904WPG	5	kaal	within	KK	904-3 x 904-5	kaal.within	kaal.within.904WPG.3	904WPG.3	904WPG.5	kaal904WPG
180	8	2	B	KK	2016-12-13	0.453	2019-01-23	No inflo	769	278	904WPG	5	kaal	892WKG	3	kaal	between	KK	904-5 x 892-3	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.3	kaal904WPG
14	2	10	A	HYBRID	2016-12-14	13.793	2019-01-23	NA	770	279	879WKG	2-2	hook	3587WP	C	kaal	hybrid	HK	879-2-2 x 3587-C	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	3587WP.C	hook879WKG
6	11	8	A	HYBRID	2016-12-08	8.772	2019-01-23	NA	771	273	879WKG	2-2	hook	892WKG	1	kaal	hybrid	HK	879-2-2 x 892-1	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.1	hook879WKG
179	3	2	B	KK	2016-12-07	3.293	2019-01-23	NA	772	272	904WPG	5	kaal	892WKG	1	kaal	between	KK	904-5 x 892-1	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.1	kaal904WPG
204	2	10	B	HYBRID	2016-12-08	8.369	2019-01-23	NA	773	273	3587WP	14	kaal	879WKG	2-2	hook	hybrid	KH	3587-14 x 879-2-2	kaal.hybrid	kaal.hybrid.3587WP.14	3587WP.14	879WKG.2-2	kaal3587WP
21	7	1	B	HH	2016-12-13	11.19	2019-02-06	NA	774	278	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 866-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	WK.2	hook879WKG
