dadgeneration	momgeneration	linenum	momfullcross	mommompop	mommomid	momdadpop	momdadid	dadfullcross	dadmompop	dadmomid	daddadpop	dadadid	crosstype	viable.seeds	comments	capsule.formed	mompop	momid	dadpop	dadid	generation	mommomsp	momdadsp	dadmomsp	daddadsp	momsp	dadsp	momcross	dadcross	momdadcross
F	F	162	904-3 x 879-H-2ID4	904WPG	3	879WKG	H-2ID4	904-2 x 879-10-1ID3	904WPG	2	879WKG	10-1ID3	FF	7	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	163	904-3 x 879-H-2ID4	904WPG	3	879WKG	H-2ID4	904-2 x 879-10-1ID3	904WPG	2	879WKG	10-1ID3	FF	2	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	164	904-3 x 879-H-2ID4	904WPG	3	879WKG	H-2ID4	904-2 x 879-10-1ID3	904WPG	2	879WKG	10-1ID3	FF	0	NA	FALSE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	165	904-3 x 879-H-2ID4	904WPG	3	879WKG	H-2ID4	904-2 x 879-10-1ID10	904WPG	2	879WKG	10-1ID10	FF	7	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	167	904-3 x 879-H-2ID4	904WPG	3	879WKG	H-2ID4	904-2 x 879-10-1ID10	904WPG	2	879WKG	10-1ID10	FF	4	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	168	904-3 x 879-H-2ID4	904WPG	3	879WKG	H-2ID4	904-2 x 879-10-1ID10	904WPG	2	879WKG	10-1ID10	FF	9	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	169	904-3 x 879-H-2ID4	904WPG	3	879WKG	H-2ID4	904-2 x 879-10-1ID10	904WPG	2	879WKG	10-1ID10	FF	1	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	170	879-G2 x 904-5ID1	879WKG	G2	904WPG	5ID1	879-2-2 x 904-3ID11	879WKG	2-2	904WPG	3ID11	FF	6	NA	TRUE	NA	NA	NA	NA	FF	hook	kaal	hook	kaal	NA	NA	HK	HK	HK x HK
F	F	171	879-G2 x 904-5ID1	879WKG	G2	904WPG	5ID1	879-2-2 x 904-3ID11	879WKG	2-2	904WPG	3ID11	FF	4	NA	TRUE	NA	NA	NA	NA	FF	hook	kaal	hook	kaal	NA	NA	HK	HK	HK x HK
F	F	172	879-G2 x 904-5ID1	879WKG	G2	904WPG	5ID1	879-2-2 x 904-3ID11	879WKG	2-2	904WPG	3ID11	FF	3	NA	TRUE	NA	NA	NA	NA	FF	hook	kaal	hook	kaal	NA	NA	HK	HK	HK x HK
F	F	173	879-G2 x 904-5ID1	879WKG	G2	904WPG	5ID1	879-2-2 x 904-3ID11	879WKG	2-2	904WPG	3ID11	FF	4	NA	TRUE	NA	NA	NA	NA	FF	hook	kaal	hook	kaal	NA	NA	HK	HK	HK x HK
F	F	180	3587-14 x 879-G-2ID1	3587WP	14	879WKG	G-2ID1	3587-7 x 879-H-21	3587WP	7	879WKG	H-21	FF	1	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	181	3587-14 x 879-G-2ID1	3587WP	14	879WKG	G-2ID1	3587-7 x 879-H-21	3587WP	7	879WKG	H-21	FF	1	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	182	3587-14 x 879-G-2ID1	3587WP	14	879WKG	G-2ID1	3587-7 x 879-H-21	3587WP	7	879WKG	H-21	FF	1	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	183	3587-14 x 879-G-2ID1	3587WP	14	879WKG	G-2ID1	3587-7 x 879-H-21	3587WP	7	879WKG	H-21	FF	0	NA	FALSE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	184	3587-14 x 879-G-2ID1	3587WP	14	879WKG	G-2ID1	3587-7 x 879-H-21	3587WP	7	879WKG	H-21	FF	0	NA	FALSE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	195	879-10-1 x 892-1ID1	879WKG	10-1	892WKG	1ID1	879-2-2 x 892-10.ID7	879WKG	2-2	892WKG	10.ID7	FF	3	NA	TRUE	NA	NA	NA	NA	FF	hook	kaal	hook	kaal	NA	NA	HK	HK	HK x HK
F	F	198	879-10-1 x 892-1ID1	879WKG	10-1	892WKG	1ID1	879-2-2 x 892-10.ID7	879WKG	2-2	892WKG	10.ID7	FF	2	NA	TRUE	NA	NA	NA	NA	FF	hook	kaal	hook	kaal	NA	NA	HK	HK	HK x HK
F	F	199	879-10-1 x 892-1ID1	879WKG	10-1	892WKG	1ID1	879-2-2 x 892-10.ID7	879WKG	2-2	892WKG	10.ID7	FF	1	NA	TRUE	NA	NA	NA	NA	FF	hook	kaal	hook	kaal	NA	NA	HK	HK	HK x HK
F	F	206	904-2 x 879-G2ID3	904WPG	2	879WKG	G2ID3	904-5 x 879-10-1ID2	904WPG	5	879WKG	10-1ID2	FF	4	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	207	904-2 x 879-G2ID3	904WPG	2	879WKG	G2ID3	904-5 x 879-10-1ID2	904WPG	5	879WKG	10-1ID2	FF	5	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	208	904-2 x 879-G2ID3	904WPG	2	879WKG	G2ID3	904-5 x 879-10-1ID2	904WPG	5	879WKG	10-1ID2	FF	9	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	217	879-10-1 x 904-5ID4	879WKG	10-1	904WPG	5ID4	879-G2 x 904-3ID3	879WKG	G2	904WPG	3ID3	FF	0	NA	FALSE	NA	NA	NA	NA	FF	hook	kaal	hook	kaal	NA	NA	HK	HK	HK x HK
F	F	218	879-10-1 x 904-5ID4	879WKG	10-1	904WPG	5ID4	879-G2 x 904-3ID3	879WKG	G2	904WPG	3ID3	FF	9	NA	TRUE	NA	NA	NA	NA	FF	hook	kaal	hook	kaal	NA	NA	HK	HK	HK x HK
F	F	219	879-10-1 x 904-5ID4	879WKG	10-1	904WPG	5ID4	879-G2 x 904-3ID3	879WKG	G2	904WPG	3ID3	FF	3	JP: fixed crosstype from FH to FF	TRUE	NA	NA	NA	NA	FF	hook	kaal	hook	kaal	NA	NA	HK	HK	HK x HK
F	F	220	879-10-1 x 904-5ID4	879WKG	10-1	904WPG	5ID4	879-G2 x 904-3ID3	879WKG	G2	904WPG	3ID3	FF	5	NA	TRUE	NA	NA	NA	NA	FF	hook	kaal	hook	kaal	NA	NA	HK	HK	HK x HK
F	F	221	879-10-1 x 904-5ID4	879WKG	10-1	904WPG	5ID4	879-G2 x 904-3ID3	879WKG	G2	904WPG	3ID3	FF	9	NA	TRUE	NA	NA	NA	NA	FF	hook	kaal	hook	kaal	NA	NA	HK	HK	HK x HK
F	F	227	3587-7 x 879-G2ID4	3587WP	7	879WKG	G2ID4	3587-14 x 879-10-1ID3	3587WP	14	879WKG	10-1ID3	FF	3	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	228	3587-7 x 879-G2ID4	3587WP	7	879WKG	G2ID4	3587-14 x 879-10-1ID3	3587WP	14	879WKG	10-1ID3	FF	3	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	229	3587-7 x 879-G2ID4	3587WP	7	879WKG	G2ID4	3587-14 x 879-10-1ID3	3587WP	14	879WKG	10-1ID3	FF	2	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	230	3587-7 x 879-G2ID4	3587WP	7	879WKG	G2ID4	3587-14 x 879-10-1ID3	3587WP	14	879WKG	10-1ID3	FF	5	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	249	904-5 x 879-10-1ID1	904WPG	5	879WKG	10-1ID1	904-2 x 879-2-2ID5	904WPG	2	879WKG	2-2ID5	FF	4	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	250	904-5 x 879-10-1ID1	904WPG	5	879WKG	10-1ID1	904-2 x 879-2-2ID5	904WPG	2	879WKG	2-2ID5	FF	1	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	251	904-5 x 879-10-1ID1	904WPG	5	879WKG	10-1ID1	904-2 x 879-2-2ID5	904WPG	2	879WKG	2-2ID5	FF	4	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	252	904-5 x 879-10-1ID1	904WPG	5	879WKG	10-1ID1	904-2 x 879-2-2ID5	904WPG	2	879WKG	2-2ID5	FF	5	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	253	904-5 x 879-10-1ID1	904WPG	5	879WKG	10-1ID1	904-2 x 879-2-2ID5	904WPG	2	879WKG	2-2ID5	FF	3	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	254	904-5 x 879-10-1ID1	904WPG	5	879WKG	10-1ID1	904-2 x 879-2-2ID5	904WPG	2	879WKG	2-2ID5	FF	3	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	255	879-2-2 x 904-3ID11	879WKG	2-2	904WPG	3ID11	879-G2 x 904-5ID1	879WKG	G2	904WPG	5ID1	FF	1	NA	TRUE	NA	NA	NA	NA	FF	hook	kaal	hook	kaal	NA	NA	HK	HK	HK x HK
F	F	259	879-2-2 x 904-3ID11	879WKG	2-2	904WPG	3ID11	879-G2 x 904-5ID1	879WKG	G2	904WPG	5ID1	FF	3	NA	TRUE	NA	NA	NA	NA	FF	hook	kaal	hook	kaal	NA	NA	HK	HK	HK x HK
F	F	261	879-2-2 x 892-10ID1	879WKG	2-2	892WKG	10ID1	879-10-1 x 892-3ID8	879WKG	10-1	892WKG	3ID8	FF	0	NA	FALSE	NA	NA	NA	NA	FF	hook	kaal	hook	kaal	NA	NA	HK	HK	HK x HK
F	F	262	879-2-2 x 892-10ID1	879WKG	2-2	892WKG	10ID1	879-10-1 x 892-3ID8	879WKG	10-1	892WKG	3ID8	FF	1	NA	TRUE	NA	NA	NA	NA	FF	hook	kaal	hook	kaal	NA	NA	HK	HK	HK x HK
F	F	263	879-2-2 x 892-10ID1	879WKG	2-2	892WKG	10ID1	879-10-1 x 892-3ID8	879WKG	10-1	892WKG	3ID8	FF	0	NA	FALSE	NA	NA	NA	NA	FF	hook	kaal	hook	kaal	NA	NA	HK	HK	HK x HK
F	F	264	879-2-2 x 892-10ID1	879WKG	2-2	892WKG	10ID1	879-10-1 x 892-3ID8	879WKG	10-1	892WKG	3ID8	FF	2	NA	TRUE	NA	NA	NA	NA	FF	hook	kaal	hook	kaal	NA	NA	HK	HK	HK x HK
F	F	265	879-2-2 x 892-10ID1	879WKG	2-2	892WKG	10ID1	879-10-1 x 892-3ID8	879WKG	10-1	892WKG	3ID8	FF	6	NA	TRUE	NA	NA	NA	NA	FF	hook	kaal	hook	kaal	NA	NA	HK	HK	HK x HK
F	F	266	879-2-2 x 892-10ID1	879WKG	2-2	892WKG	10ID1	879-10-1 x 892-3ID8	879WKG	10-1	892WKG	3ID8	FF	4	NA	TRUE	NA	NA	NA	NA	FF	hook	kaal	hook	kaal	NA	NA	HK	HK	HK x HK
F	F	269	892-4 x 879-G2ID2	892WKG	4	879WKG	G2ID2	892-1 x 879-2-2ID1	892WKG	1	879WKG	2-2ID1	FF	6	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	270	892-4 x 879-G2ID2	892WKG	4	879WKG	G2ID2	892-1 x 879-2-2ID1	892WKG	1	879WKG	2-2ID1	FF	7	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	271	892-4 x 879-G2ID2	892WKG	4	879WKG	G2ID2	892-1 x 879-2-2ID1	892WKG	1	879WKG	2-2ID1	FF	6	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	272	892-4 x 879-G2ID2	892WKG	4	879WKG	G2ID2	892-1 x 879-2-2ID1	892WKG	1	879WKG	2-2ID1	FF	0	NA	FALSE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	282	3587-14 x 879-G-2ID1	3587WP	14	879WKG	G-2ID1	3587-7 x 879-H-21	3587WP	7	879WKG	H-21	FF	0	NA	FALSE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	284	3587-14 x 879-G-2ID1	3587WP	14	879WKG	G-2ID1	3587-7 x 879-H-21	3587WP	7	879WKG	H-21	FF	0	NA	FALSE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	285	3587-14 x 879-G-2ID1	3587WP	14	879WKG	G-2ID1	3587-7 x 879-H-21	3587WP	7	879WKG	H-21	FF	1	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	286	3587-14 x 879-G-2ID1	3587WP	14	879WKG	G-2ID1	3587-7 x 879-H-21	3587WP	7	879WKG	H-21	FF	0	NA	FALSE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	287	904-2 x 879-10-1ID4	904WPG	2	879WKG	10-1ID4	904-3 x 879-G2ID4	904WPG	3	879WKG	G2ID4	FF	0	NA	FALSE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	288	904-2 x 879-10-1ID4	904WPG	2	879WKG	10-1ID4	904-3 x 879-G2ID4	904WPG	3	879WKG	G2ID4	FF	2	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	289	904-2 x 879-10-1ID4	904WPG	2	879WKG	10-1ID4	904-3 x 879-G2ID4	904WPG	3	879WKG	G2ID4	FF	2	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	291	904-2 x 879-10-1ID4	904WPG	2	879WKG	10-1ID4	904-3 x 879-G2ID4	904WPG	3	879WKG	G2ID4	FF	0	NA	FALSE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	292	904-2 x 879-10-1ID4	904WPG	2	879WKG	10-1ID4	904-3 x 879-G2ID4	904WPG	3	879WKG	G2ID4	FF	0	NA	FALSE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	303	879-G2 x 904-5ID3	879WKG	G2	904WPG	5ID3	879-10-1 x 904-3ID2	879WKG	10-1	904WPG	3ID2	FF	2	NA	TRUE	NA	NA	NA	NA	FF	hook	kaal	hook	kaal	NA	NA	HK	HK	HK x HK
F	F	304	879-G2 x 904-5ID3	879WKG	G2	904WPG	5ID3	879-10-1 x 904-3ID2	879WKG	10-1	904WPG	3ID2	FF	1	NA	TRUE	NA	NA	NA	NA	FF	hook	kaal	hook	kaal	NA	NA	HK	HK	HK x HK
F	F	305	879-G2 x 904-5ID3	879WKG	G2	904WPG	5ID3	879-10-1 x 904-3ID2	879WKG	10-1	904WPG	3ID2	FF	0	NA	FALSE	NA	NA	NA	NA	FF	hook	kaal	hook	kaal	NA	NA	HK	HK	HK x HK
F	F	306	879-G2 x 904-5ID3	879WKG	G2	904WPG	5ID3	879-10-1 x 904-3ID2	879WKG	10-1	904WPG	3ID2	FF	0	NA	FALSE	NA	NA	NA	NA	FF	hook	kaal	hook	kaal	NA	NA	HK	HK	HK x HK
F	F	307	879-G2 x 904-5ID3	879WKG	G2	904WPG	5ID3	879-10-1 x 904-3ID2	879WKG	10-1	904WPG	3ID2	FF	2	NA	TRUE	NA	NA	NA	NA	FF	hook	kaal	hook	kaal	NA	NA	HK	HK	HK x HK
F	F	313	3587-A x 879-G2ID2	3587WP	A	879WKG	G2ID2	3587-14 x 879-10-1ID1	3587WP	14	879WKG	10-1ID1	FF	8	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	314	3587-14 x 879-10-1ID2	3587WP	14	879WKG	10-1ID2	3587-A x 879-G-2ID1	3587WP	A	879WKG	G-2ID1	FF	2	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	315	3587-14 x 879-10-1ID2	3587WP	14	879WKG	10-1ID2	3587-A x 879-G-2ID1	3587WP	A	879WKG	G-2ID1	FF	2	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	316	3587-14 x 879-10-1ID2	3587WP	14	879WKG	10-1ID2	3587-A x 879-G-2ID1	3587WP	A	879WKG	G-2ID1	FF	2	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	317	3587-14 x 879-10-1ID2	3587WP	14	879WKG	10-1ID2	3587-A x 879-G-2ID1	3587WP	A	879WKG	G-2ID1	FF	0	NA	FALSE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	318	3587-14 x 879-10-1ID2	3587WP	14	879WKG	10-1ID2	3587-A x 879-G-2ID1	3587WP	A	879WKG	G-2ID1	FF	0	NA	FALSE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	329	904-3 x 879-10-1ID2	904WPG	3	879WKG	10-1ID2	904-5 x 879-G2ID8	904WPG	5	879WKG	G2ID8	FF	3	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	330	904-3 x 879-10-1ID2	904WPG	3	879WKG	10-1ID2	904-5 x 879-G2ID8	904WPG	5	879WKG	G2ID8	FF	4	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	331	904-3 x 879-10-1ID2	904WPG	3	879WKG	10-1ID2	904-5 x 879-G2ID8	904WPG	5	879WKG	G2ID8	FF	2	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	332	904-3 x 879-10-1ID2	904WPG	3	879WKG	10-1ID2	904-5 x 879-G2ID8	904WPG	5	879WKG	G2ID8	FF	2	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	333	904-3 x 879-10-1ID2	904WPG	3	879WKG	10-1ID2	904-5 x 879-G2ID8	904WPG	5	879WKG	G2ID8	FF	2	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	350	879-G2 x 904-3ID5	879WKG	G2	904WPG	3ID5	879-2-2 x 904-3ID3	879WKG	2-2	904WPG	3ID3	FF	0	NA	FALSE	NA	NA	NA	NA	FF	hook	kaal	hook	kaal	NA	NA	HK	HK	HK x HK
F	F	351	879-G2 x 904-3ID5	879WKG	G2	904WPG	3ID5	879-2-2 x 904-3ID3	879WKG	2-2	904WPG	3ID3	FF	7	NA	TRUE	NA	NA	NA	NA	FF	hook	kaal	hook	kaal	NA	NA	HK	HK	HK x HK
F	F	352	879-G2 x 904-3ID5	879WKG	G2	904WPG	3ID5	879-2-2 x 904-3ID3	879WKG	2-2	904WPG	3ID3	FF	3	NA	TRUE	NA	NA	NA	NA	FF	hook	kaal	hook	kaal	NA	NA	HK	HK	HK x HK
F	F	353	879-G2 x 904-3ID5	879WKG	G2	904WPG	3ID5	879-2-2 x 904-3ID3	879WKG	2-2	904WPG	3ID3	FF	0	NA	FALSE	NA	NA	NA	NA	FF	hook	kaal	hook	kaal	NA	NA	HK	HK	HK x HK
F	F	354	879-G2 x 904-3ID5	879WKG	G2	904WPG	3ID5	879-2-2 x 904-3ID3	879WKG	2-2	904WPG	3ID3	FF	3	NA	TRUE	NA	NA	NA	NA	FF	hook	kaal	hook	kaal	NA	NA	HK	HK	HK x HK
F	F	355	879-G2 x 904-3ID5	879WKG	G2	904WPG	3ID5	879-2-2 x 904-3ID3	879WKG	2-2	904WPG	3ID3	FF	0	NA	FALSE	NA	NA	NA	NA	FF	hook	kaal	hook	kaal	NA	NA	HK	HK	HK x HK
F	F	360	892-3 x 879-2-2ID1	892WKG	3	879WKG	2-2ID1	892-10 x 879-10-1ID2	892WKG	10	879WKG	10-1ID2	FF	17	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	361	892-3 x 879-2-2ID1	892WKG	3	879WKG	2-2ID1	892-10 x 879-10-1ID2	892WKG	10	879WKG	10-1ID2	FF	10	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	363	892-3 x 879-2-2ID1	892WKG	3	879WKG	2-2ID1	892-10 x 879-10-1ID2	892WKG	10	879WKG	10-1ID2	FF	11	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	370	3587-A x 879-G2ID2	3587WP	A	879WKG	G2ID2	3587-14 x 879-10-1ID1	3587WP	14	879WKG	10-1ID1	FF	9	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	371	3587-A x 879-G2ID2	3587WP	A	879WKG	G2ID2	3587-14 x 879-10-1ID1	3587WP	14	879WKG	10-1ID1	FF	8	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	372	3587-A x 879-G2ID2	3587WP	A	879WKG	G2ID2	3587-14 x 879-10-1ID1	3587WP	14	879WKG	10-1ID1	FF	16	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	373	3587-A x 879-G2ID2	3587WP	A	879WKG	G2ID2	3587-14 x 879-10-1ID1	3587WP	14	879WKG	10-1ID1	FF	9	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	377	3587-7 x 879-10-1ID1	3587WP	7	879WKG	10-1ID1	3587-A x 879-G-2ID1	3587WP	A	879WKG	G-2ID1	FF	0	NA	FALSE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	378	3587-7 x 879-10-1ID1	3587WP	7	879WKG	10-1ID1	3587-A x 879-G-2ID1	3587WP	A	879WKG	G-2ID1	FF	0	NA	FALSE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	389	3587-A x 879-10-1ID1	3587WP	A	879WKG	10-1ID1	3587-7 x 879-G2ID5	3587WP	7	879WKG	G2ID5	FF	3	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	390	3587-A x 879-10-1ID1	3587WP	A	879WKG	10-1ID1	3587-7 x 879-G2ID5	3587WP	7	879WKG	G2ID5	FF	3	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	391	3587-A x 879-10-1ID1	3587WP	A	879WKG	10-1ID1	3587-7 x 879-G2ID5	3587WP	7	879WKG	G2ID5	FF	4	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	392	3587-A x 879-10-1ID1	3587WP	A	879WKG	10-1ID1	3587-7 x 879-G2ID5	3587WP	7	879WKG	G2ID5	FF	10	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	394	904-3 x 879-G2ID3	904WPG	3	879WKG	G2ID3	904-2 x 879-2-2ID2	904WPG	2	879WKG	2-2ID2	FF	9	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	395	904-3 x 879-G2ID3	904WPG	3	879WKG	G2ID3	904-2 x 879-2-2ID2	904WPG	2	879WKG	2-2ID2	FF	4	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	396	904-3 x 879-G2ID3	904WPG	3	879WKG	G2ID3	904-2 x 879-2-2ID2	904WPG	2	879WKG	2-2ID2	FF	1	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	397	904-3 x 879-G2ID3	904WPG	3	879WKG	G2ID3	904-2 x 879-2-2ID2	904WPG	2	879WKG	2-2ID2	FF	0	NA	FALSE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	398	904-3 x 879-G2ID3	904WPG	3	879WKG	G2ID3	904-2 x 879-2-2ID2	904WPG	2	879WKG	2-2ID2	FF	3	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	404	904-2 x 879-G2ID3	904WPG	2	879WKG	G2ID3	904-5 x 879-10-1ID2	904WPG	5	879WKG	10-1ID2	FF	5	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	405	904-2 x 879-G2ID3	904WPG	2	879WKG	G2ID3	904-5 x 879-10-1ID2	904WPG	5	879WKG	10-1ID2	FF	5	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	406	904-2 x 879-G2ID3	904WPG	2	879WKG	G2ID3	904-5 x 879-10-1ID2	904WPG	5	879WKG	10-1ID2	FF	4	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	407	904-2 x 879-G2ID3	904WPG	2	879WKG	G2ID3	904-5 x 879-10-1ID2	904WPG	5	879WKG	10-1ID2	FF	5	NA	TRUE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	408	904-2 x 879-G2ID3	904WPG	2	879WKG	G2ID3	904-5 x 879-10-1ID2	904WPG	5	879WKG	10-1ID2	FF	0	NA	FALSE	NA	NA	NA	NA	FF	kaal	hook	kaal	hook	NA	NA	KH	KH	KH x KH
F	F	414	879-G2 x 904-5ID3	879WKG	G2	904WPG	5ID3	879-10-1 x 904-3ID2	879WKG	10-1	904WPG	3ID2	FF	0	NA	FALSE	NA	NA	NA	NA	FF	hook	kaal	hook	kaal	NA	NA	HK	HK	HK x HK
