set	id	date	cell	fullcross	mompop	momid	dadpop	dadid	V1	I1	V2	I2	V3	I3	V4	I4	V5	I5	V6	I6	V7	I7	V8	I8	V9	I9	V10	I10	crosstype	comments	v	i	vpf	ipf	vp	tpf	momsp	dadsp	cross	sxc	sxcxm	mompid	smompop
1	6	2015-10-08	NA	879 G-2 x 904-3	879WKG	G-2	904WPG	3	10	21	18	24	23	5	13	21	18	18	17	21	24	28	21	17	13	13	31	23	hybrid	NA	18.8	19.1	4177.36	4244.02	0.49604221635883894	8421.380000000001	hook	kaal	HK	hook.hybrid	hook.hybrid.879.G-2	879.G-2	hook879
1	2	2015-10-15	5	879 G-2 x 904-5	879WKG	G-2	904WPG	5	52	31	63	23	59	27	70	20	53	24	38	28	55	14	28	16	44	18	51	22	hybrid	NA	51.3	22.3	11398.86	4955.0599999999995	0.6970108695652174	16353.92	hook	kaal	HK	hook.hybrid	hook.hybrid.879.G-2	879.G-2	hook879
2	1	2016-08-09	4	892-1 x 879 2-2	892WKG	1	879WKG	2-2	9	43	8	25	15	37	8	33	10	40	6	32	10	27	9	28	6	28	7	18	hybrid	NA	8.8	31.1	1955.3600000000001	6910.42	0.22055137844611528	8865.78	kaal	hook	KH	kaal.hybrid	kaal.hybrid.892.1	892.1	kaal892
2	1	2016-08-09	5	892-3 x 879 10-1	892WKG	3	879WKG	10-1	22	16	12	8	11	15	10	19	17	17	12	16	10	28	20	30	12	19	10	16	hybrid	NA	13.6	18.4	3021.9199999999996	4088.4799999999996	0.425	7110.4	kaal	hook	KH	kaal.hybrid	kaal.hybrid.892.3	892.3	kaal892
2	1	2016-08-09	6	892-3 x 879 2-2	892WKG	3	879WKG	2-2	5	31	14	26	6	32	8	23	6	23	11	32	7	26	12	18	10	12	14	29	hybrid	NA	9.3	25.2	2066.46	5599.44	0.26956521739130435	7665.9	kaal	hook	KH	kaal.hybrid	kaal.hybrid.892.3	892.3	kaal892
2	2	2016-08-09	7	892-3 x 879 2-2	892WKG	3	879WKG	2-2	9	19	11	18	8	23	12	17	11	17	13	26	15	25	9	16	11	27	14	27	hybrid	NA	11.3	21.5	2510.86	4777.3	0.34451219512195125	7288.16	kaal	hook	KH	kaal.hybrid	kaal.hybrid.892.3	892.3	kaal892
2	1	2016-08-31	1	892-4 x 879 G-2	892WKG	4	879WKG	G-2	15	16	22	21	12	15	26	21	16	17	27	19	13	15	22	17	4	6	20	17	hybrid	NA	17.7	16.4	3932.9399999999996	3644.0799999999995	0.5190615835777127	7577.019999999999	kaal	hook	KH	kaal.hybrid	kaal.hybrid.892.4	892.4	kaal892
2	2	2016-08-09	8	892-4 x 879 G-2	892WKG	4	879WKG	G-2	20	17	19	18	14	17	11	16	13	12	17	10	17	14	11	15	9	21	7	15	hybrid	NA	13.8	15.5	3066.36	3444.0999999999995	0.47098976109215024	6510.459999999999	kaal	hook	KH	kaal.hybrid	kaal.hybrid.892.4	892.4	kaal892
2	1	2016-08-12	2	892-10 x 879 10-1	892WKG	10	879WKG	10-1	10	33	8	33	4	35	8	45	10	22	10	26	6	26	11	33	10	20	11	31	hybrid	NA	8.8	30.4	1955.3600000000001	6754.879999999999	0.22448979591836737	8710.24	kaal	hook	KH	kaal.hybrid	kaal.hybrid.892.10	892.10	kaal892
2	2	2016-08-17	7	892-10 x 879 10-1	892WKG	10	879WKG	10-1	9	18	8	22	16	19	10	29	15	15	4	16	12	19	21	28	13	13	14	23	hybrid	NA	12.2	20.2	2710.8399999999992	4488.44	0.37654320987654316	7199.279999999999	kaal	hook	KH	kaal.hybrid	kaal.hybrid.892.10	892.10	kaal892
2	2	2016-08-24	1	904-2 x 879 2-2	904WPG	2	879WKG	2-2	9	36	16	29	13	28	14	29	17	50	13	26	7	21	19	52	12	38	14	58	hybrid	NA	13.4	36.7	2977.48	8154.74	0.26746506986027946	11132.22	kaal	hook	KH	kaal.hybrid	kaal.hybrid.904.2	904.2	kaal904
2	3	2016-08-12	3	904-2 x 879 2-2	904WPG	2	879WKG	2-2	5	38	8	42	7	41	2	27	2	30	10	40	9	50	3	33	5	42	10	44	hybrid	NA	6.1	38.7	1355.4199999999996	8599.14	0.13616071428571425	9954.56	kaal	hook	KH	kaal.hybrid	kaal.hybrid.904.2	904.2	kaal904
2	4	2016-08-12	4	904-2 x 879 2-2	904WPG	2	879WKG	2-2	7	33	14	17	2	24	8	28	8	25	5	24	1	37	4	27	7	20	2	22	hybrid	NA	5.8	25.7	1288.76	5710.54	0.1841269841269841	6999.3	kaal	hook	KH	kaal.hybrid	kaal.hybrid.904.2	904.2	kaal904
2	5	2016-08-12	5	904-2 x 879 2-2	904WPG	2	879WKG	2-2	2	29	4	39	6	34	8	47	11	45	8	32	5	43	7	38	8	49	12	48	hybrid	NA	7.1	40.4	1577.62	8976.88	0.14947368421052631	10554.5	kaal	hook	KH	kaal.hybrid	kaal.hybrid.904.2	904.2	kaal904
2	1	2015-10-13	4	904-2 x 879 10-1	904WPG	2	879WKG	10-1	3	21	1	30	2	19	2	34	2	35	1	29	2	23	4	20	3	22	2	27	hybrid	NA	2.2	26	488.84000000000003	5777.200000000001	0.07801418439716311	6266.040000000001	kaal	hook	KH	kaal.hybrid	kaal.hybrid.904.2	904.2	kaal904
2	3	2015-11-03	4	904-2 x 879 10-1	904WPG	2	879WKG	10-1	22	48	16	41	17	34	18	38	20	26	15	24	20	27	19	26	13	30	17	46	hybrid	NA	17.7	34	3932.9399999999996	7554.799999999999	0.3423597678916828	11487.739999999998	kaal	hook	KH	kaal.hybrid	kaal.hybrid.904.2	904.2	kaal904
2	4	2015-11-05	2	904-2 x 879 10-1	904WPG	2	879WKG	10-1	14	46	8	43	8	28	5	48	9	31	10	42	6	33	5	47	6	30	10	51	hybrid	NA	8.1	39.9	1799.82	8865.779999999999	0.16875	10665.599999999999	kaal	hook	KH	kaal.hybrid	kaal.hybrid.904.2	904.2	kaal904
2	10	2016-08-23	3	904-2 x 879 10-1	904WPG	2	879WKG	10-1	24	20	31	22	15	15	28	9	26	13	28	22	31	18	27	12	23	17	26	15	hybrid	NA	25.9	16.3	5754.98	3621.8600000000006	0.6137440758293838	9376.84	kaal	hook	KH	kaal.hybrid	kaal.hybrid.904.2	904.2	kaal904
2	11	2015-10-08	NA	904-2 x 879 10-1	904WPG	2	879WKG	10-1	3	17	4	30	2	38	2	24	4	34	0	31	6	26	1	27	3	27	7	43	hybrid	NA	3.2	29.7	711.04	6599.34	0.0972644376899696	7310.38	kaal	hook	KH	kaal.hybrid	kaal.hybrid.904.2	904.2	kaal904
2	3	2016-07-28	3	904-2 x 879 G-2	904WPG	2	879WKG	G-2	10	15	13	19	11	15	12	12	13	9	14	22	15	12	9	8	19	12	17	18	hybrid	NA	13.3	14.2	2955.26	3155.24	0.4836363636363637	6110.5	kaal	hook	KH	kaal.hybrid	kaal.hybrid.904.2	904.2	kaal904
