index,page,species,pop,source,plant_id,sex,habitat,viable_seeds,inviable_seeds,notes,notes2,notes3,notes4,notes5
760,24,S.glob,844,Field,260,F,D,27,0,SD-double checked,,,,
761,24,S.glob,844,Field,260,F,D,25,0,SD-double checked,,,,
762,24,S.glob,844,Field,260,F,D,15,0,SD-double checked,,,,
763,25,S.glob,844,Field,253,F,D,24,1,SD-double checked,,,,
764,25,S.glob,844,Field,253,F,D,22,0,SD-double checked,,,,
765,25,S.glob,844,Field,253,F,D,23,0,SD-double checked,,,,
766,25,S.glob,844,Field,253,F,D,13,0,SD-double checked,,,,
767,25,S.glob,844,Field,253,F,D,5,0,SD-double checked,,,,
768,25,S.glob,844,Field,253,F,D,24,0,SD-double checked,,,,
769,25,S.glob,844,Field,253,F,D,21,0,SD-double checked,,,,
770,25,S.glob,844,Field,253,F,D,11,0,SD-double checked,,,,
771,25,S.glob,844,Field,253,F,D,21,0,SD-double checked,,,,
772,25,S.glob,844,Field,253,F,D,12,0,SD-double checked,,,,
773,25,S.glob,844,Field,253,F,D,23,0,SD-double checked,,,,
774,25,S.glob,844,Field,253,F,D,28,0,SD-double checked,,,,
775,25,S.glob,844,Field,253,F,D,14,1,SD-double checked,,,,
776,26,S.glob,844,Field,248,F,D,13,0,SD-double checked,,,,
777,26,S.glob,844,Field,248,F,D,4,0,SD-double checked,,,,
778,26,S.glob,844,Field,248,F,D,33,0,SD-double checked,,,,
779,26,S.glob,844,Field,248,F,D,4,0,SD-double checked,,,,
780,26,S.glob,844,Field,248,F,D,17,0,SD-double checked,,,,
781,26,S.glob,844,Field,248,F,D,3,0,SD-double checked,,,,
782,26,S.glob,844,Field,248,F,D,32,1,SD-double checked,,,,
783,26,S.glob,844,Field,248,F,D,16,0,SD-double checked,,,,
784,26,S.glob,844,Field,248,F,D,42,1,SD-double checked,,,,
785,26,S.glob,844,Field,248,F,D,36,0,SD-double checked,,,,
786,26,S.glob,844,Field,248,F,D,18,1,SD-double checked,,,,
787,26,S.glob,844,Field,248,F,D,45,1,SD-double checked,,,,
788,26,S.glob,844,Field,248,F,D,7,0,SD-double checked,,,,
789,26,S.glob,844,Field,248,F,D,12,0,SD-double checked,,,,
790,26,S.glob,844,Field,248,F,D,41,2,SD-double checked,,,,
791,26,S.glob,844,Field,248,F,D,11,1,SD-double checked,,,,
792,26,S.glob,844,Field,248,F,D,30,1,SD-double checked,,,,
793,27,S.glob,844,Field,244,F,D,22,0,SD-double checked,,,,
794,27,S.glob,844,Field,244,F,D,25,0,SD-double checked,,,,
795,27,S.glob,844,Field,244,F,D,7,0,SD-double checked,,,,
796,27,S.glob,844,Field,244,F,D,24,0,SD-double checked,,,,
797,27,S.glob,844,Field,244,F,D,25,0,SD-double checked,,,,
798,27,S.glob,844,Field,244,F,D,28,0,SD-double checked,,,,
799,27,S.glob,844,Field,244,F,D,23,0,SD-double checked,,,,
800,27,S.glob,844,Field,244,F,D,20,0,SD-double checked,,,,
801,27,S.glob,844,Field,244,F,D,31,0,SD-double checked,,,,
802,27,S.glob,844,Field,244,F,D,25,0,SD-double checked,,,,
803,27,S.glob,844,Field,244,F,D,21,0,SD-double checked,,,,
804,27,S.glob,844,Field,244,F,D,26,0,SD-double checked,,,,
805,27,S.glob,844,Field,244,F,D,23,0,SD-double checked,,,,
806,27,S.glob,844,Field,244,F,D,25,0,SD-double checked,,,,
807,27,S.glob,844,Field,244,F,D,22,0,SD-double checked,,,,
808,27,S.glob,844,Field,244,F,D,24,0,SD-double checked,,,,
809,27,S.glob,844,Field,244,F,D,24,0,SD-double checked,,,,
810,2,S.hook,794,Field,21,H,M,34,0,SD-double checked,,"All S.hookeri plants listed here have the same numbers as those noted to have had seeds collected in field on 5/5/88 (Field Book 4, page 794",,
811,2,S.hook,794,Field,21,H,M,28,3,SD-double checked,,,,
812,2,S.hook,794,Field,21,H,M,28,0,SD-double checked,,,,
813,2,S.hook,794,Field,21,H,M,28,3,SD-double checked,,,,
814,2,S.hook,794,Field,21,H,M,26,1,SD-double checked,,,,
815,2,S.hook,794,Field,21,H,M,33,3,SD-double checked,,,,
816,2,S.hook,794,Field,21,H,M,33,1,SD-double checked,,,,
817,2,S.hook,794,Field,21,H,M,28,1,SD-double checked,,,,
818,2,S.hook,794,Field,21,H,M,12,0,SD-double checked,,,,
819,2,S.hook,794,Field,21,H,M,22,2,SD-double checked,,,,
820,2,S.hook,794,Field,21,H,M,22,2,SD-double checked,,,,
821,2,S.hook,794,Field,21,H,M,25,2,SD-double checked,,,,
822,2,S.hook,794,Field,21,H,M,19,1,SD-double checked,,,,
823,2,S.hook,794,Field,21,H,M,29,0,SD-double checked,,,,
824,2,S.hook,794,Field,21,H,M,26,2,SD-double checked,,,,
825,2,S.hook,794,Field,21,H,M,30,4,SD-double checked,,,,
826,2,S.hook,794,Field,21,H,M,12,3,SD-double checked,,,,
827,3,S.hook,794,Field,22,H,M,23,1,SD-double checked,,,,
828,3,S.hook,794,Field,22,H,M,24,3,SD-double checked,,,,
829,3,S.hook,794,Field,22,H,M,14,0,SD-double checked,,,,
830,3,S.hook,794,Field,22,H,M,22,0,SD-double checked,,,,
831,3,S.hook,794,Field,22,H,M,33,1,SD-double checked,,,,
832,3,S.hook,794,Field,22,H,M,34,5,SD-double checked,,,,
833,3,S.hook,794,Field,22,H,M,28,0,SD-double checked,,,,
834,3,S.hook,794,Field,22,H,M,18,1,SD-double checked,,,,
835,3,S.hook,794,Field,22,H,M,35,3,SD-double checked,,,,
836,4,S.hook,794,Field,18,H,M,5,8,SD-double checked,,,,
837,4,S.hook,794,Field,18,H,M,9,0,SD-double checked,,,,
838,4,S.hook,794,Field,18,H,M,3,1,SD-double checked,,,,
839,4,S.hook,794,Field,18,H,M,17,2,SD-double checked,,,,
840,4,S.hook,794,Field,18,H,M,7,3,SD-double checked,,,,
841,4,S.hook,794,Field,18,H,M,12,3,SD-double checked,,,,
842,4,S.hook,794,Field,18,H,M,13,6,SD-double checked,,,,
843,5,S.hook,794,Field,16,H,M,11,2,SD-double checked,,,,
844,5,S.hook,794,Field,16,H,M,7,0,SD-double checked,,,,
845,5,S.hook,794,Field,16,H,M,19,0,SD-double checked,,,,
846,5,S.hook,794,Field,16,H,M,6,8,SD-double checked,,,,
847,5,S.hook,794,Field,16,H,M,8,2,SD-double checked,,,,
848,5,S.hook,794,Field,16,H,M,13,3,SD-double checked,,,,
849,5,S.hook,794,Field,16,H,M,14,4,SD-double checked,,,,
850,5,S.hook,794,Field,16,H,M,12,1,SD-double checked,,,,
851,5,S.hook,794,Field,16,H,M,12,1,SD-double checked,,,,
852,5,S.hook,794,Field,16,H,M,12,1,SD-double checked,,,,
853,5,S.hook,794,Field,16,H,M,9,0,SD-double checked,,,,
854,5,S.hook,794,Field,16,H,M,25,1,SD-double checked,,,,
855,5,S.hook,794,Field,16,H,M,8,3,SD-double checked,,,,
856,5,S.hook,794,Field,16,H,M,10,2,SD-double checked,,,,
857,5,S.hook,794,Field,16,H,M,15,0,SD-double checked,,,,
858,5,S.hook,794,Field,16,H,M,8,4,SD-double checked,,,,
859,5,S.hook,794,Field,16,H,M,4,8,SD-double checked,,,,
860,6,S.hook,794,Field,2,H,M,13,0,SD-double checked,,,,
861,6,S.hook,794,Field,2,H,M,14,1,SD-double checked,,,,
862,6,S.hook,794,Field,2,H,M,2,0,SD-double checked,,,,
863,6,S.hook,794,Field,2,H,M,13,1,SD-double checked,,,,
864,6,S.hook,794,Field,2,H,M,29,2,SD-double checked,,,,
865,6,S.hook,794,Field,2,H,M,19,4,SD-double checked,,,,
866,6,S.hook,794,Field,2,H,M,6,0,SD-double checked,,,,
867,6,S.hook,794,Field,2,H,M,26,0,SD-double checked,,,,
868,6,S.hook,794,Field,2,H,M,20,0,SD-double checked,,,,
869,2,S.kaal,3587,GH,1,H,M,12,1,SD-double checked,83,"We could greatly improve data for S.kaalae, three populations are still represented in GH",,
870,2,S.kaal,3587,GH,1,H,M,11,2,SD-double checked,83,,,
871,2,S.kaal,3587,GH,1,H,M,7,1,SD-double checked,83,,,
872,2,S.kaal,3587,GH,1,H,M,6,0,SD-double checked,83,,,
873,2,S.kaal,3587,GH,1,H,M,1,1,SD-double checked,83,,,
874,2,S.kaal,3587,GH,1,H,M,5,0,SD-double checked,83,,,
875,2,S.kaal,3587,GH,1,H,M,7,1,SD-double checked,83,,,
876,2,S.kaal,3587,GH,1,H,M,5,0,SD-double checked,83,,,
877,2,S.kaal,3587,GH,1,H,M,4,1,SD-double checked,83,,,
878,2,S.kaal,3587,GH,1,H,M,4,1,SD-double checked,83,,,
879,2,S.kaal,3587,GH,1,H,M,2,4,SD-double checked,83,,,
880,2,S.kaal,3587,GH,1,H,M,3,0,SD-double checked,83,,,
881,2,S.kaal,3587,GH,1,H,M,9,0,SD-double checked,83,,,
882,2,S.kaal,3587,GH,1,H,M,2,0,SD-double checked,83,,,
883,2,S.kaal,3587,GH,1,H,M,10,0,SD-double checked,83,,,
884,2,S.kaal,3587,GH,1,H,M,2,0,SD-double checked,83,,,
885,2,S.kaal,3587,GH,1,H,M,5,0,SD-double checked,83,,,
886,2,S.kaal,3587,GH,1,H,M,2,2,SD-double checked,83,,,
887,2,S.kaal,3587,GH,1,H,M,1,0,SD-double checked,83,,,
888,2,S.kaal,3587,GH,1,H,M,2,0,SD-double checked,83,,,
889,2,S.kaal,3587,GH,1,H,M,2,0,SD-double checked,83,,,
890,2,S.kaal,3587,GH,1,H,M,3,0,SD-double checked,83,,,
891,2,S.kaal,3587,GH,1,H,M,2,0,SD-double checked,83,,,
892,2,S.kaal,3587,GH,1,H,M,2,0,SD-double checked,83,,,
893,2,S.kaal,3587,GH,1,H,M,2,0,SD-double checked,83,,,
894,2,S.kaal,3587,GH,1,H,M,1,0,SD-double checked,83,,,
895,2,S.kaal,3587,GH,1,H,M,4,0,SD-double checked,83,,,
896,2,S.kaal,3587,GH,1,H,M,4,0,SD-double checked,83,,,
897,2,S.kaal,3587,GH,1,H,M,16,0,SD-double checked,,,,
898,2,S.kaal,3587,GH,1,H,M,14,0,SD-double checked,,,,
899,2,S.kaal,3587,GH,1,H,M,14,0,SD-double checked,,,,
900,2,S.kaal,3587,GH,1,H,M,7,0,SD-double checked,,,,
901,2,S.kaal,3587,GH,1,H,M,3,0,SD-double checked,,,,
902,2,S.kaal,3587,GH,1,H,M,3,0,SD-double checked,,,,
903,2,S.kaal,3587,GH,1,H,M,2,0,SD-double checked,,,,
904,2,S.keal,791,GH,6,F,D,5,0,SD-double checked,791-6 x 791-14,,"All S.kealiae used in GH crosses were females, changed accordingly",
905,2,S.keal,791,GH,6,F,D,8,0,SD-double checked,791-6 x 791-14,,,
906,2,S.keal,791,GH,6,F,D,22,0,SD-double checked,791-6 x 791-14,,,
907,2,S.keal,791,GH,6,F,D,25,0,SD-double checked,791-6 x 791-14,,,
908,2,S.keal,791,GH,6,F,D,21,0,SD-double checked,791-6 x 791-14,,,
909,2,S.keal,791,GH,6,F,D,19,0,SD-double checked,791-6 x 791-14,,,
910,2,S.keal,791,GH,6,F,D,21,0,SD-double checked,791-6 x 791-14,,,
911,2,S.keal,791,GH,6,F,D,16,0,SD-double checked,791-6 x 791-14,,,
912,2,S.keal,791,GH,6,F,D,9,0,SD-double checked,791-6 x 791-14,,,
913,3,S.keal,791,GH,3,F,D,24,0,SD-double checked,791-3 x 791-14,,,
914,3,S.keal,791,GH,3,F,D,25,0,SD-double checked,791-3 x 791-14,,,
915,3,S.keal,791,GH,3,F,D,25,0,SD-double checked,791-3 x 791-14,,,
916,3,S.keal,791,GH,3,F,D,22,0,SD-double checked,791-3 x 791-14,,,
917,3,S.keal,791,GH,3,F,D,17,0,SD-double checked,791-3 x 791-14,,,
918,3,S.keal,791,GH,3,F,D,22,0,SD-double checked,791-3 x 791-14,,,
919,3,S.keal,791,GH,3,F,D,22,0,SD-double checked,791-3 x 791-14,,,
920,3,S.keal,791,GH,3,F,D,18,0,SD-double checked,791-3 x 791-14,,,
921,3,S.keal,791,GH,3,F,D,23,0,SD-double checked,791-3 x 791-14,,,
922,3,S.keal,791,GH,3,F,D,19,0,SD-double checked,791-3 x 791-14,,,
923,3,S.keal,791,GH,3,F,D,7,0,SD-double checked,791-3 x 791-14,,,
924,3,S.keal,791,GH,3,F,D,17,0,SD-double checked,791-3 x 791-14,,,
925,3,S.keal,791,GH,3,F,D,14,0,SD-double checked,791-3 x 791-14,,,
926,3,S.keal,791,GH,3,F,D,8,0,SD-double checked,791-3 x 791-14,,,
927,3,S.keal,791,GH,3,F,D,49,0,SD-double checked,791-3 x 791-14,,,
928,3,S.keal,791,GH,3,F,D,15,0,SD-double checked,791-3 x 791-14,,,
929,3,S.keal,791,GH,3,F,D,7,0,SD-double checked,791-3 x 791-14,,,
930,3,S.keal,791,GH,3,F,D,2,0,SD-double checked,791-3 x 791-14,,,
931,3,S.keal,791,GH,3,F,D,21,0,SD-double checked,791-3 x 791-14,,,
932,3,S.keal,791,GH,3,F,D,8,0,SD-double checked,791-3 x 791-14,,,
933,3,S.keal,791,GH,3,F,D,2,0,SD-double checked,791-3 x 791-14,,,
934,3,S.keal,791,GH,3,F,D,18,0,SD-double checked,791-3 x 791-14,,,
935,3,S.keal,791,GH,3,F,D,17,0,SD-double checked,791-3 x 791-14,,,
936,3,S.keal,791,GH,3,F,D,19,0,SD-double checked,791-3 x 791-14,,,
937,3,S.keal,791,GH,3,F,D,23,0,SD-double checked,791-3 x 791-14,,,
938,3,S.keal,791,GH,3,F,D,18,0,SD-double checked,791-3 x 791-14,,,
939,3,S.keal,791,GH,3,F,D,20,0,SD-double checked,791-3 x 791-14,,,
940,3,S.keal,791,GH,3,F,D,25,0,SD-double checked,791-3 x 791-14,,,
941,3,S.keal,791,GH,3,F,D,5,0,SD-double checked,791-3 x 791-14,,,
942,3,S.keal,791,GH,3,F,D,24,0,SD-double checked,791-3 x 791-14,,,
943,3,S.keal,791,GH,3,F,D,24,0,SD-double checked,791-3 x 791-14,,,
944,3,S.keal,791,GH,3,F,D,14,0,SD-double checked,791-3 x 791-14,,,
945,3,S.keal,791,GH,3,F,D,17,0,SD-double checked,791-3 x 791-14,,,
946,3,S.keal,791,GH,3,F,D,15,0,SD-double checked,791-3 x 791-14,,,
947,3,S.keal,791,GH,3,F,D,17,0,SD-double checked,791-3 x 791-14,,,
948,3,S.keal,791,GH,3,F,D,20,0,SD-double checked,791-3 x 791-14,,,
949,3,S.keal,791,GH,3,F,D,12,0,SD-double checked,791-3 x 791-14,,,
950,3,S.keal,791,GH,3,F,D,16,0,SD-double checked,791-3 x 791-14,,,
951,4,S.keal,791,GH,7,F,D,13,0,SD-double checked,791-7 x 791-14,,,
952,4,S.keal,791,GH,7,F,D,16,0,SD-double checked,791-7 x 791-14,,,
953,4,S.keal,791,GH,7,F,D,21,0,SD-double checked,791-7 x 791-14,,,
954,4,S.keal,791,GH,7,F,D,12,0,SD-double checked,791-7 x 791-14,,,
955,4,S.keal,791,GH,7,F,D,24,0,SD-double checked,791-7 x 791-14,,,
956,4,S.keal,791,GH,7,F,D,23,0,SD-double checked,791-7 x 791-14,,,
957,4,S.keal,791,GH,7,F,D,18,0,SD-double checked,791-7 x 791-14,,,
958,4,S.keal,791,GH,7,F,D,20,0,SD-double checked,791-7 x 791-14,,,
959,4,S.keal,791,GH,7,F,D,11,0,SD-double checked,791-7 x 791-14,,,
960,4,S.keal,791,GH,7,F,D,15,0,SD-double checked,791-7 x 791-14,,,
961,4,S.keal,791,GH,7,F,D,19,0,SD-double checked,791-7 x 791-14,,,
962,4,S.keal,791,GH,7,F,D,14,0,SD-double checked,791-7 x 791-14,,,
963,4,S.keal,791,GH,7,F,D,19,0,SD-double checked,791-7 x 791-14,,,
964,4,S.keal,791,GH,7,F,D,12,0,SD-double checked,791-7 x 791-14,,,
965,4,S.keal,791,GH,7,F,D,16,0,SD-double checked,791-7 x 791-14,,,
966,4,S.keal,791,GH,7,F,D,20,0,SD-double checked,791-7 x 791-14,,,
967,4,S.keal,791,GH,7,F,D,16,0,SD-double checked,791-7 x 791-14,,,
968,4,S.keal,791,GH,7,F,D,19,0,SD-double checked,791-7 x 791-14,,,
969,4,S.keal,791,GH,7,F,D,21,0,SD-double checked,791-7 x 791-14,,,
970,4,S.keal,791,GH,7,F,D,18,0,SD-double checked,791-7 x 791-14,,,
971,4,S.keal,791,GH,7,F,D,20,0,SD-double checked,791-7 x 791-14,,,
972,4,S.keal,791,GH,7,F,D,21,0,SD-double checked,791-7 x 791-14,,,
973,4,S.keal,791,GH,7,F,D,22,0,SD-double checked,791-7 x 791-14,,,
974,4,S.keal,791,GH,7,F,D,18,0,SD-double checked,791-7 x 791-14,,,
975,4,S.keal,791,GH,7,F,D,9,0,SD-double checked,791-7 x 791-14,,,
976,4,S.keal,791,GH,7,F,D,14,0,SD-double checked,791-7 x 791-14,,,
977,4,S.keal,791,GH,7,F,D,22,0,SD-double checked,791-7 x 791-14,,,
978,4,S.keal,791,GH,7,F,D,27,0,SD-double checked,791-7 x 791-14,,,
979,4,S.keal,791,GH,7,F,D,17,0,SD-double checked,"""as 17""",,,
980,4,S.keal,791,GH,7,F,D,21,0,SD-double checked,791-7 x 791-14,,,
981,5,S.keal,791,Field,50,F,D,9,0,SD-double checked,,,"Sex confirmed in FB 1, p 59",
982,5,S.keal,791,Field,50,F,D,4,0,SD-double checked,,,,
983,5,S.keal,791,Field,50,F,D,7,0,SD-double checked,,,,
984,5,S.keal,791,Field,50,F,D,5,0,SD-double checked,,,,
985,5,S.keal,791,Field,50,F,D,4,0,SD-double checked,,,,
986,5,S.keal,791,Field,50,F,D,11,0,SD-double checked,,,,
987,5,S.keal,791,Field,50,F,D,16,0,SD-double checked,,,,
988,5,S.keal,791,Field,50,F,D,16,0,SD-double checked,,,,
989,5,S.keal,791,Field,50,F,D,13,0,SD-double checked,,,,
990,5,S.keal,791,Field,50,F,D,12,0,SD-double checked,,,,
991,2,S.ligu,859,GH,3,H,D,3,9,SD-double checked,,,"No information, number indicates population from Palikea",
992,2,S.ligu,859,GH,3,H,D,7,6,SD-double checked,,,,
993,2,S.ligu,859,GH,3,H,D,14,2,SD-double checked,,,,
994,2,S.ligu,859,GH,3,H,D,4,9,SD-double checked,,,,
995,2,S.ligu,859,GH,3,H,D,11,3,SD-double checked,,,,
996,2,S.ligu,859,GH,3,H,D,6,9,SD-double checked,,,,
997,2,S.ligu,859,GH,3,H,D,7,3,SD-double checked,,,,
998,2,S.ligu,859,GH,3,H,D,17,5,SD-double checked,,,,
999,2,S.ligu,859,GH,3,H,D,10,1,SD-double checked,,,,
1000,2,S.ligu,859,GH,3,H,D,14,2,SD-double checked,,,,
1001,2,S.ligu,859,GH,3,H,D,11,4,SD-double checked,,,,
1002,2,S.ligu,859,GH,3,H,D,8,6,SD-double checked,,,,
1003,2,S.ligu,859,GH,3,H,D,9,3,SD-double checked,,,,
1004,2,S.ligu,859,GH,3,H,D,14,1,SD-double checked,,,,
1005,2,S.ligu,859,GH,3,H,D,13,4,SD-double checked,,,,
1006,2,S.ligu,859,GH,3,H,D,7,3,SD-double checked,,,,
1007,2,S.ligu,859,GH,3,H,D,8,6,SD-double checked,,,,
1008,2,S.ligu,859,GH,3,H,D,3,0,SD-double checked,,,,
1009,2,S.ligu,859,GH,3,H,D,8,7,SD-double checked,,,,
1010,2,S.ligu,859,GH,3,H,D,9,3,SD-double checked,,,,
1011,2,S.ligu,859,GH,3,H,D,9,3,SD-double checked,,,,
1012,2,S.ligu,859,GH,3,H,D,12,2,SD-double checked,,,,
1013,2,S.ligu,859,GH,3,H,D,10,0,SD-double checked,,,,
1014,2,S.ligu,859,GH,3,H,D,8,2,SD-double checked,,,,
1015,2,S.ligu,859,GH,3,H,D,12,6,SD-double checked,,,,
1016,2,S.ligu,859,GH,3,H,D,12,2,SD-double checked,,,,
1017,2,S.ligu,859,GH,3,H,D,13,0,SD-double checked,,,,
1018,2,S.ligu,859,GH,3,H,D,15,0,SD-double checked,,,,
1019,2,S.ligu,859,GH,3,H,D,12,1,SD-double checked,,,,
1020,2,S.ligu,859,GH,3,H,D,8,2,SD-double checked,,,,
1021,2,S.ligu,859,GH,3,H,D,9,5,SD-double checked,,,,
1022,2,S.mann,793,GH,5.3,H,D,14,0,SD-double checked,793 5.3 x 793-6,,,
1023,2,S.mann,793,GH,5.3,H,D,6,1,SD-double checked,793 5.3 x 793-6,,,
1024,2,S.mann,793,GH,5.3,H,D,12,0,SD-double checked,793 5.3 x 793-6,,,
1025,2,S.mann,793,GH,5.3,H,D,19,0,SD-double checked,793 5.3 x 793-6,,,
1026,2,S.mann,793,GH,5.3,H,D,13,1,SD-double checked,793 5.3 x 793-6,,,
1027,2,S.mann,793,GH,5.3,H,D,12,0,SD-double checked,793 5.3 x 793-6,,,
1028,2,S.mann,793,GH,5.3,H,D,12,0,SD-double checked,793 5.3 x 793-6,,,
1029,2,S.mann,793,GH,5.3,H,D,12,0,SD-double checked,793 5.3 x 793-6,,,
1030,2,S.mann,793,GH,5.3,H,D,4,0,SD-double checked,793 5.3 x 793-6,,,
1031,2,S.mann,793,GH,5.3,H,D,1,0,SD-double checked,793 5.3 x 793-6,,,
1032,3,S.mann,793,GH,6,H,D,9,0,SD-double checked,793-6 x793-5.3,,,
1033,3,S.mann,793,GH,6,H,D,8,0,SD-double checked,793-6 x793-5.3,,,
1034,3,S.mann,793,GH,6,H,D,3,0,SD-double checked,793-6 x793-5.3,,,
1035,3,S.mann,793,GH,6,H,D,3,0,SD-double checked,793-6 x793-5.3,,,
1036,3,S.mann,793,GH,6,H,D,9,0,SD-double checked,793-6 x793-5.3,,,
1037,3,S.mann,793,GH,6,H,D,10,0,SD-double checked,793-6 x793-5.3,,,
1038,3,S.mann,793,GH,6,H,D,15,0,SD-double checked,793-6 x793-5.3,,,
1039,3,S.mann,793,GH,6,H,D,14,0,SD-double checked,793-6 x793-5.3,,,
1040,3,S.mann,793,GH,6,H,D,14,2,SD-double checked,793-6 x793-5.3,,,
1041,2,S.memb,864,GH,?=99,H,M,4,0,SD-double checked,864-? x 864-10,,,
1042,2,S.memb,864,GH,?=99,H,M,16,1,SD-double checked,864-? x 864-10,,,
1043,2,S.memb,864,GH,?=99,H,M,15,0,SD-double checked,864-? x 864-10,,,
1044,2,S.memb,864,GH,?=99,H,M,28,0,SD-double checked,864-? x 864-10,,,
1045,2,S.memb,864,GH,?=99,H,M,24,0,SD-double checked,864-? x 864-10,,,
1046,2,S.memb,864,GH,?=99,H,M,24,0,SD-double checked,864-? x 864-10,,,
1047,2,S.memb,864,GH,?=99,H,M,25,0,SD-double checked,864-? x 864-10,,,
1048,2,S.memb,864,GH,?=99,H,M,25,0,SD-double checked,864-? x 864-10,,,
1049,2,S.memb,864,GH,?=99,H,M,21,0,SD-double checked,864-? x 864-10,,,
1050,2,S.memb,864,GH,?=99,H,M,34,0,SD-double checked,864-? x 864-10,,,
1051,3,S.memb,864,GH,1,H,M,6,0,SD-double checked,864 1x7,,,
1052,3,S.memb,864,GH,1,H,M,13,0,SD-double checked,864 1x7,,,
1053,3,S.memb,864,GH,1,H,M,8,0,SD-double checked,864 1x7,,,
1054,3,S.memb,864,GH,1,H,M,15,0,SD-double checked,864 1x7,,,
1055,3,S.memb,864,GH,1,H,M,16,0,SD-double checked,864 1x7,,,
1056,3,S.memb,864,GH,1,H,M,10,0,SD-double checked,864 1x7,,,
1057,3,S.memb,864,GH,1,H,M,14,0,SD-double checked,864 1x7,,,
1058,3,S.memb,864,GH,1,H,M,18,0,SD-double checked,864 1x7,,,
1059,3,S.memb,864,GH,1,H,M,16,0,SD-double checked,864 1x7,,,
1060,3,S.memb,864,GH,1,H,M,16,0,SD-double checked,864 1x7,,,
1061,3,S.memb,864,GH,1,H,M,12,0,SD-double checked,864 1x7,,,
1062,3,S.memb,864,GH,1,H,M,12,0,SD-double checked,864 1x7,,,
1063,3,S.memb,864,GH,1,H,M,16,0,SD-double checked,864 1x7,,,
1064,3,S.memb,864,GH,1,H,M,14,0,SD-double checked,864 1x7,,,
1065,3,S.memb,864,GH,1,H,M,8,0,SD-double checked,864 1x7,,,
1066,3,S.memb,864,GH,1,H,M,15,0,SD-double checked,864 1x7,,,
1067,3,S.memb,864,GH,1,H,M,20,0,SD-double checked,864 1x7,,,
1068,3,S.memb,864,GH,1,H,M,14,0,SD-double checked,864 1x7,,,
1069,3,S.memb,864,GH,1,H,M,12,0,SD-double checked,864 1x7,,,
1070,3,S.memb,864,GH,1,H,M,14,0,SD-double checked,864 1x7,,,
1071,3,S.memb,864,GH,1,H,M,4,0,SD-double checked,864 1x7,,,
1072,3,S.memb,864,GH,1,H,M,16,0,SD-double checked,864 1x7,,,
1073,3,S.memb,864,GH,1,H,M,14,0,SD-double checked,864 1x7,,,
1074,3,S.memb,864,GH,1,H,M,17,0,SD-double checked,864 1x7,,,
1075,3,S.memb,864,GH,1,H,M,13,0,SD-double checked,864 1x7,,,
1076,3,S.memb,864,GH,1,H,M,13,0,SD-double checked,864 1x7,,,
1077,3,S.memb,864,GH,1,H,M,15,0,SD-double checked,864 1x7,,,
1078,3,S.memb,864,GH,1,H,M,13,0,SD-double checked,864 1x7,,,
1079,4,S.memb,864,GH,6,H,M,19,0,SD-double checked,864 6 x 18,,,
1080,4,S.memb,864,GH,6,H,M,19,0,SD-double checked,864 6 x 18,,,
1081,4,S.memb,864,GH,6,H,M,13,0,SD-double checked,864 6 x 18,,,
1082,4,S.memb,864,GH,6,H,M,19,0,SD-double checked,864 6 x 18,,,
1083,4,S.memb,864,GH,6,H,M,19,0,SD-double checked,864 6 x 18,,,
1084,4,S.memb,864,GH,6,H,M,13,2,SD-double checked,864 6 x 18,,,
1085,4,S.memb,864,GH,6,H,M,11,0,SD-double checked,864 6 x 18,,,
1086,4,S.memb,864,GH,6,H,M,7,0,SD-double checked,864 6 x 18,,,
1087,4,S.memb,864,GH,6,H,M,15,0,SD-double checked,864 6 x 18,,,
1088,4,S.memb,864,GH,6,H,M,12,1,SD-double checked,864 6 x 18,,,
1089,4,S.memb,864,GH,6,H,M,11,0,SD-double checked,864 6 x 18,,,
1090,4,S.memb,864,GH,6,H,M,9,0,SD-double checked,864 6 x 18,,,
1091,4,S.memb,864,GH,6,H,M,13,0,SD-double checked,864 6 x 18,,,
1092,4,S.memb,864,GH,6,H,M,17,0,SD-double checked,864 6 x 18,,,
1093,4,S.memb,864,GH,6,H,M,18,0,SD-double checked,864 6 x 18,,,
1094,4,S.memb,864,GH,6,H,M,15,0,SD-double checked,864 6 x 18,,,
1095,4,S.memb,864,GH,6,H,M,21,0,SD-double checked,864 6 x 18,,,
1096,4,S.memb,864,GH,6,H,M,11,0,SD-double checked,864 6 x 18,,,
1097,4,S.memb,864,GH,6,H,M,12,0,SD-double checked,864 6 x 18,,,
1098,4,S.memb,864,GH,6,H,M,14,0,SD-double checked,864 6 x 18,,,
1099,4,S.memb,864,GH,6,H,M,20,0,SD-double checked,864 6 x 18,,,
1100,4,S.memb,864,GH,6,H,M,13,0,SD-double checked,864 6 x 18,,,
1101,4,S.memb,864,GH,6,H,M,3,0,SD-double checked,864 6 x 18,,,
1102,4,S.memb,864,GH,6,H,M,10,0,SD-double checked,864 6 x 18,,,
1103,4,S.memb,864,GH,6,H,M,8,2,SD-double checked,864 6 x 18,,,
1104,4,S.memb,864,GH,6,H,M,8,0,SD-double checked,864 6 x 18,,,
1105,4,S.memb,864,GH,6,H,M,3,2,SD-double checked,864 6 x 18,,,
1106,4,S.memb,864,GH,6,H,M,6,0,SD-double checked,864 6 x 18,,,
1107,5,S.memb,864,GH,10,H,M,6,3,SD-double checked,864-10 x 864-7,,,
