index,page,species,pop,source,plant_id,sex,habitat,viable_seeds,inviable_seeds,notes,notes2,notes3,notes4,notes5
394,5,S.diff,848,GH,1,H,W,26,0,SD-double checked,,,,
395,5,S.diff,848,GH,1,H,W,42,0,SD-double checked,,,,
396,5,S.diff,848,GH,1,H,W,39,4,SD-double checked,,,,
397,5,S.diff,848,GH,1,H,W,35,2,SD-double checked,,,,
398,5,S.diff,848,GH,1,H,W,44,1,SD-double checked,,,,
399,5,S.diff,848,GH,1,H,W,18,0,SD-double checked,,,,
400,5,S.diff,848,GH,1,H,W,37,1,SD-double checked,,,,
401,5,S.diff,848,GH,1,H,W,43,0,SD-double checked,,,,
402,5,S.diff,848,GH,1,H,W,50,0,SD-double checked,,,,
403,5,S.diff,848,GH,1,H,W,29,0,SD-double checked,,,,
404,5,S.diff,848,GH,1,H,W,23,3,SD-double checked,,,,
405,5,S.diff,848,GH,1,H,W,30,6,SD-double checked,,,,
406,5,S.diff,848,GH,1,H,W,36,0,SD-double checked,,,,
407,5,S.diff,848,GH,1,H,W,36,1,SD-double checked,,,,
408,5,S.diff,848,GH,1,H,W,44,1,SD-double checked,,,,
409,5,S.diff,848,GH,1,H,W,47,0,SD-double checked,,,,
410,5,S.diff,848,GH,1,H,W,42,11,SD-double checked,,,,
411,5,S.diff,848,GH,1,H,W,43,0,SD-double checked,,,,
412,5,S.diff,848,GH,1,H,W,34,1,SD-double checked,,,,
413,5,S.diff,848,GH,1,H,W,31,0,SD-double checked,,,,
414,5,S.diff,848,GH,1,H,W,31,2,SD-double checked,,,,
415,5,S.diff,848,GH,1,H,W,37,0,SD-double checked,,,,
416,5,S.diff,848,GH,1,H,W,46,0,SD-double checked,,,,
417,5,S.diff,848,GH,1,H,W,42,0,SD-double checked,,,,
418,6,S.diff,848,GH,100,H,W,37,0,SD-double checked,no ID given,,,
419,6,S.diff,848,GH,100,H,W,11,0,SD-double checked,no ID given,,,
420,6,S.diff,848,GH,100,H,W,37,0,SD-double checked,no ID given,,,
421,6,S.diff,848,GH,100,H,W,25,0,SD-double checked,no ID given,,,
422,6,S.diff,848,GH,100,H,W,30,0,SD-double checked,no ID given,,,
423,6,S.diff,848,GH,100,H,W,7,4,SD-double checked,no ID given,,,
424,6,S.diff,848,GH,100,H,W,17,0,SD-double checked,no ID given,,,
425,6,S.diff,848,GH,100,H,W,34,0,SD-double checked,no ID given,,,
426,6,S.diff,848,GH,100,H,W,42,0,SD-double checked,no ID given,,,
427,6,S.diff,848,GH,100,H,W,7,2,SD-double checked,no ID given,,,
428,6,S.diff,848,GH,100,H,W,6,0,SD-double checked,no ID given,,,
429,6,S.diff,848,GH,100,H,W,39,0,SD-double checked,no ID given,,,
430,6,S.diff,848,GH,100,H,W,27,0,SD-double checked,no ID given,,,
431,6,S.diff,848,GH,100,H,W,6,0,SD-double checked,no ID given,,,
432,6,S.diff,848,GH,100,H,W,43,6,SD-double checked,no ID given,,,
433,6,S.diff,848,GH,100,H,W,35,0,SD-double checked,no ID given,,,
434,6,S.diff,848,GH,100,H,W,38,0,SD-double checked,no ID given,,,
435,6,S.diff,848,GH,100,H,W,18,1,SD-double checked,no ID given,,,
436,6,S.diff,848,GH,100,H,W,35,1,SD-double checked,no ID given,,,
437,6,S.diff,848,GH,100,H,W,9,0,SD-double checked,no ID given,,,
438,6,S.diff,848,GH,100,H,W,41,1,SD-double checked,no ID given,,,
439,6,S.diff,848,GH,100,H,W,38,4,SD-double checked,no ID given,,,
440,6,S.diff,848,GH,100,H,W,29,1,SD-double checked,no ID given,,,
441,6,S.diff,848,GH,100,H,W,7,0,SD-double checked,no ID given,,,
442,6,S.diff,848,GH,100,H,W,41,1,SD-double checked,no ID given,,,
443,6,S.diff,848,GH,100,H,W,10,0,SD-double checked,no ID given,,,
444,6,S.diff,848,GH,100,H,W,49,0,SD-double checked,no ID given,,,
445,6,S.diff,848,GH,100,H,W,48,0,SD-double checked,no ID given,,,
446,6,S.diff,848,GH,100,H,W,40,2,SD-double checked,no ID given,,,
447,6,S.diff,848,GH,100,H,W,27,0,SD-double checked,no ID given,,,
448,6,S.diff,848,GH,100,H,W,25,2,SD-double checked,no ID given,,,
449,6,S.diff,848,GH,100,H,W,24,1,SD-double checked,no ID given,,,
450,2,S.glob,844,GH,64-7,F,D,26,9,SD-double checked,,,,
451,2,S.glob,844,GH,64-7,F,D,33,5,SD-double checked,,,,
452,2,S.glob,844,GH,64-7,F,D,29,4,SD-double checked,,,,
453,2,S.glob,844,GH,64-7,F,D,34,2,SD-double checked,,,,
454,2,S.glob,844,GH,64-7,F,D,33,5,SD-double checked,,,,
455,2,S.glob,844,GH,64-7,F,D,32,1,SD-double checked,,,,
456,2,S.glob,844,GH,64-7,F,D,37,4,SD-double checked,,,,
457,2,S.glob,844,GH,64-7,F,D,18,6,SD-double checked,,,,
458,2,S.glob,844,GH,64-7,F,D,35,5,SD-double checked,,,,
459,2,S.glob,844,GH,64-7,F,D,18,13,SD-double checked,,,,
460,3,S.glob,844,GH,12,F,D,36,4,SD-double checked,,,,
461,3,S.glob,844,GH,12,F,D,43,1,SD-double checked,,,,
462,3,S.glob,844,GH,12,F,D,32,4,SD-double checked,,,,
463,3,S.glob,844,GH,12,F,D,30,1,SD-double checked,,,,
464,3,S.glob,844,GH,12,F,D,33,2,SD-double checked,,,,
465,3,S.glob,844,GH,12,F,D,37,1,SD-double checked,,,,
466,3,S.glob,844,GH,12,F,D,39,0,SD-double checked,,,,
467,3,S.glob,844,GH,12,F,D,32,1,SD-double checked,,,,
468,3,S.glob,844,GH,12,F,D,43,1,SD-double checked,45,,,
469,3,S.glob,844,GH,12,F,D,39,3,SD-double checked,,,,
470,4,S.glob,844,GH,172-12,F,D,30,0,SD-double checked,,,,
471,4,S.glob,844,GH,172-12,F,D,29,0,SD-double checked,,,,
472,4,S.glob,844,GH,172-12,F,D,24,0,SD-double checked,,,,
473,4,S.glob,844,GH,172-12,F,D,24,0,SD-double checked,,,,
474,4,S.glob,844,GH,172-12,F,D,38,0,SD-double checked,,,,
475,4,S.glob,844,GH,172-12,F,D,25,0,SD-double checked,,,,
476,4,S.glob,844,GH,172-12,F,D,32,6,SD-double checked,,,,
477,4,S.glob,844,GH,172-12,F,D,36,1,SD-double checked,,,,
478,4,S.glob,844,GH,172-12,F,D,24,6,SD-double checked,(x),,,
479,4,S.glob,844,GH,172-12,F,D,27,0,SD-double checked,,,,
480,4,S.glob,844,GH,172-12,F,D,29,0,SD-double checked,,,,
481,4,S.glob,844,GH,172-12,F,D,29,0,SD-double checked,,,,
482,4,S.glob,844,GH,172-12,F,D,48,0,SD-double checked,,,,
483,4,S.glob,844,GH,172-12,F,D,35,0,SD-double checked,,,,
484,4,S.glob,844,GH,172-12,F,D,30,0,SD-double checked,,,,
485,5,S.glob,844,GH,68-2,F,D,12,4,SD-double checked,,,,
486,5,S.glob,844,GH,68-2,F,D,33,0,SD-double checked,,,,
487,5,S.glob,844,GH,68-2,F,D,34,1,SD-double checked,,,,
488,5,S.glob,844,GH,68-2,F,D,17,0,SD-double checked,,,,
489,5,S.glob,844,GH,68-2,F,D,33,1,SD-double checked,,,,
490,5,S.glob,844,GH,68-2,F,D,10,5,SD-double checked,,,,
491,5,S.glob,844,GH,68-2,F,D,17,6,SD-double checked,,,,
492,5,S.glob,844,GH,68-2,F,D,11,3,SD-double checked,,,,
493,5,S.glob,844,GH,68-2,F,D,22,0,SD-double checked,,,,
494,5,S.glob,844,GH,68-2,F,D,30,1,SD-double checked,,,,
495,5,S.glob,844,GH,68-2,F,D,18,1,SD-double checked,,,,
496,5,S.glob,844,GH,68-2,F,D,32,3,SD-double checked,,,,
497,5,S.glob,844,GH,68-2,F,D,9,0,SD-double checked,,,,
498,5,S.glob,844,GH,68-2,F,D,24,3,SD-double checked,(?),,,
499,5,S.glob,844,GH,68-2,F,D,30,0,SD-double checked,,,,
500,5,S.glob,844,GH,68-2,F,D,32,5,SD-double checked,,,,
501,5,S.glob,844,GH,68-2,F,D,3,0,SD-double checked,,,,
502,5,S.glob,844,GH,68-2,F,D,11,0,SD-double checked,,,,
503,5,S.glob,844,GH,68-2,F,D,30,2,SD-double checked,,,,
504,5,S.glob,844,GH,68-2,F,D,40,2,SD-double checked,,,,
505,6,S.glob,844,GH,105-1,F,D,26,2,SD-double checked,844 105-1-22,,,
506,6,S.glob,844,GH,105-1,F,D,23,0,SD-double checked,844 105-1-22,,,
507,6,S.glob,844,GH,105-1,F,D,17,0,SD-double checked,844 105-1-22,,,
508,6,S.glob,844,GH,105-1,F,D,34,0,SD-double checked,844 105-1-22,,,
509,6,S.glob,844,GH,105-1,F,D,7,0,SD-double checked,844 105-1-22,,,
510,6,S.glob,844,GH,105-1,F,D,31,2,SD-double checked,844 105-1-22,,,
511,6,S.glob,844,GH,105-1,F,D,20,0,SD-double checked,844 105-1-22,,,
512,6,S.glob,844,GH,105-1,F,D,5,0,SD-double checked,844 105-1-22,,,
513,6,S.glob,844,GH,105-1,F,D,42,4,SD-double checked,844 105-1-22,,,
514,6,S.glob,844,GH,105-1,F,D,28,0,SD-double checked,844 105-1-22,,,
515,6,S.glob,844,GH,105-1,F,D,34,0,SD-double checked,844 105-1-22,,,
516,6,S.glob,844,GH,105-1,F,D,33,0,SD-double checked,844 105-1-22,,,
517,6,S.glob,844,GH,105-1,F,D,22,0,SD-double checked,844 105-1-22,,,
518,6,S.glob,844,GH,105-1,F,D,18,1,SD-double checked,844 105-1-22,,,
519,6,S.glob,844,GH,105-1,F,D,8,0,SD-double checked,844 105-1-22,,,
520,6,S.glob,844,GH,105-1,F,D,16,0,SD-double checked,844 105-1-22,,,
521,7,S.glob,852,Field,136,F,D,12,0,SD-double checked,,,"Sexes confirmed in Field Book 4, p. 21 ff, except for 136 (135 seems to me last number)",
522,7,S.glob,852,Field,136,F,D,13,0,SD-double checked,,,,
523,7,S.glob,852,Field,136,F,D,16,0,SD-double checked,,,,
524,7,S.glob,852,Field,136,F,D,11,1,SD-double checked,,,,
525,7,S.glob,852,Field,136,F,D,8,0,SD-double checked,,,,
526,7,S.glob,852,Field,136,F,D,10,0,SD-double checked,,,,
527,7,S.glob,852,Field,136,F,D,11,0,SD-double checked,,,,
528,7,S.glob,852,Field,136,F,D,13,0,SD-double checked,,,,
529,8,S.glob,852,Field,134,F,D,9,3,SD-double checked,,,,
530,8,S.glob,852,Field,134,F,D,14,0,SD-double checked,,,,
531,8,S.glob,852,Field,134,F,D,7,0,SD-double checked,,,,
532,8,S.glob,852,Field,134,F,D,24,2,SD-double checked,,,,
533,8,S.glob,852,Field,134,F,D,26,3,SD-double checked,,,,
534,8,S.glob,852,Field,134,F,D,25,1,SD-double checked,,,,
535,8,S.glob,852,Field,134,F,D,21,2,SD-double checked,,,,
536,8,S.glob,852,Field,134,F,D,24,1,SD-double checked,,,,
537,9,S.glob,852,Field,94,F,D,22,0,SD-double checked,,,,
538,9,S.glob,852,Field,94,F,D,23,0,SD-double checked,,,,
539,9,S.glob,852,Field,94,F,D,34,1,SD-double checked,,,,
540,9,S.glob,852,Field,94,F,D,14,3,SD-double checked,,,,
541,9,S.glob,852,Field,94,F,D,43,0,SD-double checked,,,,
542,9,S.glob,852,Field,94,F,D,29,0,SD-double checked,,,,
543,9,S.glob,852,Field,94,F,D,26,1,SD-double checked,,,,
544,9,S.glob,852,Field,94,F,D,11,0,SD-double checked,,,,
545,9,S.glob,852,Field,94,F,D,19,0,SD-double checked,,,,
546,9,S.glob,852,Field,94,F,D,31,0,SD-double checked,,,,
547,9,S.glob,852,Field,94,F,D,21,0,SD-double checked,,,,
548,9,S.glob,852,Field,94,F,D,41,0,SD-double checked,,,,
549,10,S.glob,852,Field,85,F,D,24,1,SD-double checked,,,,
550,10,S.glob,852,Field,85,F,D,15,4,SD-double checked,,,,
551,10,S.glob,852,Field,85,F,D,15,0,SD-double checked,,,,
552,10,S.glob,852,Field,85,F,D,14,1,SD-double checked,,,,
553,10,S.glob,852,Field,85,F,D,18,0,SD-double checked,,,,
554,10,S.glob,852,Field,85,F,D,13,0,SD-double checked,,,,
555,10,S.glob,852,Field,85,F,D,5,0,SD-double checked,,,,
556,10,S.glob,852,Field,85,F,D,26,0,SD-double checked,,,,
557,10,S.glob,852,Field,85,F,D,9,0,SD-double checked,,,,
558,10,S.glob,852,Field,85,F,D,19,0,SD-double checked,,,,
559,10,S.glob,852,Field,85,F,D,25,2,SD-double checked,,,,
560,10,S.glob,852,Field,85,F,D,11,0,SD-double checked,,,,
561,10,S.glob,852,Field,85,F,D,18,1,SD-double checked,,,,
562,11,S.glob,852,Field,131,F,D,1,0,SD-double checked,,,,
563,11,S.glob,852,Field,131,F,D,2,0,SD-double checked,,,,
564,11,S.glob,852,Field,131,F,D,1,0,SD-double checked,,,,
565,11,S.glob,852,Field,131,F,D,2,0,SD-double checked,,,,
566,11,S.glob,852,Field,131,F,D,2,0,SD-double checked,,,,
567,11,S.glob,852,Field,131,F,D,1,0,SD-double checked,,,,
568,11,S.glob,852,Field,131,F,D,1,1,SD-double checked,,,,
569,11,S.glob,852,Field,131,F,D,1,0,SD-double checked,,,,
570,11,S.glob,852,Field,131,F,D,2,0,SD-double checked,,,,
571,11,S.glob,852,Field,131,F,D,1,0,SD-double checked,,,,
572,11,S.glob,852,Field,131,F,D,7,0,SD-double checked,,,,
573,11,S.glob,852,Field,131,F,D,1,0,SD-double checked,,,,
574,11,S.glob,852,Field,131,F,D,3,0,SD-double checked,,,,
575,12,S.glob,852,Field,129,F,D,4,0,SD-double checked,,,,
576,12,S.glob,852,Field,129,F,D,2,0,SD-double checked,,,,
577,12,S.glob,852,Field,129,F,D,2,0,SD-double checked,,,,
578,12,S.glob,852,Field,129,F,D,2,0,SD-double checked,,,,
579,12,S.glob,852,Field,129,F,D,3,0,SD-double checked,,,,
580,12,S.glob,852,Field,129,F,D,3,0,SD-double checked,,,,
581,12,S.glob,852,Field,129,F,D,3,0,SD-double checked,,,,
582,12,S.glob,852,Field,129,F,D,1,0,SD-double checked,,,,
583,12,S.glob,852,Field,129,F,D,2,0,SD-double checked,,,,
584,12,S.glob,852,Field,129,F,D,3,0,SD-double checked,,,,
585,12,S.glob,852,Field,129,F,D,2,0,SD-double checked,,,,
586,12,S.glob,852,Field,129,F,D,1,0,SD-double checked,,,,
587,12,S.glob,852,Field,129,F,D,1,0,SD-double checked,,,,
588,12,S.glob,852,Field,129,F,D,2,0,SD-double checked,,,,
589,12,S.glob,852,Field,129,F,D,5,1,SD-double checked,,,,
590,12,S.glob,852,Field,129,F,D,10,1,SD-double checked,,,,
591,12,S.glob,852,Field,129,F,D,1,0,SD-double checked,,,,
592,12,S.glob,852,Field,129,F,D,1,0,SD-double checked,,,,
593,12,S.glob,852,Field,129,F,D,1,0,SD-double checked,,,,
594,12,S.glob,852,Field,129,F,D,1,0,SD-double checked,,,,
595,12,S.glob,852,Field,129,F,D,2,0,SD-double checked,,,,
596,12,S.glob,852,Field,129,F,D,2,0,SD-double checked,,,,
597,13,S.glob,852,Field,122,H,D,24,0,SD-double checked,,,,
598,13,S.glob,852,Field,122,H,D,35,0,SD-double checked,,,,
599,13,S.glob,852,Field,122,H,D,28,0,SD-double checked,,,,
600,13,S.glob,852,Field,122,H,D,33,0,SD-double checked,,,,
601,13,S.glob,852,Field,122,H,D,37,0,SD-double checked,,,,
602,13,S.glob,852,Field,122,H,D,11,0,SD-double checked,,,,
603,13,S.glob,852,Field,122,H,D,33,1,SD-double checked,,,,
604,13,S.glob,852,Field,122,H,D,38,0,SD-double checked,,,,
605,13,S.glob,852,Field,122,H,D,13,0,SD-double checked,,,,
606,13,S.glob,852,Field,122,H,D,22,1,SD-double checked,,,,
607,13,S.glob,852,Field,122,H,D,29,0,SD-double checked,,,,
608,13,S.glob,852,Field,122,H,D,11,0,SD-double checked,,,,
609,13,S.glob,852,Field,122,H,D,37,0,SD-double checked,,,,
610,13,S.glob,852,Field,122,H,D,35,0,SD-double checked,,,,
611,13,S.glob,852,Field,122,H,D,39,0,SD-double checked,,,,
612,13,S.glob,852,Field,122,H,D,31,0,SD-double checked,,,,
613,13,S.glob,852,Field,122,H,D,29,1,SD-double checked,,,,
614,14,S.glob,852,Field,26,H,D,18,2,SD-double checked,,,,
615,14,S.glob,852,Field,26,H,D,9,1,SD-double checked,,,,
616,14,S.glob,852,Field,26,H,D,20,2,SD-double checked,,,,
617,14,S.glob,852,Field,26,H,D,10,1,SD-double checked,,,,
618,14,S.glob,852,Field,26,H,D,10,5,SD-double checked,,,,
619,14,S.glob,852,Field,26,H,D,21,5,SD-double checked,,,,
620,14,S.glob,852,Field,26,H,D,26,6,SD-double checked,,,,
621,14,S.glob,852,Field,26,H,D,26,2,SD-double checked,,,,
622,14,S.glob,852,Field,26,H,D,22,2,SD-double checked,,,,
623,14,S.glob,852,Field,26,H,D,26,1,SD-double checked,,,,
624,14,S.glob,852,Field,26,H,D,23,4,SD-double checked,,,,
625,14,S.glob,852,Field,26,H,D,18,5,SD-double checked,,,,
626,14,S.glob,852,Field,26,H,D,18,6,SD-double checked,,,,
627,14,S.glob,852,Field,26,H,D,21,0,SD-double checked,,,,
628,14,S.glob,852,Field,26,H,D,27,1,SD-double checked,,,,
629,14,S.glob,852,Field,26,H,D,12,2,SD-double checked,,,,
630,14,S.glob,852,Field,26,H,D,18,0,SD-double checked,,,,
631,14,S.glob,852,Field,26,H,D,20,2,SD-double checked,,,,
632,14,S.glob,852,Field,26,H,D,29,0,SD-double checked,,,,
633,14,S.glob,852,Field,26,H,D,27,2,SD-double checked,,,,
634,14,S.glob,852,Field,26,H,D,18,2,SD-double checked,,,,
635,14,S.glob,852,Field,26,H,D,17,2,SD-double checked,,,,
636,15,S.glob,850,Field,85,H,D,20,1,SD-double checked,,,,
637,15,S.glob,850,Field,93,F,D,25,0,SD-double checked,,,,
638,15,S.glob,850,Field,93,F,D,13,0,SD-double checked,,,,
639,15,S.glob,850,Field,93,F,D,16,0,SD-double checked,,,,
640,16,S.glob,850,Field,100,sex ?,D,2,1,SD-double checked,"Given ID no. 100 ""in file newdadre""",,,
641,16,S.glob,850,Field,100,sex ?,D,9,0,SD-double checked,"Given ID no. 100 ""in file newdadre""",,,
642,16,S.glob,850,Field,100,sex ?,D,22,1,SD-double checked,"Given ID no. 100 ""in file newdadre""",,,
643,16,S.glob,850,Field,100,sex ?,D,15,0,SD-double checked,"Given ID no. 100 ""in file newdadre""",,,
644,16,S.glob,850,Field,100,sex ?,D,6,1,SD-double checked,"Given ID no. 100 ""in file newdadre""",,,
645,16,S.glob,850,Field,100,sex ?,D,9,0,SD-double checked,"Given ID no. 100 ""in file newdadre""",,,
646,16,S.glob,850,Field,100,sex ?,D,13,0,SD-double checked,"Given ID no. 100 ""in file newdadre""",,,
647,16,S.glob,850,Field,100,sex ?,D,8,0,SD-double checked,"Given ID no. 100 ""in file newdadre""",,,
648,16,S.glob,850,Field,100,sex ?,D,19,0,SD-double checked,"Given ID no. 100 ""in file newdadre""",,,
649,16,S.glob,850,Field,100,sex ?,D,18,1,SD-double checked,"Given ID no. 100 ""in file newdadre""",,,
650,16,S.glob,850,Field,100,sex ?,D,24,0,SD-double checked,"Given ID no. 100 ""in file newdadre""",,,
651,16,S.glob,850,Field,100,sex ?,D,9,2,SD-double checked,"Given ID no. 100 ""in file newdadre""",,,
652,16,S.glob,850,Field,100,sex ?,D,8,0,SD-double checked,"Given ID no. 100 ""in file newdadre""",,,
653,16,S.glob,850,Field,100,sex ?,D,14,0,SD-double checked,"Given ID no. 100 ""in file newdadre""",,,
654,16,S.glob,850,Field,100,sex ?,D,11,0,SD-double checked,"Given ID no. 100 ""in file newdadre""",,,
655,16,S.glob,850,Field,100,sex ?,D,11,0,SD-double checked,"Given ID no. 100 ""in file newdadre""",,,
656,16,S.glob,850,Field,100,sex ?,D,23,0,SD-double checked,"Given ID no. 100 ""in file newdadre""",,,
657,16,S.glob,850,Field,100,sex ?,D,25,1,SD-double checked,"Given ID no. 100 ""in file newdadre""",,,
658,16,S.glob,850,Field,100,sex ?,D,8,2,SD-double checked,"Given ID no. 100 ""in file newdadre""",,,
659,16,S.glob,850,Field,100,sex ?,D,18,0,SD-double checked,"Given ID no. 100 ""in file newdadre""",,,
660,16,S.glob,850,Field,100,sex ?,D,13,0,SD-double checked,"Given ID no. 100 ""in file newdadre""",,,
661,16,S.glob,850,Field,100,sex ?,D,15,0,SD-double checked,"Given ID no. 100 ""in file newdadre""",,,
662,16,S.glob,850,Field,100,sex ?,D,10,0,SD-double checked,"Given ID no. 100 ""in file newdadre""",,,
663,16,S.glob,850,Field,100,sex ?,D,10,0,SD-double checked,"Given ID no. 100 ""in file newdadre""",,,
664,16,S.glob,850,Field,100,sex ?,D,27,0,SD-double checked,"Given ID no. 100 ""in file newdadre""",,,
665,16,S.glob,850,Field,100,sex ?,D,15,1,SD-double checked,"Given ID no. 100 ""in file newdadre""",,,
666,16,S.glob,850,Field,100,sex ?,D,15,2,SD-double checked,"Given ID no. 100 ""in file newdadre""",,,
667,16,S.glob,850,Field,100,sex ?,D,24,1,SD-double checked,"Given ID no. 100 ""in file newdadre""",,,
668,16,S.glob,850,Field,100,sex ?,D,23,3,SD-double checked,"Given ID no. 100 ""in file newdadre""",,,
669,16,S.glob,850,Field,100,sex ?,D,7,0,SD-double checked,"Given ID no. 100 ""in file newdadre""",,,
670,17,S.glob,850,Field,119,F,D,29,0,SD-double checked,,,,
671,17,S.glob,850,Field,119,F,D,24,0,SD-double checked,,,,
672,17,S.glob,850,Field,119,F,D,31,0,SD-double checked,,,,
673,17,S.glob,850,Field,119,F,D,25,1,SD-double checked,,,,
674,17,S.glob,850,Field,119,F,D,11,7,SD-double checked,,,,
675,17,S.glob,850,Field,119,F,D,25,0,SD-double checked,,,,
676,17,S.glob,850,Field,119,F,D,17,0,SD-double checked,,,,
677,17,S.glob,850,Field,119,F,D,24,0,SD-double checked,,,,
678,17,S.glob,850,Field,119,F,D,26,1,SD-double checked,,,,
679,17,S.glob,850,Field,119,F,D,24,5,SD-double checked,,,,
680,17,S.glob,850,Field,119,F,D,33,1,SD-double checked,,,,
681,17,S.glob,850,Field,119,F,D,28,0,SD-double checked,,,,
682,17,S.glob,850,Field,119,F,D,27,0,SD-double checked,,,,
683,17,S.glob,850,Field,119,F,D,22,2,SD-double checked,,,,
684,17,S.glob,850,Field,119,F,D,32,0,SD-double checked,,,,
685,17,S.glob,850,Field,119,F,D,26,0,SD-double checked,,,,
686,17,S.glob,850,Field,119,F,D,29,0,SD-double checked,,,,
687,18,S.glob,850,Field,91,F,D,29,1,SD-double checked,,,,
688,18,S.glob,850,Field,91,F,D,29,0,SD-double checked,,,,
689,18,S.glob,850,Field,91,F,D,31,2,SD-double checked,,,,
690,18,S.glob,850,Field,91,F,D,33,0,SD-double checked,,,,
691,18,S.glob,850,Field,91,F,D,31,0,SD-double checked,,,,
692,18,S.glob,850,Field,91,F,D,30,0,SD-double checked,,,,
693,18,S.glob,850,Field,91,F,D,31,0,SD-double checked,,,,
694,18,S.glob,850,Field,91,F,D,30,1,SD-double checked,,,,
695,18,S.glob,850,Field,91,F,D,28,1,SD-double checked,,,,
696,18,S.glob,850,Field,91,F,D,29,3,SD-double checked,,,,
697,18,S.glob,850,Field,91,F,D,22,3,SD-double checked,,,,
698,18,S.glob,850,Field,91,F,D,32,1,SD-double checked,,,,
699,18,S.glob,850,Field,91,F,D,29,0,SD-double checked,,,,
700,18,S.glob,850,Field,91,F,D,27,0,SD-double checked,,,,
701,18,S.glob,850,Field,91,F,D,18,7,SD-double checked,,,,
702,18,S.glob,850,Field,91,F,D,23,1,SD-double checked,,,,
703,18,S.glob,850,Field,91,F,D,28,2,SD-double checked,,,,
704,19,S.glob,850,Field,83,F,D,10,0,SD-double checked,,,,
705,19,S.glob,850,Field,83,F,D,30,0,SD-double checked,,,,
706,19,S.glob,850,Field,83,F,D,23,0,SD-double checked,,,,
707,19,S.glob,850,Field,83,F,D,18,0,SD-double checked,,,,
708,19,S.glob,850,Field,83,F,D,22,2,SD-double checked,,,,
709,19,S.glob,850,Field,83,F,D,23,0,SD-double checked,,,,
710,19,S.glob,850,Field,83,F,D,23,1,SD-double checked,,,,
711,19,S.glob,850,Field,83,F,D,14,0,SD-double checked,,,,
712,19,S.glob,850,Field,83,F,D,32,0,SD-double checked,,,,
713,19,S.glob,850,Field,83,F,D,20,1,SD-double checked,,,,
714,19,S.glob,850,Field,83,F,D,28,0,SD-double checked,,,,
715,19,S.glob,850,Field,83,F,D,18,0,SD-double checked,,,,
716,19,S.glob,850,Field,83,F,D,5,0,SD-double checked,,,,
717,19,S.glob,850,Field,83,F,D,34,0,SD-double checked,,,,
718,19,S.glob,850,Field,83,F,D,30,0,SD-double checked,,,,
719,21,S.glob,844,Field,12,H,D,3,0,SD-double checked,,"Sexes match those of tagged plants in field (Field Book 4, p. 47, 101)",,
720,21,S.glob,844,Field,12,H,D,2,1,SD-double checked,,,,
721,21,S.glob,844,Field,12,H,D,7,3,SD-double checked,,,,
722,21,S.glob,844,Field,12,H,D,5,2,SD-double checked,,,,
723,21,S.glob,844,Field,12,H,D,13,4,SD-double checked,,,,
724,21,S.glob,844,Field,12,H,D,4,0,SD-double checked,,,,
725,21,S.glob,844,Field,12,H,D,17,2,SD-double checked,,,,
726,21,S.glob,844,Field,12,H,D,15,0,SD-double checked,,,,
727,21,S.glob,844,Field,12,H,D,13,2,SD-double checked,,,,
728,22,S.glob,844,Field,266,H,D,13,2,SD-double checked,,,,
729,22,S.glob,844,Field,266,H,D,5,0,SD-double checked,,,,
730,22,S.glob,844,Field,266,H,D,19,0,SD-double checked,,,,
731,22,S.glob,844,Field,266,H,D,25,0,SD-double checked,,,,
732,22,S.glob,844,Field,266,H,D,24,0,SD-double checked,,,,
733,22,S.glob,844,Field,266,H,D,8,1,SD-double checked,,,,
734,23,S.glob,844,Field,262,F,D,22,3,SD-double checked,,,,
735,23,S.glob,844,Field,262,F,D,24,2,SD-double checked,,,,
736,23,S.glob,844,Field,262,F,D,35,0,SD-double checked,,,,
737,23,S.glob,844,Field,262,F,D,13,1,SD-double checked,,,,
738,23,S.glob,844,Field,262,F,D,31,1,SD-double checked,,,,
739,23,S.glob,844,Field,262,F,D,36,1,SD-double checked,,,,
740,23,S.glob,844,Field,262,F,D,31,0,SD-double checked,,,,
741,23,S.glob,844,Field,262,F,D,28,0,SD-double checked,,,,
742,23,S.glob,844,Field,262,F,D,29,0,SD-double checked,,,,
743,23,S.glob,844,Field,262,F,D,28,0,SD-double checked,,,,
744,23,S.glob,844,Field,262,F,D,4,0,SD-double checked,,,,
745,23,S.glob,844,Field,262,F,D,19,0,SD-double checked,19?,,,
746,23,S.glob,844,Field,262,F,D,21,1,SD-double checked,,,,
747,23,S.glob,844,Field,262,F,D,22,0,SD-double checked,,,,
748,24,S.glob,844,Field,260,F,D,15,0,SD-double checked,,,,
749,24,S.glob,844,Field,260,F,D,37,0,SD-double checked,,,,
750,24,S.glob,844,Field,260,F,D,36,0,SD-double checked,,,,
751,24,S.glob,844,Field,260,F,D,37,0,SD-double checked,,,,
752,24,S.glob,844,Field,260,F,D,37,0,SD-double checked,,,,
753,24,S.glob,844,Field,260,F,D,32,0,SD-double checked,,,,
754,24,S.glob,844,Field,260,F,D,24,0,SD-double checked,,,,
755,24,S.glob,844,Field,260,F,D,24,0,SD-double checked,,,,
756,24,S.glob,844,Field,260,F,D,32,0,SD-double checked,,,,
757,24,S.glob,844,Field,260,F,D,7,0,SD-double checked,,,,
758,24,S.glob,844,Field,260,F,D,26,0,SD-double checked,,,,
759,24,S.glob,844,Field,260,F,D,15,0,SD-double checked,,,,
