index	crossid	plantid	death.date	firstflower.date	use.alive.flowered	alive	use.firstflower	flowered	saved.1	saved.2	sampled.VOC	biomass.inflo	biomass.firstinflo	use.fib	delay	firstinflo.collect.date	firstinflo.weigh.date	firstinflo.biomass.mg	comments.fib	comments.SS	comments.JP.SGW	firstflower	mompop	momid	momsp	dadpop	dadid	dadsp	crosstype	cross	full	sxc	sxcxm	mompid	smompop
252	19	2	NA	NA	yes	TRUE	missed	TRUE	no	no	no	yes	yes	yes	NA	2016-10-18	2017-08-18	35.2	NA	MISSED	NA	NA	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 794-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
253	19	3	NA	2016-07-22	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	6	2016-07-28	2017-08-16	22.2	NA	NA	NA	134	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 794-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
254	19	4	NA	2016-08-04	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	0	2016-08-04	2017-08-08	113.9	NA	NA	NA	147	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 794-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
255	19	5	NA	2016-08-09	yes	TRUE	yes	TRUE	no	no	no	yes	no	NA	NA	NA	NA	NA	NA	NA	NA	152	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 794-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
256	19	6	NA	NA	no	NA	no	NA	no	no	no	no	no	NA	NA	NA	NA	NA	NA	nothing written	plant lost, tag fell out	NA	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 794-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
257	19	7	NA	2016-11-08	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	7	2016-11-15	2017-07-26	52.4	NA	NA	NA	243	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 794-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
258	19	8	NA	NA	yes	TRUE	missed	TRUE	no	no	no	yes	yes	yes	NA	2016-09-08	2017-08-18	62	NA	MISSED	NA	NA	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 794-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
259	19	9	NA	2016-07-25	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	3	2016-07-28	2017-08-16	171.8	NA	NA	NA	137	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 794-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
260	19	10	NA	NA	yes	TRUE	missed	TRUE	no	no	no	yes	yes	yes	NA	2016-08-30	2017-07-31	55.4	NA	MISSED	NA	NA	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 794-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
261	19	11	NA	2016-08-04	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	5	2016-08-09	2017-07-27	74.4	NA	NA	NA	147	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 794-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
262	19	12	NA	2016-08-11	yes	TRUE	yes	TRUE	yes	no	no	yes	no	NA	NA	NA	NA	NA	NA	NA	NA	154	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 794-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
263	19	13	NA	2016-07-26	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	0	2016-07-26	2017-08-17	110.3	NA	NA	NA	138	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 794-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
264	19	14	NA	2016-08-14	yes	TRUE	yes	TRUE	no	no	no	no	yes	yes	4	2016-08-18	2017-08-08	67.8	NA	NA	NA	157	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 794-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
265	19	15	NA	2016-08-23	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-08-25	2017-08-08	52.9	NA	NA	NA	166	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 794-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
266	19	16	NA	NA	yes	TRUE	never flowered	FALSE	no	no	no	no	no	NA	NA	NA	NA	NA	NA	never flowered	NA	NA	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 794-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
267	19	17	NA	2016-07-29	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	3	2016-08-01	2017-08-03	145	NA	NA	NA	141	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 794-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
268	19	18	NA	2016-07-08	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	4	2016-07-12	2017-08-09	204.5	NA	NA	NA	120	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 794-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
269	19	19	2016-06-15	NA	yes	FALSE	no	FALSE	no	no	no	no	no	NA	NA	NA	NA	NA	NA	DEAD	NA	NA	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 794-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
271	20	1	NA	2016-09-04	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	7	2016-09-11	2017-08-17	33.6	NA	NA	NA	178	879WKG	10-1	hook	WK	4	hook	between	HH	879-10-1 x 794-4	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
272	20	2	NA	2016-08-06	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	3	2016-08-09	2017-07-26	149	NA	NA	NA	149	879WKG	10-1	hook	WK	4	hook	between	HH	879-10-1 x 794-4	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
273	20	3	NA	2016-07-26	yes	TRUE	yes	TRUE	yes	yes	no	no	yes	double	11	2016-08-06	2017-08-08	NA	""more infl parts""	NA	NA	138	879WKG	10-1	hook	WK	4	hook	between	HH	879-10-1 x 794-4	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
274	20	4	NA	2016-09-18	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-09-20	2017-09-12	82.5	NA	NA	NA	192	879WKG	10-1	hook	WK	4	hook	between	HH	879-10-1 x 794-4	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
275	20	5	NA	NA	yes	TRUE	missed	TRUE	no	no	no	yes	yes	yes	NA	2016-09-04	2017-11-01	205.4	NA	MISSED	NA	NA	879WKG	10-1	hook	WK	4	hook	between	HH	879-10-1 x 794-4	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
276	20	6	NA	NA	yes	TRUE	missed	TRUE	no	no	no	yes	yes	yes	NA	2016-11-03	2017-08-09	64.7	NA	MISSED	NA	NA	879WKG	10-1	hook	WK	4	hook	between	HH	879-10-1 x 794-4	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
277	20	7	NA	2016-08-21	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-08-23	2017-08-10	97.8	NA	NA	NA	164	879WKG	10-1	hook	WK	4	hook	between	HH	879-10-1 x 794-4	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
278	20	8	NA	2016-07-21	yes	TRUE	yes	TRUE	yes	yes	no	no	yes	yes	4	2016-07-25	2017-08-17	133.6	NA	NA	NA	133	879WKG	10-1	hook	WK	4	hook	between	HH	879-10-1 x 794-4	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
279	20	9	NA	NA	yes	TRUE	missed	TRUE	no	no	no	yes	yes	yes	NA	2016-11-03	2017-08-09	39.6	NA	MISSED	NA	NA	879WKG	10-1	hook	WK	4	hook	between	HH	879-10-1 x 794-4	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
280	20	10	NA	2016-09-27	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	5	2016-10-02	2017-08-23	74	NA	NA	NA	201	879WKG	10-1	hook	WK	4	hook	between	HH	879-10-1 x 794-4	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
282	21	1	2016-06-15	NA	yes	FALSE	no	FALSE	no	no	no	no	no	NA	NA	NA	NA	NA	NA	DEAD	NA	NA	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 866-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
283	21	2	NA	NA	yes	TRUE	no	TRUE	no	no	no	yes	yes	yes	NA	2016-08-09	2017-07-27	119.3	NA	no date	NA	NA	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 866-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
284	21	3	2016-06-15	NA	yes	FALSE	no	FALSE	no	no	no	no	no	NA	NA	NA	NA	NA	NA	DEAD	NA	NA	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 866-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
285	21	4	NA	2016-08-01	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	0	2016-08-01	2017-08-03	89.7	NA	NA	NA	144	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 866-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
286	21	5	NA	NA	yes	TRUE	no	TRUE	no	no	no	yes	yes	yes	NA	2016-08-11	2017-08-08	151	""no 1st fl""	no date	NA	NA	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 866-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
287	21	6	NA	2016-08-23	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-08-25	2017-08-08	143.4	NA	NA	NA	166	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 866-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
288	21	7	NA	NA	yes	TRUE	missed	TRUE	no	no	no	yes	yes	yes	NA	2016-09-13	2017-07-28	69.1	NA	MISSED	NA	NA	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 866-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
289	21	8	NA	2016-08-09	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-08-11	2017-08-08	194.5	NA	NA	NA	152	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 866-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
290	21	9	2016-05-19	NA	yes	FALSE	no	FALSE	no	no	no	no	no	NA	NA	NA	NA	NA	NA	DEAD	NA	NA	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 866-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
291	21	10	NA	2016-08-09	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-08-11	2017-08-08	113.8	NA	NA	NA	152	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 866-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
292	21	11	NA	2016-09-01	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	5	2016-09-06	2017-10-10	45.2	NA	NA	NA	175	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 866-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
293	21	12	NA	2016-08-11	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	5	2016-08-16	2017-08-07	105.8	NA	NA	NA	154	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 866-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
294	21	13	NA	2016-08-09	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-08-11	2017-08-08	94.6	no collection date written	NA	NA	152	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 866-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
295	21	14	NA	2016-07-29	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	3	2016-08-01	2017-08-03	134.7	NA	NA	NA	141	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 866-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
296	21	15	NA	2016-08-01	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	3	2016-08-04	2017-08-08	123.5	NA	NA	NA	144	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 866-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
297	21	16	NA	2016-07-18	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	3	2016-07-21	2017-08-17	109.7	NA	NA	NA	130	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 866-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
298	21	17	NA	2016-08-04	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	1	2016-08-05	2017-08-08	183.4	NA	NA	NA	147	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 866-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
299	21	18	2016-06-15	NA	yes	FALSE	no	FALSE	no	no	no	no	no	NA	NA	NA	NA	NA	NA	DEAD	NA	NA	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 866-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
300	21	19	2016-05-19	2016-08-23	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-08-25	2017-08-08	80.7	NA	DEAD	Not dead, sp info. was crossed out	166	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 866-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
301	21	20	NA	2016-07-26	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-07-28	2017-08-16	75	NA	NA	NA	138	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 866-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
302	21	21	NA	NA	yes	TRUE	no	TRUE	no	no	no	yes	yes	yes	NA	2016-08-09	2017-07-26	185.2	NA	no date	NA	NA	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 866-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
303	21	22	NA	NA	no	NA	no	NA	no	no	no	no	no	NA	NA	NA	NA	NA	NA	nothing written	not used because of late transplant date	NA	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 866-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
304	21	23	NA	NA	no	NA	no	NA	no	no	no	no	no	NA	NA	NA	NA	NA	NA	nothing written	not used because of late transplant date	NA	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 866-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
305	21	24	NA	NA	no	NA	no	NA	no	no	no	no	no	NA	NA	NA	NA	NA	NA	nothing written	not used because of late transplant date	NA	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 866-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
307	22	1	NA	2016-08-30	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-09-01	2017-11-28	36.7	NA	NA	NA	173	879WKG	10-1	hook	WK	2E- 1	hook	between	HH	879-10-1 x 899-2E- 1	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
308	22	2	NA	2016-08-16	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-08-18	2017-08-08	211.8	NA	NA	NA	159	879WKG	10-1	hook	WK	2E- 1	hook	between	HH	879-10-1 x 899-2E- 1	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
309	22	3	NA	2016-10-27	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	5	2016-11-01	2017-08-09	74.7	NA	NA	NA	231	879WKG	10-1	hook	WK	2E- 1	hook	between	HH	879-10-1 x 899-2E- 1	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
310	22	4	NA	NA	yes	TRUE	no	TRUE	yes	yes	yes	no	yes	yes	NA	2016-08-09	2017-07-27	87.7	NA	no date	NA	NA	879WKG	10-1	hook	WK	2E- 1	hook	between	HH	879-10-1 x 899-2E- 1	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
311	22	5	NA	2016-08-25	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	3	2016-08-28	2017-08-08	67.6	NA	NA	NA	168	879WKG	10-1	hook	WK	2E- 1	hook	between	HH	879-10-1 x 899-2E- 1	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
312	22	6	NA	2016-08-11	yes	TRUE	yes	TRUE	yes	yes	no	no	no	NA	NA	NA	NA	NA	NA	NA	NA	154	879WKG	10-1	hook	WK	2E- 1	hook	between	HH	879-10-1 x 899-2E- 1	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
313	22	7	NA	2016-08-18	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	3	2016-08-21	2017-08-16	204.2	NA	NA	NA	161	879WKG	10-1	hook	WK	2E- 1	hook	between	HH	879-10-1 x 899-2E- 1	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
314	22	8	NA	NA	yes	TRUE	missed	TRUE	no	no	no	yes	yes	yes	NA	2016-11-08	2017-08-24	88.6	NA	MISSED	NA	NA	879WKG	10-1	hook	WK	2E- 1	hook	between	HH	879-10-1 x 899-2E- 1	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
315	22	9	NA	2016-07-26	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	6	2016-08-01	2017-08-03	131.7	NA	NA	NA	138	879WKG	10-1	hook	WK	2E- 1	hook	between	HH	879-10-1 x 899-2E- 1	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
316	22	10	NA	2016-07-25	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	1	2016-07-26	2017-08-16	301.8	NA	NA	NA	137	879WKG	10-1	hook	WK	2E- 1	hook	between	HH	879-10-1 x 899-2E- 1	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
317	22	11	NA	2016-08-11	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	5	2016-08-16	2017-08-07	162.1	NA	NA	NA	154	879WKG	10-1	hook	WK	2E- 1	hook	between	HH	879-10-1 x 899-2E- 1	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
318	22	12	2016-07-11	NA	yes	FALSE	no	FALSE	no	no	no	no	no	NA	NA	NA	NA	NA	NA	DEAD	NA	NA	879WKG	10-1	hook	WK	2E- 1	hook	between	HH	879-10-1 x 899-2E- 1	hook.between	hook.between.879WKG.10-1	879WKG.10-1	hook879WKG
320	23	1	NA	2016-09-20	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-09-22	2017-09-05	132.3	NA	NA	NA	194	879WKG	10-1	hook	892WKG	1	kaal	hybrid	HK	879-10-1 x 892-1	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	hook879WKG
321	23	2	NA	2016-09-01	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	3	2016-09-04	2017-10-23	263.2	NA	NA	NA	175	879WKG	10-1	hook	892WKG	1	kaal	hybrid	HK	879-10-1 x 892-1	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	hook879WKG
322	23	3	NA	NA	yes	TRUE	missed	TRUE	no	no	no	yes	no	NA	NA	NA	NA	NA	NA	MISSED	NA	NA	879WKG	10-1	hook	892WKG	1	kaal	hybrid	HK	879-10-1 x 892-1	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	hook879WKG
323	23	4	NA	2016-09-06	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-09-08	2017-08-18	341.3	NA	NA	NA	180	879WKG	10-1	hook	892WKG	1	kaal	hybrid	HK	879-10-1 x 892-1	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	hook879WKG
324	23	5	NA	2016-10-02	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-10-04	2017-08-23	257.6	NA	NA	NA	206	879WKG	10-1	hook	892WKG	1	kaal	hybrid	HK	879-10-1 x 892-1	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	hook879WKG
325	23	6	NA	NA	yes	TRUE	missed	TRUE	no	no	no	yes	yes	yes	NA	2016-09-08	2017-08-18	309.3	NA	MISSED	NA	NA	879WKG	10-1	hook	892WKG	1	kaal	hybrid	HK	879-10-1 x 892-1	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	hook879WKG
327	24	1	NA	2016-09-13	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	5	2016-09-18	2017-08-31	231.5	NA	NA	NA	187	879WKG	10-1	hook	892WKG	4	kaal	hybrid	HK	879-10-1 x 892-4	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	hook879WKG
328	24	2	NA	2016-09-11	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-09-13	2017-07-27	333.7	NA	NA	NA	185	879WKG	10-1	hook	892WKG	4	kaal	hybrid	HK	879-10-1 x 892-4	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	hook879WKG
329	24	3	NA	2016-10-25	yes	TRUE	yes	TRUE	no	yes	no	no	no	NA	NA	NA	NA	NA	NA	NA	NA	229	879WKG	10-1	hook	892WKG	4	kaal	hybrid	HK	879-10-1 x 892-4	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	hook879WKG
330	24	4	NA	2016-10-25	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-10-27	2017-08-07	104.3	NA	NA	NA	229	879WKG	10-1	hook	892WKG	4	kaal	hybrid	HK	879-10-1 x 892-4	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	hook879WKG
331	24	5	NA	2016-09-04	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-09-06	2017-11-08	222.7	NA	NA	NA	178	879WKG	10-1	hook	892WKG	4	kaal	hybrid	HK	879-10-1 x 892-4	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	hook879WKG
332	24	6	NA	2016-08-28	yes	TRUE	yes	TRUE	no	no	yes	yes	yes	yes	4	2016-09-01	2017-11-28	121	NA	NA	NA	171	879WKG	10-1	hook	892WKG	4	kaal	hybrid	HK	879-10-1 x 892-4	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	hook879WKG
333	24	7	NA	2016-10-30	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-11-01	2017-08-09	68.3	NA	NA	NA	234	879WKG	10-1	hook	892WKG	4	kaal	hybrid	HK	879-10-1 x 892-4	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	hook879WKG
334	24	8	NA	2016-08-25	yes	TRUE	yes	TRUE	no	yes	yes	no	yes	yes	3	2016-08-28	2017-08-03	113.4	NA	NA	NA	168	879WKG	10-1	hook	892WKG	4	kaal	hybrid	HK	879-10-1 x 892-4	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	hook879WKG
335	24	9	NA	2016-10-09	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	4	2016-10-13	2017-08-18	118.9	NA	NA	NA	213	879WKG	10-1	hook	892WKG	4	kaal	hybrid	HK	879-10-1 x 892-4	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	hook879WKG
336	24	10	NA	NA	yes	TRUE	missed	TRUE	no	no	no	yes	no	NA	NA	NA	NA	NA	NA	MISSED	added ""Missed"" check original	NA	879WKG	10-1	hook	892WKG	4	kaal	hybrid	HK	879-10-1 x 892-4	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	hook879WKG
337	24	11	NA	2016-10-16	yes	TRUE	yes	TRUE	no	yes	yes	no	yes	yes	2	2016-10-18	2017-08-13	70.9	NA	NA	NA	220	879WKG	10-1	hook	892WKG	4	kaal	hybrid	HK	879-10-1 x 892-4	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	hook879WKG
341	26	1	NA	2016-10-25	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-10-27	2017-08-07	73.1	NA	NA	NA	229	879WKG	10-1	hook	904WPG	3	kaal	hybrid	HK	879-10-1 x 904-3	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	hook879WKG
342	26	2	NA	2016-09-11	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-09-13	2017-07-27	238.8	NA	NA	NA	185	879WKG	10-1	hook	904WPG	3	kaal	hybrid	HK	879-10-1 x 904-3	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	hook879WKG
343	26	3	NA	2016-08-16	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	5	2016-08-21	2017-08-24	388.2	NA	NA	NA	159	879WKG	10-1	hook	904WPG	3	kaal	hybrid	HK	879-10-1 x 904-3	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	hook879WKG
345	27	1	NA	NA	yes	TRUE	missed	TRUE	no	no	no	yes	no	NA	NA	NA	NA	NA	NA	MISSED	NA	NA	879WKG	10-1	hook	904WPG	5	kaal	hybrid	HK	879-10-1 x 904-5	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	hook879WKG
347	28	1	NA	NA	yes	TRUE	missed	TRUE	no	no	no	yes	no	NA	NA	NA	NA	NA	NA	MISSED	NA	NA	879WKG	10-1	hook	3587WP	7	kaal	hybrid	HK	879-10-1 x 3587-7	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	hook879WKG
348	28	2	2016-05-19	NA	yes	FALSE	no	FALSE	no	no	no	no	no	NA	NA	NA	NA	NA	NA	DEAD	NA	NA	879WKG	10-1	hook	3587WP	7	kaal	hybrid	HK	879-10-1 x 3587-7	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	hook879WKG
349	28	3	NA	NA	yes	TRUE	missed	TRUE	no	no	no	yes	yes	yes	NA	2016-10-16	2017-08-18	79.9	NA	MISSED	NA	NA	879WKG	10-1	hook	3587WP	7	kaal	hybrid	HK	879-10-1 x 3587-7	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	hook879WKG
350	28	4	NA	NA	yes	TRUE	no	FALSE	no	no	no	no	no	NA	NA	NA	NA	NA	NA	nothing written	""stunted""	NA	879WKG	10-1	hook	3587WP	7	kaal	hybrid	HK	879-10-1 x 3587-7	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	hook879WKG
351	28	5	NA	2016-11-03	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	3	2016-11-06	2017-08-08	57.9	NA	NA	NA	238	879WKG	10-1	hook	3587WP	7	kaal	hybrid	HK	879-10-1 x 3587-7	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	hook879WKG
