index	crossid	plantid	death.date	firstflower.date	use.alive.flowered	alive	use.firstflower	flowered	saved.1	saved.2	sampled.VOC	biomass.inflo	biomass.firstinflo	use.fib	delay	firstinflo.collect.date	firstinflo.weigh.date	firstinflo.biomass.mg	comments.fib	comments.SS	comments.JP.SGW	firstflower	mompop	momid	momsp	dadpop	dadid	dadsp	crosstype	cross	full	sxc	sxcxm	mompid	smompop
1	1	1	NA	2016-10-13	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	5	2016-10-18	2017-08-18	34.6	NA	NA	NA	217	879WKG	2-2	hook	879WKG	G-2	hook	within	HH	879-2-2 x 879-G-2	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
2	1	2	NA	2016-11-27	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	7	2016-12-04	2017-08-24	45.9	NA	NA	NA	262	879WKG	2-2	hook	879WKG	G-2	hook	within	HH	879-2-2 x 879-G-2	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
3	1	3	NA	NA	yes	TRUE	missed	TRUE	yes	yes	no	no	yes	yes	NA	2016-08-23	2017-08-16	84.5	NA	MISSED	NA	NA	879WKG	2-2	hook	879WKG	G-2	hook	within	HH	879-2-2 x 879-G-2	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
4	1	4	NA	2016-11-06	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	7	2016-11-13	2017-08-24	31.1	NA	NA	NA	241	879WKG	2-2	hook	879WKG	G-2	hook	within	HH	879-2-2 x 879-G-2	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
5	1	5	NA	NA	yes	TRUE	missed	TRUE	yes	yes	no	no	yes	yes	NA	2016-10-16	2017-08-18	39.9	NA	MISSED	NA	NA	879WKG	2-2	hook	879WKG	G-2	hook	within	HH	879-2-2 x 879-G-2	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
6	1	6	2016-06-16	NA	yes	FALSE	no	FALSE	no	no	no	no	no	NA	NA	NA	NA	NA	NA	DEAD	NA	NA	879WKG	2-2	hook	879WKG	G-2	hook	within	HH	879-2-2 x 879-G-2	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
7	1	7	NA	NA	yes	TRUE	no	TRUE	no	no	no	yes	yes	yes	NA	2016-08-11	2017-08-08	110.6	NA	no date	NA	NA	879WKG	2-2	hook	879WKG	G-2	hook	within	HH	879-2-2 x 879-G-2	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
8	1	8	NA	NA	yes	TRUE	missed	TRUE	no	no	no	yes	yes	double	NA	2016-10-30	2017-08-07	NA	TWO?	MISSED	NA	NA	879WKG	2-2	hook	879WKG	G-2	hook	within	HH	879-2-2 x 879-G-2	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
9	1	9	2016-06-16	NA	yes	FALSE	no	FALSE	no	no	no	no	no	NA	NA	NA	NA	NA	NA	DEAD	NA	NA	879WKG	2-2	hook	879WKG	G-2	hook	within	HH	879-2-2 x 879-G-2	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
10	1	10	NA	NA	yes	TRUE	missed	TRUE	no	no	no	yes	no	NA	NA	NA	NA	NA	NA	MISSED	NA	NA	879WKG	2-2	hook	879WKG	G-2	hook	within	HH	879-2-2 x 879-G-2	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
11	1	11	NA	NA	yes	TRUE	missed	TRUE	no	no	no	yes	yes	yes	NA	2016-08-16	2017-08-07	45.9	NA	MISSED	NA	NA	879WKG	2-2	hook	879WKG	G-2	hook	within	HH	879-2-2 x 879-G-2	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
12	1	12	NA	2016-08-16	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-08-18	2017-08-08	174.5	NA	NA	NA	159	879WKG	2-2	hook	879WKG	G-2	hook	within	HH	879-2-2 x 879-G-2	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
13	1	13	NA	2016-07-26	yes	TRUE	yes	TRUE	yes	yes	yes	no	yes	yes	6	2016-08-01	2017-08-24	113.2	NA	NA	NA	138	879WKG	2-2	hook	879WKG	G-2	hook	within	HH	879-2-2 x 879-G-2	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
14	1	14	NA	NA	yes	TRUE	missed	TRUE	yes	yes	no	no	yes	yes	NA	2016-09-13	2017-07-28	66.7	NA	MISSED	NA	NA	879WKG	2-2	hook	879WKG	G-2	hook	within	HH	879-2-2 x 879-G-2	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
15	1	15	NA	2016-11-22	yes	TRUE	yes	TRUE	no	yes	yes	no	yes	yes	3	2016-11-25	2017-07-26	50.7	NA	NA	NA	257	879WKG	2-2	hook	879WKG	G-2	hook	within	HH	879-2-2 x 879-G-2	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
16	1	16	NA	NA	yes	TRUE	no	TRUE	no	no	no	yes	no	NA	NA	NA	NA	NA	NA	nothing written	NA	NA	879WKG	2-2	hook	879WKG	G-2	hook	within	HH	879-2-2 x 879-G-2	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
17	1	17	NA	2016-11-25	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	7	2016-12-02	2017-08-24	62.7	NA	NA	NA	260	879WKG	2-2	hook	879WKG	G-2	hook	within	HH	879-2-2 x 879-G-2	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
18	1	18	NA	NA	yes	TRUE	missed	TRUE	no	no	no	yes	yes	yes	NA	2016-08-16	2017-08-08	83.2	NA	MISSED	NA	NA	879WKG	2-2	hook	879WKG	G-2	hook	within	HH	879-2-2 x 879-G-2	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
19	1	19	NA	NA	yes	TRUE	missed	TRUE	yes	yes	no	no	yes	yes	NA	2016-09-13	2017-07-28	71.3	NA	MISSED	NA	NA	879WKG	2-2	hook	879WKG	G-2	hook	within	HH	879-2-2 x 879-G-2	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
20	1	20	NA	NA	no	NA	no	NA	no	no	no	no	no	NA	NA	NA	NA	NA	NA	nothing written	NA	NA	879WKG	2-2	hook	879WKG	G-2	hook	within	HH	879-2-2 x 879-G-2	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
21	1	21	NA	NA	no	NA	no	NA	no	no	no	no	no	NA	NA	NA	NA	NA	NA	nothing written	not used because of late transplant date	NA	879WKG	2-2	hook	879WKG	G-2	hook	within	HH	879-2-2 x 879-G-2	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
22	1	22	NA	NA	no	NA	no	NA	no	no	no	no	no	NA	NA	NA	NA	NA	NA	nothing written	not used because of late transplant date	NA	879WKG	2-2	hook	879WKG	G-2	hook	within	HH	879-2-2 x 879-G-2	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
24	2	1	NA	2016-08-09	yes	TRUE	yes	TRUE	no	no	no	no	yes	yes	5	2016-08-14	2017-08-04	100	NA	NA	NA	152	879WKG	2-2	hook	879WKG	10-1	hook	within	HH	879-2-2 x 879-10-1	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
25	2	2	NA	2016-08-01	yes	TRUE	yes	TRUE	no	no	no	yes	yes	double	4	2016-08-05	2017-11-28	NA	""add portion of infl""	NA	NA	144	879WKG	2-2	hook	879WKG	10-1	hook	within	HH	879-2-2 x 879-10-1	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
26	2	3	NA	2016-11-08	yes	TRUE	yes	TRUE	no	no	no	yes	no	NA	NA	NA	NA	NA	NA	NA	NA	243	879WKG	2-2	hook	879WKG	10-1	hook	within	HH	879-2-2 x 879-10-1	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
27	2	4	NA	NA	yes	TRUE	never flowered	FALSE	no	no	no	no	no	NA	NA	NA	NA	NA	NA	never flowered	NA	NA	879WKG	2-2	hook	879WKG	10-1	hook	within	HH	879-2-2 x 879-10-1	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
28	2	5	NA	2016-10-02	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-10-04	2017-08-23	172	NA	NA	NA	206	879WKG	2-2	hook	879WKG	10-1	hook	within	HH	879-2-2 x 879-10-1	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
29	2	6	NA	2016-09-04	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-09-06	2017-09-26	82	NA	NA	NA	178	879WKG	2-2	hook	879WKG	10-1	hook	within	HH	879-2-2 x 879-10-1	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
30	2	7	2016-10-18	NA	yes	FALSE	no	FALSE	no	no	no	no	no	NA	NA	NA	NA	NA	NA	DEAD	NA	NA	879WKG	2-2	hook	879WKG	10-1	hook	within	HH	879-2-2 x 879-10-1	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
31	2	8	NA	2016-08-16	yes	TRUE	yes	TRUE	no	yes	no	no	yes	yes	7	2016-08-23	2017-08-10	119.8	NA	NA	NA	159	879WKG	2-2	hook	879WKG	10-1	hook	within	HH	879-2-2 x 879-10-1	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
32	2	9	NA	2016-10-16	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	4	2016-10-20	2017-08-18	35.2	NA	NA	NA	220	879WKG	2-2	hook	879WKG	10-1	hook	within	HH	879-2-2 x 879-10-1	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
33	2	10	NA	2016-08-05	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	4	2016-08-09	2017-07-27	165.5	NA	NA	NA	148	879WKG	2-2	hook	879WKG	10-1	hook	within	HH	879-2-2 x 879-10-1	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
34	2	11	NA	2016-11-08	yes	TRUE	yes	TRUE	yes	yes	yes	no	yes	yes	5	2016-11-13	2017-07-26	71.3	NA	NA	NA	243	879WKG	2-2	hook	879WKG	10-1	hook	within	HH	879-2-2 x 879-10-1	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
35	2	12	NA	2016-11-03	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	3	2016-11-06	2017-08-08	27.7	NA	NA	NA	238	879WKG	2-2	hook	879WKG	10-1	hook	within	HH	879-2-2 x 879-10-1	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
36	2	13	NA	2016-08-06	yes	TRUE	yes	TRUE	yes	yes	yes	no	yes	yes	3	2016-08-09	2017-07-27	150.9	NA	NA	NA	149	879WKG	2-2	hook	879WKG	10-1	hook	within	HH	879-2-2 x 879-10-1	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
37	2	14	NA	2016-10-04	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-10-06	2017-08-22	41.4	NA	NA	NA	208	879WKG	2-2	hook	879WKG	10-1	hook	within	HH	879-2-2 x 879-10-1	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
38	2	15	NA	NA	yes	TRUE	no	TRUE	no	no	no	yes	yes	yes	NA	2016-08-09	2017-07-28	147.1	NA	no date	NA	NA	879WKG	2-2	hook	879WKG	10-1	hook	within	HH	879-2-2 x 879-10-1	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
39	2	16	NA	2016-07-26	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	3	2016-07-29	2017-08-24	158.8	NA	NA	NA	138	879WKG	2-2	hook	879WKG	10-1	hook	within	HH	879-2-2 x 879-10-1	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
40	2	17	NA	2016-08-14	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-08-16	2017-08-04	119.7	NA	NA	NA	157	879WKG	2-2	hook	879WKG	10-1	hook	within	HH	879-2-2 x 879-10-1	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
41	2	18	NA	2016-08-01	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	3	2016-08-04	2017-08-08	70.4	NA	NA	NA	144	879WKG	2-2	hook	879WKG	10-1	hook	within	HH	879-2-2 x 879-10-1	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
42	2	19	NA	NA	?	NA	no	NA	no	no	no	no	no	NA	NA	NA	NA	NA	NA	nothing written	no survival info - checked - no infl biomass - ask Steve  check VOCs	NA	879WKG	2-2	hook	879WKG	10-1	hook	within	HH	879-2-2 x 879-10-1	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
43	2	20	NA	NA	yes	TRUE	missed	TRUE	no	no	no	no	yes	yes	NA	2016-11-08	2017-08-24	10.4	NA	MISSED	NA	NA	879WKG	2-2	hook	879WKG	10-1	hook	within	HH	879-2-2 x 879-10-1	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
44	2	21	NA	NA	no	NA	no	NA	no	no	no	no	no	NA	NA	NA	NA	NA	NA	nothing written	not used because of late transplant date	NA	879WKG	2-2	hook	879WKG	10-1	hook	within	HH	879-2-2 x 879-10-1	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
46	3	1	NA	2016-09-27	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	5	2016-10-02	2017-08-23	43.4	NA	NA	NA	201	879WKG	2-2	hook	879WKG	N-5	hook	within	HH	879-2-2 x 879-N-5	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
47	3	2	2016-07-17	NA	yes	FALSE	no	FALSE	no	no	no	no	no	NA	NA	NA	NA	NA	NA	DEAD	check original for death date	NA	879WKG	2-2	hook	879WKG	N-5	hook	within	HH	879-2-2 x 879-N-5	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
48	3	3	NA	NA	?	NA	no	NA	no	no	no	no	no	NA	NA	NA	NA	NA	NA	nothing written	no survival info - checked - no infl biomass - ask Steve  check VOCs	NA	879WKG	2-2	hook	879WKG	N-5	hook	within	HH	879-2-2 x 879-N-5	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
49	3	4	NA	2016-08-01	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	0	2016-08-01	2017-08-24	155.5	NA	NA	NA	144	879WKG	2-2	hook	879WKG	N-5	hook	within	HH	879-2-2 x 879-N-5	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
50	3	5	NA	NA	yes	TRUE	never flowered	FALSE	no	no	no	no	no	NA	NA	NA	NA	NA	NA	never flowered	NA	NA	879WKG	2-2	hook	879WKG	N-5	hook	within	HH	879-2-2 x 879-N-5	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
51	3	6	NA	NA	yes	TRUE	missed	TRUE	no	no	no	yes	yes	yes	NA	2016-08-30	2017-07-31	77.5	NA	MISSED	NA	NA	879WKG	2-2	hook	879WKG	N-5	hook	within	HH	879-2-2 x 879-N-5	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
52	3	7	NA	2016-08-06	yes	TRUE	yes	TRUE	yes	yes	yes	no	yes	yes	3	2016-08-09	2017-07-27	137.8	NA	NA	NA	149	879WKG	2-2	hook	879WKG	N-5	hook	within	HH	879-2-2 x 879-N-5	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
53	3	8	NA	NA	yes	TRUE	no	TRUE	no	no	no	yes	yes	yes	NA	2016-08-09	2017-07-26	194.3	NA	no date	NA	NA	879WKG	2-2	hook	879WKG	N-5	hook	within	HH	879-2-2 x 879-N-5	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
54	3	9	NA	2016-08-04	yes	TRUE	yes	TRUE	yes	yes	yes	no	yes	yes	5	2016-08-09	2017-07-27	125.3	NA	NA	NA	147	879WKG	2-2	hook	879WKG	N-5	hook	within	HH	879-2-2 x 879-N-5	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
55	3	10	NA	2016-07-22	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	3	2016-07-25	2017-08-17	73.1	NA	NA	NA	134	879WKG	2-2	hook	879WKG	N-5	hook	within	HH	879-2-2 x 879-N-5	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
56	3	11	NA	2016-08-01	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	4	2016-08-05	2017-08-08	67.3	NA	NA	NA	144	879WKG	2-2	hook	879WKG	N-5	hook	within	HH	879-2-2 x 879-N-5	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
57	3	12	NA	NA	yes	TRUE	missed	TRUE	no	no	no	yes	yes	yes	NA	2016-08-23	2017-08-15	92.5	NA	MISSED	NA	NA	879WKG	2-2	hook	879WKG	N-5	hook	within	HH	879-2-2 x 879-N-5	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
58	3	13	NA	2016-08-18	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	3	2016-08-21	2017-08-16	103.5	NA	NA	NA	161	879WKG	2-2	hook	879WKG	N-5	hook	within	HH	879-2-2 x 879-N-5	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
59	3	14	NA	2016-09-27	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	5	2016-10-02	2017-08-23	56.8	NA	NA	NA	201	879WKG	2-2	hook	879WKG	N-5	hook	within	HH	879-2-2 x 879-N-5	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
60	3	15	NA	2016-08-16	yes	TRUE	yes	TRUE	no	yes	yes	no	yes	yes	5	2016-08-21	2017-08-16	89.2	8/21/15?	NA	NA	159	879WKG	2-2	hook	879WKG	N-5	hook	within	HH	879-2-2 x 879-N-5	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
61	3	16	NA	2016-08-01	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	4	2016-08-05	2017-08-08	105.7	NA	NA	NA	144	879WKG	2-2	hook	879WKG	N-5	hook	within	HH	879-2-2 x 879-N-5	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
62	3	17	NA	2016-07-25	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	1	2016-07-26	2017-08-17	96.7	NA	NA	NA	137	879WKG	2-2	hook	879WKG	N-5	hook	within	HH	879-2-2 x 879-N-5	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
63	3	18	NA	2016-08-09	yes	TRUE	yes	TRUE	no	no	no	no	no	NA	NA	NA	NA	NA	NA	first inflo. Broken	in bottom margin: ""*do not weigh OK for crosses"" checked original	152	879WKG	2-2	hook	879WKG	N-5	hook	within	HH	879-2-2 x 879-N-5	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
64	3	19	NA	NA	yes	TRUE	missed	TRUE	no	no	no	no	yes	yes	NA	2016-09-15	2017-08-17	98.3	NA	MISSED	NA	NA	879WKG	2-2	hook	879WKG	N-5	hook	within	HH	879-2-2 x 879-N-5	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
65	3	20	NA	NA	yes	TRUE	no	TRUE	no	no	no	yes	no	NA	NA	NA	NA	NA	NA	nothing written	has infl biomass, but ""8/11/16"" is erased in first flower	NA	879WKG	2-2	hook	879WKG	N-5	hook	within	HH	879-2-2 x 879-N-5	hook.within	hook.within.879WKG.2-2	879WKG.2-2	hook879WKG
67	4	1	NA	2016-09-01	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	3	2016-09-04	2017-11-01	69.9	NA	NA	NA	175	879WKG	2-2	hook	WK	2	hook	between	HH	879-2-2 x 794-2	hook.between	hook.between.879WKG.2-2	879WKG.2-2	hook879WKG
68	4	2	NA	2016-11-13	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	4	2016-11-17	2017-07-26	50	NA	NA	NA	248	879WKG	2-2	hook	WK	2	hook	between	HH	879-2-2 x 794-2	hook.between	hook.between.879WKG.2-2	879WKG.2-2	hook879WKG
69	4	3	NA	2016-08-09	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-08-11	2017-08-08	192.5	NA	NA	NA	152	879WKG	2-2	hook	WK	2	hook	between	HH	879-2-2 x 794-2	hook.between	hook.between.879WKG.2-2	879WKG.2-2	hook879WKG
70	4	4	NA	2016-08-25	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	3	2016-08-28	2017-08-03	102.5	NA	NA	NA	168	879WKG	2-2	hook	WK	2	hook	between	HH	879-2-2 x 794-2	hook.between	hook.between.879WKG.2-2	879WKG.2-2	hook879WKG
71	4	5	NA	2016-10-18	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	7	2016-10-25	2017-08-07	139.7	NA	NA	NA	222	879WKG	2-2	hook	WK	2	hook	between	HH	879-2-2 x 794-2	hook.between	hook.between.879WKG.2-2	879WKG.2-2	hook879WKG
72	4	6	NA	2016-08-23	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-08-25	2017-08-08	49.1	NA	NA	NA	166	879WKG	2-2	hook	WK	2	hook	between	HH	879-2-2 x 794-2	hook.between	hook.between.879WKG.2-2	879WKG.2-2	hook879WKG
73	4	7	NA	NA	yes	TRUE	no	TRUE	yes	no	no	no	yes	yes	NA	2016-08-09	2017-07-28	145.2	NA	no date	NA	NA	879WKG	2-2	hook	WK	2	hook	between	HH	879-2-2 x 794-2	hook.between	hook.between.879WKG.2-2	879WKG.2-2	hook879WKG
74	4	8	NA	2016-09-01	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	3	2016-09-04	2017-10-30	24	NA	NA	NA	175	879WKG	2-2	hook	WK	2	hook	between	HH	879-2-2 x 794-2	hook.between	hook.between.879WKG.2-2	879WKG.2-2	hook879WKG
75	4	9	NA	2016-07-28	yes	TRUE	yes	TRUE	yes	yes	no	no	yes	yes	4	2016-08-01	2017-08-03	108.7	NA	NA	NA	140	879WKG	2-2	hook	WK	2	hook	between	HH	879-2-2 x 794-2	hook.between	hook.between.879WKG.2-2	879WKG.2-2	hook879WKG
76	4	10	NA	2016-09-13	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	7	2016-09-20	2017-08-29	85.7	NA	NA	NA	187	879WKG	2-2	hook	WK	2	hook	between	HH	879-2-2 x 794-2	hook.between	hook.between.879WKG.2-2	879WKG.2-2	hook879WKG
77	4	11	NA	2016-07-21	yes	TRUE	yes	TRUE	yes	yes	no	no	yes	yes	4	2016-07-25	2017-08-17	161.1	NA	NA	NA	133	879WKG	2-2	hook	WK	2	hook	between	HH	879-2-2 x 794-2	hook.between	hook.between.879WKG.2-2	879WKG.2-2	hook879WKG
78	4	12	NA	NA	yes	TRUE	no	TRUE	no	no	no	yes	yes	yes	NA	2016-08-11	2017-08-08	79.6	fixed date weighed	no date	NA	NA	879WKG	2-2	hook	WK	2	hook	between	HH	879-2-2 x 794-2	hook.between	hook.between.879WKG.2-2	879WKG.2-2	hook879WKG
79	4	13	NA	NA	yes	TRUE	no	TRUE	yes	yes	no	no	yes	yes	NA	2016-08-09	2017-07-26	96.2	NA	no date	no survival info - checked - no infl biomass - ask Steve  check VOCs. - if we have biomass then can be used for survival. found in Rm 11	NA	879WKG	2-2	hook	WK	2	hook	between	HH	879-2-2 x 794-2	hook.between	hook.between.879WKG.2-2	879WKG.2-2	hook879WKG
80	4	14	NA	NA	yes	TRUE	no	TRUE	yes	yes	no	no	yes	yes	NA	2016-08-09	2017-07-27	76.3	NA	no date	no survival info - checked - no infl biomass - ask Steve  check VOCs - if we have biomass then can be used for survival. found in Rm 11	NA	879WKG	2-2	hook	WK	2	hook	between	HH	879-2-2 x 794-2	hook.between	hook.between.879WKG.2-2	879WKG.2-2	hook879WKG
81	4	15	NA	2016-07-28	yes	TRUE	yes	TRUE	yes	yes	no	no	yes	yes	4	2016-08-01	2017-08-03	145.3	NA	NA	NA	140	879WKG	2-2	hook	WK	2	hook	between	HH	879-2-2 x 794-2	hook.between	hook.between.879WKG.2-2	879WKG.2-2	hook879WKG
82	4	16	NA	2016-08-11	yes	TRUE	yes	TRUE	yes	yes	yes	no	yes	yes	5	2016-08-16	2017-08-04	78.8	NA	NA	NA	154	879WKG	2-2	hook	WK	2	hook	between	HH	879-2-2 x 794-2	hook.between	hook.between.879WKG.2-2	879WKG.2-2	hook879WKG
83	4	17	NA	2016-08-09	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-08-11	2017-08-08	109.9	NA	NA	NA	152	879WKG	2-2	hook	WK	2	hook	between	HH	879-2-2 x 794-2	hook.between	hook.between.879WKG.2-2	879WKG.2-2	hook879WKG
84	4	18	NA	2016-08-09	yes	TRUE	yes	TRUE	yes	yes	yes	no	yes	yes	5	2016-08-14	2017-08-03	145.2	NA	NA	NA	152	879WKG	2-2	hook	WK	2	hook	between	HH	879-2-2 x 794-2	hook.between	hook.between.879WKG.2-2	879WKG.2-2	hook879WKG
85	4	19	NA	2016-08-28	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	4	2016-09-01	2017-11-08	67.7	NA	NA	NA	171	879WKG	2-2	hook	WK	2	hook	between	HH	879-2-2 x 794-2	hook.between	hook.between.879WKG.2-2	879WKG.2-2	hook879WKG
86	4	20	NA	2016-09-25	yes	TRUE	yes	TRUE	no	no	no	yes	yes	no	9	2016-10-04	2017-08-23	NA	""extra inflo collected by mistake""	NA	NA	199	879WKG	2-2	hook	WK	2	hook	between	HH	879-2-2 x 794-2	hook.between	hook.between.879WKG.2-2	879WKG.2-2	hook879WKG
88	5	1	NA	2016-08-23	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	5	2016-08-28	2017-08-08	103.4	NA	NA	NA	166	879WKG	2-2	hook	WK	4	hook	between	HH	879-2-2 x 794-4	hook.between	hook.between.879WKG.2-2	879WKG.2-2	hook879WKG
89	5	2	NA	2016-07-20	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	5	2016-07-25	2017-08-17	114.6	NA	NA	NA	132	879WKG	2-2	hook	WK	4	hook	between	HH	879-2-2 x 794-4	hook.between	hook.between.879WKG.2-2	879WKG.2-2	hook879WKG
90	5	3	NA	NA	yes	TRUE	missed	TRUE	no	no	no	yes	yes	yes	NA	2016-08-28	2017-08-03	67.4	NA	MISSED	NA	NA	879WKG	2-2	hook	WK	4	hook	between	HH	879-2-2 x 794-4	hook.between	hook.between.879WKG.2-2	879WKG.2-2	hook879WKG
91	5	4	NA	2016-07-26	yes	TRUE	yes	TRUE	no	no	no	yes	yes	yes	2	2016-07-28	2017-08-16	111.4	NA	NA	NA	138	879WKG	2-2	hook	WK	4	hook	between	HH	879-2-2 x 794-4	hook.between	hook.between.879WKG.2-2	879WKG.2-2	hook879WKG
92	5	5	NA	NA	yes	TRUE	missed	TRUE	no	no	no	no	yes	yes	NA	2016-09-20	2017-09-13	82.6	NA	MISSED	NA	NA	879WKG	2-2	hook	WK	4	hook	between	HH	879-2-2 x 794-4	hook.between	hook.between.879WKG.2-2	879WKG.2-2	hook879WKG
93	5	6	NA	NA	yes	TRUE	missed	TRUE	no	no	no	yes	yes	yes	NA	2016-09-01	2017-11-03	26.1	NA	MISSED	NA	NA	879WKG	2-2	hook	WK	4	hook	between	HH	879-2-2 x 794-4	hook.between	hook.between.879WKG.2-2	879WKG.2-2	hook879WKG
